UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
173063,52,53,51,0,69,69,,16,42,59,67,,25,15,,,,,,,,,,,,,,,,,45,,44,,61,
173115,50,58,30,40,,,,,33,52,0,0,,13,,,,,,,,,,,,,,,,,45,,50,,54,
173124,48,43,53,43,33,33,,26,17,50,54,40,33,31,33,43,46,42,50,36,33,33,,21,13,49,54,40,33,31,38,37,49,47,54,52
173142,55,44,64,,50,50,,43,50,60,50,75,35,19,43,54,55,44,64,,50,50,,43,50,60,50,75,35,19,52,52,55,55,58,58
173160,71,69,73,100,70,72,0,35,62,74,50,80,50,,63,70,71,69,73,100,70,72,0,35,62,74,50,80,50,,57,57,73,73,79,79
173203,53,56,50,0,33,33,,19,21,60,36,20,0,13,,,,,,,,,,,,,,,,,48,,58,,56,
173258,90,88,91,100,91,91,,75,94,88,95,100,91,,82,89,90,88,91,100,91,91,,75,94,88,95,100,91,,88,88,91,91,90,90
173300,61,58,63,0,55,55,,41,25,64,45,62,60,27,45,60,61,58,63,0,55,55,,41,25,64,45,62,60,27,50,50,58,58,71,71
173328,46,44,47,0,39,39,,30,33,54,38,33,75,34,33,43,45,44,46,0,35,35,,30,33,54,38,33,75,35,33,32,52,52,63,63
173416,58,61,48,100,60,57,100,32,52,61,54,75,,10,,,,,,,,,,,,,,,,,48,,67,,61,
173452,72,68,76,0,50,,50,100,25,74,40,,50,,50,67,72,68,76,0,50,,50,100,25,74,40,,50,,64,64,66,66,88,88
173461,42,42,42,0,25,25,,20,42,44,30,0,0,14,,,,,,,,,,,,,,,,,29,,37,,50,
173559,47,50,41,25,14,17,0,22,31,52,36,33,50,47,,,,,,,,,,,,,,,,,38,,51,,53,
173638,52,52,51,20,33,33,,12,35,63,33,71,67,15,,,,,,,,,,,,,,,,,44,,59,,59,
173647,77,73,79,67,72,72,100,71,76,78,70,100,64,16,64,77,77,73,79,67,72,72,100,71,76,78,70,100,64,16,73,73,76,76,80,80
173665,60,54,64,0,49,49,,43,62,67,47,57,0,,50,59,60,54,64,0,49,49,,43,62,67,47,57,0,,55,55,61,61,68,68
173708,42,44,32,100,45,48,0,12,40,53,14,60,100,9,,,,,,,,,,,,,,,,,28,,53,,51,
173735,42,42,42,33,75,75,,6,33,51,32,50,31,18,,,,,,,,,,,,,,,,,31,,42,,55,
173744,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,63,,,,72,
173799,24,28,20,50,6,6,,11,17,33,17,0,,37,,,,,,,,,,,,,,,,,19,,4,,31,
173902,87,84,89,100,91,91,,89,87,87,83,50,88,8,74,86,87,84,89,100,91,91,,89,87,87,83,50,88,8,88,88,84,84,88,88
173911,39,42,35,0,0,0,,15,43,42,22,50,0,14,,,,,,,,,,,,,,,,,36,,44,,41,
173920,54,50,57,50,39,39,,39,45,57,49,33,52,29,35,50,53,50,56,50,39,39,,38,45,56,49,33,52,29,47,46,54,54,58,58
174020,44,45,43,,49,49,,24,0,65,0,,60,36,27,36,44,45,43,,49,49,,24,0,65,0,,60,36,41,41,43,43,56,56
174066,85,83,87,80,84,84,50,78,77,86,80,88,89,9,75,84,85,83,87,80,84,84,50,78,77,86,80,88,89,9,77,77,83,83,88,88
174075,50,40,59,,0,0,,17,55,55,42,50,44,32,38,47,50,40,59,,0,0,,17,55,55,42,50,44,32,51,51,48,48,50,50
174127,51,50,52,67,46,50,0,44,38,54,,33,67,28,40,49,51,50,52,67,46,50,0,44,38,54,,33,67,28,40,40,57,57,60,60
174136,20,20,19,14,53,53,,10,23,28,14,0,29,29,,,,,,,,,,,,,,,,,16,,29,,25,
174154,47,60,44,,33,33,,43,0,83,0,50,,,29,36,36,50,33,,0,0,,50,0,100,,33,,,29,10,100,100,0,
174190,64,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,66,,50,,67,
174233,65,62,67,83,47,47,0,58,56,68,39,56,58,25,47,62,65,62,67,83,47,47,0,58,56,68,39,56,58,25,56,56,67,67,68,68
174251,63,57,66,47,67,67,,88,75,65,55,75,40,23,50,60,63,57,66,47,67,67,,88,75,65,55,75,40,23,61,61,63,63,64,64
174321,61,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,60,,71,,,
174358,57,49,63,40,75,75,,8,29,60,47,50,65,24,40,54,57,49,62,40,75,75,,8,29,60,47,50,65,24,50,49,57,57,62,62
174376,22,20,25,0,22,22,,11,18,35,29,0,17,34,,,,,,,,,,,,,,,,,20,,12,,27,
174428,27,26,28,0,41,41,25,15,23,29,32,50,41,28,,,,,,,,,,,,,,,,,22,,28,,32,
174437,66,60,71,0,86,83,100,71,50,67,78,78,0,,57,65,65,60,69,0,86,83,100,71,50,66,78,78,0,,63,63,63,63,74,70
174473,56,57,55,25,100,,100,50,40,61,18,,,11,,,,,,,,,,,,,,,,,56,,33,,61,
174491,68,61,73,100,56,56,,38,48,71,60,82,100,,59,67,68,61,72,100,56,56,,38,48,70,60,82,100,,63,62,64,64,76,76
174507,0,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,
174525,23,0,45,,,,,0,,27,25,,,,6,6,6,0,20,,,,,0,,8,0,,,,21,7,,,33,0
174570,36,34,40,0,100,100,,50,40,37,0,0,,14,,,,,,,,,,,,,,,,,32,,43,,39,
174738,29,29,28,100,20,20,,7,14,37,22,67,33,21,,,,,,,,,,,,,,,,,18,,25,,40,
174747,77,,77,100,58,61,0,70,68,79,,,81,,73,77,77,,77,100,58,61,0,70,68,79,,,81,,69,69,76,76,83,83
174756,45,49,41,,33,40,0,13,35,51,33,67,,16,,,,,,,,,,,,,,,,,33,,38,,56,
174783,40,36,44,17,28,28,33,31,27,44,27,43,65,34,25,35,39,35,42,17,27,26,33,29,26,43,27,43,65,34,33,31,42,41,48,47
174792,75,75,,100,72,71,100,53,60,79,,,61,,69,75,75,75,,100,72,71,100,53,60,79,,,61,,65,65,74,74,82,82
174817,66,59,70,100,38,45,0,36,72,68,33,75,83,25,60,65,66,59,70,100,38,45,0,36,72,68,33,75,83,25,59,59,70,70,69,69
174844,84,80,87,,84,84,,86,80,84,89,75,86,11,77,83,84,80,87,,84,84,,86,80,84,89,75,86,11,78,78,82,82,87,87
174862,45,25,68,,30,30,,24,31,52,17,,100,40,41,44,44,24,67,,30,30,,19,31,52,17,,100,39,51,47,47,47,8,9
174899,71,66,73,0,64,64,,56,47,73,63,25,90,22,61,69,71,66,73,0,64,64,,56,47,73,63,25,90,22,58,58,73,73,79,79
174914,76,72,81,33,72,71,100,71,70,78,78,71,55,16,67,76,77,73,82,33,72,71,100,65,75,79,76,73,56,15,71,71,76,76,79,79
174978,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,76,,83,,88,
175005,61,,61,0,55,55,,59,57,66,43,64,100,26,50,59,61,,61,0,53,53,,59,57,66,36,64,100,26,56,56,57,57,76,75
175014,53,39,57,100,50,50,,23,38,63,50,47,,,,,,,,,,,,,,,,,,,58,,61,,35,
175041,40,46,33,0,45,45,0,26,40,54,30,20,54,20,,,,,,,,,,,,,,,,,34,,59,,50,
175078,45,38,51,0,10,11,0,24,25,54,29,33,25,36,30,42,44,37,50,0,10,11,0,21,25,53,29,33,25,36,35,34,42,41,61,61
175120,64,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,66,,,,62,
175227,66,66,64,,76,76,,13,50,71,56,50,,10,86,86,86,94,60,,,,,,67,87,100,,,,62,100,73,100,67,67
175236,50,50,51,50,60,75,0,29,31,54,43,60,67,14,,,,,,,,,,,,,,,,,41,,55,,59,
175263,47,45,50,,0,0,,25,43,49,43,,,11,,,,,,,,,,,,,,,,,46,,42,,52,
175272,57,49,61,50,46,46,,51,40,59,56,40,50,30,38,53,56,49,59,50,46,46,,49,37,58,54,40,50,30,50,49,57,56,61,60
175315,31,31,31,0,28,28,50,21,25,36,18,50,89,27,,,,,,,,,,,,,,,,,27,,22,,37,
175342,57,47,63,,33,100,20,53,40,50,,,93,,49,55,56,47,61,,33,100,20,52,40,50,,,93,,51,49,51,51,78,77
175421,49,33,66,50,100,100,,26,29,57,71,47,50,,38,47,49,33,66,50,100,100,,26,29,57,71,47,50,,59,59,36,36,38,38
175430,55,43,65,,,,,45,100,56,60,,25,29,36,42,44,33,53,,,,,45,100,42,60,,25,29,57,50,47,37,57,40
175494,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,0,
175519,41,40,42,50,0,0,0,42,0,28,,,,18,,,,,,,,,,,,,,,,,45,,,,13,
175573,50,53,47,67,,,,38,54,57,38,0,,14,,,,,,,,,,,,,,,,,42,,69,,63,
175616,48,36,59,0,75,75,,37,33,54,36,,62,,32,44,48,36,59,0,75,75,,37,33,54,36,,62,,42,42,40,40,57,57
175643,36,38,34,25,57,75,33,18,58,46,25,33,71,15,,,,,,,,,,,,,,,,,36,,25,,44,
175652,48,52,44,40,80,80,,36,50,56,100,57,,17,,,,,,,,,,,,,,,,,44,,80,,54,
175698,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,94,,,,50,
175722,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,75,
175786,43,45,42,0,100,100,,38,63,49,49,56,,16,,,,,,,,,,,,,,,,,39,,59,,45,
175810,39,41,37,100,60,60,,35,36,41,48,0,,0,,,,,,,,,,,,,,,,,42,,54,,34,
175829,50,48,52,100,100,100,,40,72,53,52,100,,16,,,,,,,,,,,,,,,,,45,,33,,60,
175856,51,44,55,0,50,50,,51,25,50,33,,50,,33,47,51,44,55,0,50,50,,51,25,50,33,,50,,47,47,52,52,68,68
175883,41,45,38,45,67,67,,35,56,45,14,60,,15,,,,,,,,,,,,,,,,,40,,33,,42,
175935,34,39,31,50,33,50,0,24,50,38,67,37,,12,,,,,,,,,,,,,,,,,35,,37,,31,
175980,57,48,64,100,75,75,,39,62,63,33,50,64,,54,56,57,48,64,100,75,75,,39,62,63,33,50,64,,36,36,56,56,70,70
176008,31,37,27,0,33,100,0,29,40,35,20,,,16,,,,,,,,,,,,,,,,,32,,,,30,
176017,72,67,75,45,78,78,50,57,56,75,62,,72,,57,69,72,67,75,45,78,78,50,57,56,75,62,,72,,60,60,69,69,78,78
176035,47,40,49,33,100,100,,46,,48,,,50,,33,42,47,40,49,33,100,100,,46,,48,,,50,,41,41,33,33,62,62
176044,27,21,32,,0,0,0,27,20,20,,32,,,15,24,27,21,32,,0,0,0,27,20,20,,32,,,24,24,35,35,,
176053,59,51,65,33,100,100,100,45,63,62,40,100,53,29,56,59,59,51,65,33,100,100,100,45,63,62,40,100,53,29,45,45,39,39,92,92
176062,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,56,,,,100,
176071,48,46,48,33,65,66,50,37,59,52,39,42,,11,,,,,,,,,,,,,,,,,42,,44,,58,
176080,67,63,70,58,73,73,67,48,63,72,56,80,76,,46,64,67,63,70,58,73,73,67,48,63,72,56,80,76,,50,50,63,63,77,77
176169,34,34,33,,100,100,,24,56,34,56,,,26,,,,,,,,,,,,,,,,,32,,100,,31,
176178,45,42,48,20,64,64,,43,58,46,42,20,,15,,,,,,,,,,,,,,,,,44,,40,,49,
176239,37,39,36,50,50,50,,29,43,42,,38,33,16,,,,,,,,,,,,,,,,,38,,32,,38,
176318,12,7,17,,,,,12,0,,0,0,,,9,11,12,7,17,,,,,12,0,,0,0,,,10,11,22,25,20,21
176336,80,100,14,,,,,77,100,100,,,,,10,17,17,22,0,,,,,19,0,0,,,,,100,100,,,78,7
176354,56,54,58,100,67,67,,43,59,66,22,57,100,14,,,,,,,,,,,,,,,,,48,,,,69,
176372,49,44,51,14,42,42,,36,59,58,42,0,72,,34,46,49,44,51,14,42,42,,36,59,58,42,0,72,,40,40,51,51,62,62
176406,33,26,36,,,,,34,,,,,0,26,28,33,33,26,36,,,,,34,,,,,0,26,31,31,20,20,50,50
176433,44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,40,,,,50,
176479,60,50,67,0,100,100,,30,50,67,0,,64,34,45,59,60,50,67,0,100,100,,30,50,67,0,,64,34,67,67,58,58,53,53
176628,52,40,61,0,33,100,0,55,60,55,22,,25,33,41,51,52,40,61,0,33,100,0,55,60,55,22,,25,33,53,53,44,44,57,57
176664,44,33,60,,,,,17,100,46,50,,,14,33,44,44,33,60,,,,,17,100,46,50,,,14,50,50,83,83,0,0
176716,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,60,,100,,100,
176770,100,,100,,,,,,,,100,,,,0,100,100,,100,,,,,,,,100,,,,,,,,100,100
176789,52,52,52,0,,,,0,0,56,0,100,,13,45,50,52,58,48,0,,,,0,0,57,0,100,,14,46,46,67,40,56,69
176798,71,100,68,,,,,86,100,63,,,,0,,,,,,,,,,,,,,,,,100,,100,,43,
176910,22,18,26,,,,,0,50,23,,0,100,5,10,23,23,20,26,,,,,0,100,23,,0,100,5,20,22,40,40,19,19
176947,51,41,62,0,50,50,,18,54,57,50,43,44,34,44,50,51,40,62,0,50,50,,18,53,57,50,33,40,34,43,43,54,54,61,61
176965,54,49,58,50,47,36,75,31,48,58,49,50,55,23,39,51,54,49,58,50,47,36,75,31,48,58,49,50,55,23,46,46,55,55,60,60
176983,89,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,50,
177038,100,,100,,,,,,,100,,,,,100,100,100,,100,,,,,,,100,,,,,100,100,100,100,,
177065,42,42,43,100,20,25,0,20,21,48,40,43,67,,33,40,43,43,43,,50,50,,14,7,48,43,50,80,,30,26,53,50,57,61
177083,50,50,,,,,,,0,50,100,,,,50,50,50,50,,,,,,,0,50,100,,,,0,0,50,50,67,67
177117,56,,56,,,,,38,42,53,67,,100,,32,39,39,,39,,,,,43,25,31,0,,90,,46,33,36,11,77,58
177135,49,54,46,0,55,64,33,56,51,49,42,50,88,13,,,,,,,,,,,,,,,,,45,,43,,55,
177144,39,31,51,50,50,50,,13,21,49,36,0,33,44,36,39,39,31,51,50,50,50,,13,21,49,36,0,33,44,33,33,51,51,39,39
177214,62,62,62,20,100,100,100,50,33,64,36,50,47,,44,60,62,62,62,20,100,100,100,50,33,64,36,50,47,,56,56,58,58,68,68
177250,48,45,49,0,71,71,,0,40,48,36,,,15,,,,,,,,,,,,,,,,,40,,78,,53,
177302,52,53,40,40,0,0,0,32,55,59,34,58,,0,,,,,,,,,,,,,,,,,29,,58,,91,
177339,65,58,70,,0,,0,38,52,69,60,60,40,,52,64,65,58,70,,0,,0,38,52,69,60,60,40,,56,56,31,31,90,90
177418,40,42,38,,100,100,,36,0,44,20,33,40,,30,39,40,42,38,,100,100,,36,0,44,20,33,40,,32,32,65,65,43,43
177436,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,,
177472,33,31,34,21,31,32,25,13,28,34,26,33,,13,,,,,,,,,,,,,,,,,28,,37,,39,
177542,50,46,55,0,75,67,100,100,71,47,33,0,73,22,22,31,48,46,49,0,75,67,100,100,71,45,0,0,73,23,60,57,58,53,40,38
177551,28,24,29,,,,,28,10,39,35,15,14,28,12,24,28,24,29,,,,,28,10,39,35,15,14,28,28,28,25,25,26,26
177588,44,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,48,,,,0,
177603,61,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,47,,100,,50,
177676,38,41,36,0,29,17,100,19,34,40,18,,33,15,,,,,,,,,,,,,,,,,30,,33,,44,
177685,69,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,67,,83,,,
177746,58,68,54,100,89,89,,43,55,57,44,61,,,49,58,58,68,54,100,89,89,,43,55,57,44,61,,,53,53,65,65,59,59
177931,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,,
177940,21,12,27,0,0,0,,15,0,41,17,38,50,36,10,16,20,13,24,0,0,0,,15,0,34,17,38,50,37,12,12,0,0,79,71
177968,49,40,58,38,38,71,0,31,44,54,37,35,55,28,38,48,49,40,58,38,38,71,0,31,44,54,37,35,55,28,39,39,49,49,55,55
177977,84,84,87,77,100,100,100,50,80,85,58,86,,0,,,,,,,,,,,,,,,,,79,,82,,90,
177986,22,30,13,,100,100,,0,0,18,50,0,,,22,22,22,30,13,,100,100,,0,0,18,50,0,,,13,13,33,33,29,29
177995,34,33,34,0,42,46,0,25,29,36,32,31,60,15,,,,,,,,,,,,,,,,,30,,24,,36,
178059,66,57,71,50,61,61,,47,63,70,58,71,50,22,55,65,66,57,71,50,58,58,,47,63,70,58,71,50,22,57,57,69,69,70,70
178077,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,85,,100,,67,
178183,55,40,57,,,,,42,,63,50,100,,0,,,,,,,,,,,,,,,,,50,,,,71,
178208,48,52,38,50,,,,0,100,45,,67,,10,23,55,64,65,60,50,,,,0,100,67,,67,,14,50,67,40,50,50,67
178217,49,42,54,100,,,,38,31,49,50,33,75,15,,,,,,,,,,,,,,,,,38,,60,,60,
178244,48,38,60,33,44,50,0,25,,54,100,0,50,,31,45,46,37,60,40,44,50,0,27,,51,100,0,50,,42,37,43,44,57,56
178341,42,39,43,52,67,66,100,18,33,44,43,40,50,26,25,36,40,36,42,46,65,63,100,17,31,42,39,40,50,26,33,30,39,35,54,53
178369,22,18,32,0,25,0,33,9,23,28,26,27,26,40,16,22,22,18,32,0,25,0,33,9,23,28,23,27,26,40,15,15,24,24,32,32
178387,39,32,43,100,69,69,,27,36,41,30,40,29,28,23,36,39,32,43,100,69,69,,27,36,42,29,33,29,28,32,32,37,37,48,48
178396,75,72,78,33,79,79,,65,68,77,61,74,77,,56,73,75,72,78,33,79,79,,65,68,77,61,74,77,,65,65,75,75,79,79
178402,55,52,58,0,82,83,0,42,43,56,45,47,64,,35,51,54,51,56,0,81,82,0,41,45,54,44,50,63,,45,44,57,55,64,63
178411,64,62,73,0,65,65,,51,68,65,55,64,65,,29,57,64,62,73,0,65,65,,51,68,65,55,64,65,,49,49,63,63,71,71
178420,57,51,61,0,55,55,,44,63,61,54,67,54,,38,55,57,51,61,0,55,55,,44,63,61,54,67,54,,48,48,47,47,68,68
178448,44,42,46,67,78,71,100,25,28,47,36,43,100,17,,,,,,,,,,,,,,,,,43,,44,,45,
178527,74,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,69,,50,
178615,69,64,71,100,83,83,100,40,52,71,69,50,65,,58,66,69,64,71,100,83,83,100,40,52,71,69,50,65,,57,57,67,67,73,73
178624,54,52,56,0,55,55,,29,37,58,37,83,50,26,42,52,54,51,56,0,55,55,,29,37,58,35,83,50,26,43,43,59,58,63,63
178679,64,70,56,50,100,100,,,83,62,80,50,67,20,40,54,58,68,48,50,100,100,,,67,58,80,50,33,20,60,54,50,36,74,73
178697,64,61,66,100,33,33,,100,50,63,50,77,100,28,49,63,64,61,66,100,33,33,,100,50,63,50,77,100,28,61,61,,,66,66
178721,38,34,42,33,20,17,25,34,35,41,30,50,55,25,19,33,37,33,40,33,20,17,25,28,34,41,22,50,55,26,35,32,36,36,45,45
178767,14,50,0,,,,,0,100,,,,,,50,50,50,100,0,,,,,0,100,,,,,,17,100,,,0,0
178891,53,54,39,25,100,100,,20,50,62,22,46,100,9,15,23,31,30,33,,,,,0,,50,0,33,,15,44,22,65,100,57,0
179043,75,65,81,63,81,80,100,44,63,80,50,80,0,,67,73,74,65,80,63,81,80,100,44,63,79,50,80,0,,68,68,72,71,79,79
179159,80,75,82,,89,89,100,57,78,81,71,82,68,,72,78,80,75,82,,89,89,100,57,78,81,71,82,68,,73,73,81,81,81,81
179195,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,,,83,
179265,62,63,61,,80,80,,92,80,53,75,50,0,34,60,63,65,68,64,,100,100,,92,80,56,75,50,0,32,67,70,58,63,60,60
179308,21,19,23,0,25,26,0,9,23,29,11,21,15,25,,,,,,,,,,,,,,,,,16,,16,,27,
179326,55,52,58,33,75,100,50,13,45,58,40,70,60,,46,53,53,50,55,33,75,100,50,13,45,56,40,61,60,,41,40,65,66,70,64
179344,41,35,43,0,,,,67,44,41,20,20,57,13,,,,,,,,,,,,,,,,,34,,43,,50,
179511,53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,52,,,,100,
179539,44,39,47,75,38,40,33,12,32,48,52,17,50,13,,,,,,,,,,,,,,,,,39,,37,,51,
179548,43,,43,100,100,100,,31,22,51,50,8,,39,18,21,21,,21,0,0,0,,0,11,31,0,0,,39,35,35,37,4,68,0
179557,58,50,63,100,67,64,100,39,40,60,48,33,74,,41,55,58,50,63,100,67,64,100,39,40,60,48,33,74,,47,47,47,47,88,88
179566,58,54,61,50,62,63,50,42,47,59,57,25,56,24,41,55,58,54,61,50,62,63,50,42,47,59,57,25,56,24,49,49,57,57,64,64
179645,33,35,32,33,33,33,,25,31,33,,39,40,12,,,,,,,,,,,,,,,,,30,,40,,39,
179715,58,54,59,,0,0,,43,57,57,76,25,60,11,,,,,,,,,,,,,,,,,51,,100,,64,
179867,94,94,95,,97,97,100,89,94,95,93,91,94,,85,93,94,94,95,,97,97,100,89,94,95,93,91,94,,92,92,94,94,95,95
179894,64,60,68,100,77,77,,47,61,67,62,68,75,,55,62,64,60,68,100,77,77,,47,61,67,62,68,75,,55,55,67,67,73,73
179946,55,48,68,0,,,,67,40,58,40,,40,,45,55,55,48,68,0,,,,67,40,58,40,,40,,55,55,55,55,57,57
179955,68,68,67,,67,0,100,60,79,68,43,100,33,,56,65,68,68,67,,67,0,100,60,79,68,43,100,33,,64,64,61,61,73,73
179964,47,34,52,,,,,33,17,49,43,60,33,11,43,46,46,34,52,,,,,33,17,49,43,60,33,11,28,26,51,51,57,57
179991,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,67,,0,,75,
180054,62,30,88,62,,,,,,67,,,,,,,,,,,,,,,,,,,,,70,,,,0,
180081,45,55,17,0,,,,0,33,47,,25,,19,,,,,,,,,,,,,,,,,42,,64,,43,
180090,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,87,
180106,69,66,72,100,67,80,0,0,91,72,45,58,67,,56,67,69,66,72,100,67,80,0,0,91,72,45,58,67,,65,65,67,67,72,72
180151,45,48,42,25,0,0,,40,43,49,100,0,40,40,,,,,,,,,,,,,,,,,53,,25,,42,
180160,0,0,0,0,,,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,
180179,30,33,28,10,20,25,0,0,13,34,19,50,33,19,17,30,34,38,32,15,20,25,0,0,13,38,27,100,40,22,25,26,40,44,32,38
180197,29,24,36,0,67,67,,0,0,31,20,29,0,15,,,,,,,,,,,,,,,,,25,,33,,32,
180203,34,47,21,38,,,,,,17,,,,,,,,,,,,,,,,,,,,,11,,,,100,
180212,17,20,14,22,0,0,,,0,8,,,,0,,,,,,,,,,,,,,,,,35,,,,4,
180249,34,30,37,40,0,0,,,29,33,43,100,,15,,,,,,,,,,,,,,,,,35,,17,,39,
180258,28,24,33,100,50,100,0,25,17,26,,50,67,34,21,21,21,19,23,100,50,100,0,13,17,19,,50,33,34,29,24,30,20,20,17
180276,33,40,24,0,0,0,,,0,37,17,100,,14,,,,,,,,,,,,,,,,,25,,44,,41,
180328,11,9,13,13,,,,,,0,,,,2,,,,,,,,,,,,,,,,,19,,,,0,
180373,62,73,52,80,67,,67,0,75,64,100,25,,20,,,,,,,,,,,,,,,,,56,,71,,64,
180416,58,55,66,67,50,50,,0,50,57,,65,75,22,34,55,58,55,66,67,50,50,,0,50,57,,65,75,22,49,49,61,61,62,62
180461,57,52,63,30,44,46,25,33,40,59,47,82,50,24,37,53,57,52,63,32,45,47,25,36,40,59,47,81,48,24,43,43,52,52,63,63
180489,48,42,52,13,69,75,0,7,42,51,51,35,63,,34,45,49,43,54,13,75,86,0,8,42,52,54,30,63,,42,43,46,46,53,53
180522,41,43,37,19,20,0,25,0,44,49,0,0,100,,18,27,30,25,38,7,0,0,0,0,50,42,0,0,,,31,22,59,60,52,39
180595,48,49,48,25,100,100,100,29,57,51,21,50,50,,28,45,48,49,47,25,100,100,100,29,57,51,21,50,50,,38,38,48,46,58,58
180647,28,45,14,25,,,,0,50,41,,0,,1,2,4,5,17,2,4,,,,,,25,,0,,,33,11,40,17,22,0
180692,51,43,57,43,,,,50,54,51,64,0,,20,29,50,54,46,59,33,,,,100,86,52,50,,,27,45,41,54,62,55,61
180814,33,32,34,50,0,0,0,18,20,40,50,25,,16,13,33,33,32,35,50,0,0,0,20,20,40,50,25,,15,92,100,100,100,19,19
180832,47,0,54,,,,,0,,58,0,0,,40,36,36,36,0,44,,,,,0,,50,0,0,,55,50,50,100,100,33,25
180878,70,20,75,,100,100,,0,0,73,0,,,,43,58,63,20,67,,100,100,,0,0,66,0,,,,60,40,0,0,81,81
180902,48,56,38,46,57,67,0,18,50,49,0,,,12,,,,,,,,,,,,,,,,,46,,52,,49,
180948,50,50,51,43,75,50,100,35,42,54,24,,50,27,34,48,50,50,51,43,75,50,100,35,42,54,24,,50,27,53,53,44,44,50,50
180957,83,82,89,,100,100,,60,100,89,71,,,0,,,,,,,,,,,,,,,,,77,,100,,89,
180984,65,59,71,50,100,100,100,55,67,68,67,29,25,,51,63,65,59,71,50,100,100,100,55,67,68,67,29,25,,12,12,76,76,78,78
181002,83,81,85,100,85,86,60,62,76,86,73,75,74,13,74,82,83,81,84,100,84,85,60,62,75,85,70,75,74,13,74,74,79,79,87,86
181020,57,52,64,,40,100,0,36,39,62,40,,75,30,49,57,57,52,64,,40,100,0,36,39,62,40,,75,30,44,44,60,60,68,68
181127,49,43,55,,0,0,,42,43,52,40,,29,,39,47,49,43,55,,0,0,,42,43,52,40,,29,,45,45,46,46,55,55
181190,88,50,89,,100,100,,,79,94,50,,,0,,,,,,,,,,,,,,,,,100,,100,,0,
181215,58,52,62,0,60,60,,38,50,60,69,80,49,23,36,55,57,51,62,0,63,63,,41,50,59,67,75,51,23,54,54,57,55,61,61
181297,60,80,57,,,,,,67,61,100,0,,31,30,49,49,75,45,,,,,,100,48,100,0,,32,43,27,56,47,90,78
181303,29,31,26,0,24,17,67,6,19,35,35,33,,14,,,,,,,,,,,,,,,,,24,,46,,31,
181312,54,54,54,,50,,50,67,50,55,22,,64,14,,,,,,,,,,,,,,,,,48,,100,,57,
181330,42,39,47,0,40,40,,16,38,47,25,49,100,37,36,42,42,39,47,0,40,40,,16,38,47,25,49,100,37,31,31,43,43,57,57
181394,47,44,50,11,52,52,,34,42,49,45,50,66,19,27,44,49,44,53,20,50,50,,34,44,51,42,57,64,16,43,45,42,42,51,53
181419,22,0,50,22,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,
181446,66,62,69,100,63,67,0,22,57,68,77,67,0,25,58,65,66,62,69,100,63,67,0,22,57,68,77,67,0,25,54,54,68,68,76,76
181464,67,63,72,10,73,74,25,44,56,69,60,62,66,20,50,64,67,63,72,10,74,76,25,44,55,69,61,61,66,20,56,55,63,63,73,73
181491,56,58,53,56,57,67,0,8,46,59,44,75,55,13,,,,,,,,,,,,,,,,,52,,49,,60,
181534,38,30,43,0,0,0,,10,12,46,44,0,0,33,23,35,38,30,43,0,0,0,,10,12,46,44,0,0,33,27,27,22,22,58,58
181543,25,0,33,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,33,,,,0,
