UNITID,FTE12MN,UNDUP,E12FT,E12PT,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
161855,45,45,27,18,45,25,0,20,0,0,27,15,0,12,0,0,18,10,0,8,0,0,0,0,100,0,0,0,0,0,0,98,0,0,100,0,0,0,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
161864,1909,5213,916,4297,5213,747,478,2971,1017,0,916,195,88,577,56,0,4297,552,390,2394,961,0,0,2,75,3,0,6,3,4,8,75,0,2,75,3,0,6,3,4,8,75,.,.,.,.,.,.,.,.,.,.,55,39,6,55,39,6,.,.,.
161873,2568,4208,1983,2225,1878,73,368,1366,71,2330,962,65,227,670,0,1021,916,8,141,696,71,1309,0,5,39,8,0,36,5,4,3,62,0,5,46,9,0,28,5,5,3,60,0,6,33,7,0,43,4,3,4,64,50,31,19,58,40,2,44,25,32
162007,5360,6960,5123,1837,5868,977,659,4038,194,1092,4575,946,494,3127,8,548,1293,31,165,911,186,544,0,2,80,4,0,3,4,3,3,62,0,2,82,5,0,2,4,3,1,61,0,2,71,3,0,8,3,3,12,68,18,63,19,15,68,18,37,37,26
162061,627,1077,744,333,373,45,12,303,13,704,279,40,7,232,0,465,94,5,5,71,13,239,0,6,27,6,0,37,2,18,3,22,0,6,26,8,0,35,3,20,2,21,1,6,27,6,0,38,2,16,4,22,68,32,1,31,68,1,87,13,1
162104,1115,2433,580,1853,2433,537,135,1557,204,0,580,248,29,300,3,0,1853,289,106,1257,201,0,0,2,9,6,0,76,5,1,1,65,0,2,9,6,0,76,5,1,1,65,.,.,.,.,.,.,.,.,.,.,37,45,18,37,45,18,.,.,.
162122,3906,8038,2293,5745,8038,1553,615,4505,1365,0,2293,754,197,1293,49,0,5745,799,418,3212,1316,0,0,4,27,8,0,49,7,3,0,63,0,4,27,8,0,49,7,3,0,63,.,.,.,.,.,.,.,.,.,.,40,48,12,40,48,12,.,.,.
162168,976,2364,476,1888,2364,439,113,1128,684,0,476,220,34,209,13,0,1888,219,79,919,671,0,0,2,13,7,0,70,3,4,1,67,0,2,13,7,0,70,3,4,1,67,.,.,.,.,.,.,.,.,.,.,53,24,23,53,24,23,.,.,.
162210,599,919,533,386,798,58,58,558,124,121,511,52,49,401,9,22,287,6,9,157,115,99,0,4,46,18,1,4,2,16,9,68,0,3,45,19,1,5,2,17,7,67,1,7,47,8,0,2,4,7,25,74,9,13,78,7,12,81,23,16,61
162283,1693,2326,1484,842,2006,184,233,1508,81,320,1411,178,171,1059,3,73,595,6,62,449,78,247,0,0,82,2,0,2,2,2,9,77,0,0,83,3,0,2,3,2,6,78,0,0,70,0,0,2,2,1,26,75,11,45,43,10,48,42,19,27,54
162335,44,75,75,0,75,9,0,66,0,0,75,9,0,66,0,0,0,0,0,0,0,0,0,1,63,3,0,31,3,0,0,100,0,1,63,3,0,31,3,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
162371,613,1033,1033,0,1033,652,0,381,0,0,1033,652,0,381,0,0,0,0,0,0,0,0,0,2,72,4,0,15,3,4,0,8,0,2,72,4,0,15,3,4,0,8,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
162557,2943,6913,1753,5160,6913,1148,455,2787,2523,0,1753,689,166,743,155,0,5160,459,289,2044,2368,0,0,5,13,15,0,58,5,0,3,58,0,5,13,15,0,58,5,0,3,58,.,.,.,.,.,.,.,.,.,.,31,24,45,31,24,45,.,.,.
162584,3805,4959,3370,1589,4016,591,422,2587,416,943,3062,587,293,2032,150,308,954,4,129,555,266,635,0,2,24,5,0,55,4,1,8,56,0,1,27,5,0,51,4,1,10,54,0,4,13,3,0,74,3,3,1,63,33,46,21,25,52,23,67,21,12
162609,382,768,322,446,768,188,53,216,311,0,322,173,36,107,6,0,446,15,17,109,305,0,0,1,9,3,0,83,2,1,0,52,0,1,9,3,0,83,2,1,0,52,.,.,.,.,.,.,.,.,.,.,20,53,27,20,53,27,.,.,.
162654,1576,3163,1144,2019,1096,266,23,788,19,2067,1068,266,22,767,13,76,28,0,1,21,6,1991,0,2,13,4,0,38,1,40,1,73,0,5,23,8,0,51,1,9,3,66,0,1,8,2,0,32,1,56,0,77,56,7,38,1,4,95,85,8,7
162690,2144,4871,1379,3492,4871,720,342,2581,1228,0,1379,492,87,699,101,0,3492,228,255,1882,1127,0,0,3,12,9,0,67,5,3,1,65,0,3,12,9,0,67,5,3,1,65,.,.,.,.,.,.,.,.,.,.,24,50,26,24,50,26,.,.,.
162706,2823,6241,1782,4459,6241,1083,398,3290,1470,0,1782,651,138,938,55,0,4459,432,260,2352,1415,0,0,4,17,6,0,65,4,1,1,61,0,4,17,6,0,65,4,1,1,61,.,.,.,.,.,.,.,.,.,.,39,33,28,39,33,28,.,.,.
162760,1569,2375,1386,989,1279,328,121,798,32,1096,1196,327,113,752,4,190,83,1,8,46,28,906,0,4,15,9,0,60,5,2,6,66,0,3,19,12,0,57,6,2,2,64,0,4,11,5,0,64,4,2,10,69,15,32,54,1,21,78,31,44,25
162779,5271,12894,2728,10166,12894,1844,4187,4474,2389,0,2728,770,234,1649,75,0,10166,1074,3953,2825,2314,0,0,13,29,12,0,29,6,6,5,59,0,13,29,12,0,29,6,6,5,59,.,.,.,.,.,.,.,.,.,.,27,29,44,27,29,44,.,.,.
162830,178,236,236,0,236,49,0,187,0,0,236,49,0,187,0,0,0,0,0,0,0,0,1,3,29,8,0,54,4,1,0,95,1,3,29,8,0,54,4,1,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
162928,28828,40251,18644,21607,8853,1421,70,4337,3025,31398,5850,1421,70,4328,31,12794,3003,0,0,9,2994,18604,0,15,8,9,0,39,4,3,22,55,0,25,8,15,0,26,6,3,16,58,0,13,8,7,0,42,3,3,24,54,52,28,19,29,49,22,59,22,19
163028,982,1486,1111,375,1486,833,2,651,0,0,1111,639,2,470,0,0,375,194,0,181,0,0,0,3,45,21,0,18,4,7,0,13,0,3,45,21,0,18,4,7,0,13,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
163046,4810,5657,4389,1268,3876,958,68,2813,37,1781,3820,957,68,2773,22,569,56,1,0,40,15,1212,0,4,12,11,0,68,4,0,2,60,0,3,8,12,0,70,4,0,2,56,0,5,20,7,0,64,3,0,1,69,14,35,50,1,34,65,44,38,18
163204,35137,86865,12827,74038,71616,1438,20285,45066,4827,15249,12680,274,3445,8875,86,147,58936,1164,16840,36191,4741,15102,1,6,28,15,1,34,5,9,2,45,1,5,26,17,1,35,5,9,2,43,0,7,37,9,0,30,4,10,3,53,85,11,4,84,12,4,91,4,5
163259,7195,8094,5528,2566,1207,0,484,656,67,6887,932,0,394,538,0,4596,275,0,90,118,67,2291,0,15,19,8,0,47,4,2,5,74,0,17,27,11,0,34,5,1,5,81,0,14,18,8,0,50,4,2,5,73,26,27,47,25,39,35,26,25,49
163268,11258,15492,11402,4090,12059,2090,1340,8268,361,3433,9566,2070,1076,6415,5,1836,2493,20,264,1853,356,1597,0,19,19,8,0,35,5,2,11,47,0,22,21,9,0,35,5,2,4,46,0,8,13,5,0,32,2,4,36,49,16,75,10,10,82,8,35,48,17
163286,35909,42195,37003,5192,31640,6077,1952,22635,976,10555,28883,6043,1777,20602,461,8120,2757,34,175,2033,515,2435,0,17,11,9,0,43,4,5,10,49,0,20,12,10,0,45,5,4,4,49,0,9,9,5,0,38,3,5,31,49,5,29,66,2,34,63,14,11,75
163295,2022,2505,1748,757,1749,323,73,1352,1,756,1516,322,72,1122,0,232,233,1,1,230,1,524,0,10,11,10,0,38,6,6,19,74,0,11,9,10,0,34,7,6,22,75,0,8,14,9,0,46,5,5,12,72,19,10,71,0,9,91,63,12,25
163338,2332,2752,2060,692,2075,468,129,1327,151,677,1703,454,106,1143,0,357,372,14,23,184,151,320,0,2,48,5,0,13,3,24,3,58,1,1,56,5,0,9,1,24,2,55,0,5,26,4,0,26,8,26,5,67,6,30,63,6,39,55,6,5,89
163347,808,808,808,0,808,256,0,552,0,0,808,256,0,552,0,0,0,0,0,0,0,0,0,1,80,3,0,10,4,1,0,93,0,1,80,3,0,10,4,1,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
163408,68,135,67,68,135,69,0,66,0,0,67,32,0,35,0,0,68,37,0,31,0,0,0,0,36,64,0,1,0,0,0,83,0,0,36,64,0,1,0,0,0,83,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
163426,11098,24225,5292,18933,24225,3409,1676,14141,4999,0,5292,1441,242,2726,883,0,18933,1968,1434,11415,4116,0,0,12,26,25,0,23,4,0,10,55,0,12,26,25,0,23,4,0,10,55,.,.,.,.,.,.,.,.,.,.,11,65,24,11,65,24,.,.,.
163453,7581,9224,7817,1407,7623,2404,457,4723,39,1601,6593,2363,344,3886,0,1224,1030,41,113,837,39,377,0,0,61,4,0,2,2,20,10,61,0,0,62,4,0,1,2,23,6,61,0,1,54,3,0,7,3,6,27,59,7,49,44,5,54,41,20,24,56
163462,2525,2806,2238,568,2176,547,100,1466,63,630,1947,542,75,1325,5,291,229,5,25,141,58,339,0,3,18,12,0,57,5,1,3,49,0,3,21,13,0,52,5,1,3,52,0,4,8,7,0,71,4,1,5,41,10,61,29,4,70,26,33,29,39
163532,432,595,579,16,373,38,101,234,0,222,373,38,101,234,0,206,0,0,0,0,0,16,0,0,0,0,0,95,0,0,5,0,0,0,0,0,0,94,0,0,6,0,0,0,0,0,0,98,0,0,2,0,0,0,100,0,0,100,0,0,100
163541,221,442,277,165,442,174,0,268,0,0,277,134,0,143,0,0,165,40,0,125,0,0,0,0,96,3,0,1,0,0,0,65,0,0,96,3,0,1,0,0,0,65,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
163578,1557,2921,1244,1677,1171,92,251,577,251,1750,739,90,203,434,12,505,432,2,48,143,239,1245,0,6,24,8,0,46,4,11,1,85,0,8,28,11,0,38,4,11,1,96,0,5,22,7,0,52,4,11,1,78,48,35,17,21,45,34,66,28,6
163657,6200,14778,3516,11262,14778,2246,1044,7670,3818,0,3516,932,332,1825,427,0,11262,1314,712,5845,3391,0,0,4,65,16,0,4,4,5,2,65,0,4,65,16,0,4,4,5,2,65,.,.,.,.,.,.,.,.,.,.,56,34,10,56,34,10,.,.,.
163815,58,67,26,41,67,34,0,33,0,0,26,12,0,14,0,0,41,22,0,19,0,0,0,1,37,16,0,42,0,3,0,96,0,1,37,16,0,42,0,3,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
163851,7038,8133,6972,1161,7137,1272,730,4768,367,996,6397,1269,679,4430,19,575,740,3,51,338,348,421,1,4,13,6,0,69,3,3,1,58,1,4,13,6,0,69,3,3,1,56,0,2,14,3,0,73,3,3,1,78,7,56,37,2,59,39,42,36,22
163912,1604,1629,1523,106,1604,384,102,1093,25,25,1499,384,98,1015,2,24,105,0,4,78,23,1,0,4,11,9,0,68,5,2,0,58,0,4,11,9,0,68,5,2,0,58,0,4,0,4,0,76,4,12,0,76,0,34,65,0,35,65,0,0,100
163976,583,610,555,55,479,142,5,332,0,131,475,142,5,328,0,80,4,0,0,4,0,51,0,4,2,6,0,64,6,3,14,44,0,5,3,6,0,64,6,1,15,47,0,1,1,8,1,65,5,11,8,31,9,5,86,0,0,100,40,24,35
164076,18208,23202,17410,5792,19679,2646,2753,13953,327,3523,16350,2619,2334,11373,24,1060,3329,27,419,2580,303,2463,0,6,26,9,0,49,5,3,2,62,0,7,29,10,0,47,5,1,1,59,0,4,13,4,0,59,3,13,4,76,12,29,60,6,32,62,43,11,46
164085,543,1208,176,1032,0,0,0,0,0,1208,0,0,0,0,0,176,0,0,0,0,0,1032,1,4,17,3,0,46,3,4,22,91,.,.,.,.,.,.,.,.,.,.,1,4,17,3,0,46,3,4,22,91,63,21,16,.,.,.,63,21,16
164155,4509,4670,4670,0,4670,1154,0,3516,0,0,4670,1154,0,3516,0,0,0,0,0,0,0,0,0,8,7,13,0,60,10,1,1,29,0,8,7,13,0,60,10,1,1,29,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
164173,3061,4097,2816,1281,3313,631,402,2268,12,784,2716,630,261,1825,0,100,597,1,141,443,12,684,0,3,27,8,0,52,5,3,1,67,0,4,27,9,0,51,6,2,1,64,0,2,27,6,0,55,5,5,0,79,32,39,29,17,48,35,98,0,2
164216,1042,1052,1037,15,1052,263,23,744,22,0,1037,263,23,737,14,0,15,0,0,7,8,0,1,3,9,8,0,67,0,8,4,57,1,3,9,8,0,67,0,8,4,57,.,.,.,.,.,.,.,.,.,.,0,4,95,0,4,95,.,.,.
164270,2517,3625,2556,1069,1832,506,68,1210,48,1793,1771,506,67,1194,4,785,61,0,1,16,44,1008,0,3,17,7,0,59,3,7,4,67,0,3,24,9,0,55,4,3,2,57,0,4,11,5,0,62,1,11,6,78,32,39,29,0,53,47,65,25,11
164313,1369,3353,631,2722,3353,587,330,1767,669,0,631,243,84,295,9,0,2722,344,246,1472,660,0,0,3,26,6,0,58,5,2,1,68,0,3,26,6,0,58,5,2,1,68,.,.,.,.,.,.,.,.,.,.,25,43,32,25,43,32,.,.,.
164368,2507,2629,2287,342,743,233,17,493,0,1886,743,233,17,493,0,1544,0,0,0,0,0,342,0,1,1,3,0,1,0,5,89,42,0,1,1,5,0,1,0,7,84,38,0,1,1,1,0,1,0,5,91,44,8,64,28,0,0,100,11,89,0
164447,2214,2452,2208,244,1341,342,75,897,27,1111,1236,340,67,829,0,972,105,2,8,68,27,139,0,2,18,16,1,51,5,5,3,66,1,2,24,22,1,36,6,5,4,58,0,2,11,8,0,69,4,5,2,74,26,4,70,2,0,98,55,10,36
164465,2141,2041,2041,0,2041,514,22,1496,9,0,2041,514,22,1496,9,0,0,0,0,0,0,0,0,15,10,15,0,39,7,2,11,52,0,15,10,15,0,39,7,2,11,52,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
164492,1340,1842,1123,719,1280,199,105,889,87,562,965,198,96,665,6,158,315,1,9,224,81,404,0,1,10,8,0,63,2,12,4,39,0,1,12,9,0,60,2,10,5,43,1,1,6,4,0,71,0,16,1,30,23,0,77,14,0,86,42,0,58
164535,50,50,50,0,50,19,0,31,0,0,50,19,0,31,0,0,0,0,0,0,0,0,0,2,38,20,0,32,8,0,0,84,0,2,38,20,0,32,8,0,0,84,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
164562,2366,2446,2090,356,1974,420,75,1448,31,472,1899,420,75,1404,0,191,75,0,0,44,31,281,0,2,6,9,0,75,3,3,1,59,0,3,6,10,0,74,3,4,1,56,0,2,6,8,0,81,1,1,1,74,7,32,61,1,26,73,32,56,12
164580,3840,4256,3437,819,2875,742,65,1955,113,1381,2765,741,65,1922,37,672,110,1,0,33,76,709,0,10,4,11,0,34,2,8,31,43,0,12,4,14,0,31,2,8,29,43,0,7,4,4,0,38,2,10,35,43,7,54,39,1,59,40,19,43,38
164599,25,70,0,70,70,27,0,43,0,0,0,0,0,0,0,0,70,27,0,43,0,0,0,6,6,11,0,76,1,0,0,83,0,6,6,11,0,76,1,0,0,83,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
164614,36,48,36,12,48,5,3,35,5,0,36,5,3,28,0,0,12,0,0,7,5,0,0,2,4,10,0,83,0,0,0,33,0,2,4,10,0,83,0,0,0,33,.,.,.,.,.,.,.,.,.,.,0,2,98,0,2,98,.,.,.
164632,2668,3896,1757,2139,1832,119,473,1088,152,2064,971,119,152,698,2,786,861,0,321,390,150,1278,0,3,10,14,0,52,2,19,1,93,0,3,12,20,0,44,2,18,1,98,0,3,8,9,0,59,1,19,1,88,77,18,4,68,22,10,86,14,0
164641,397,515,350,165,515,64,96,350,5,0,350,53,83,214,0,0,165,11,13,136,5,0,0,4,22,15,0,51,2,3,1,64,0,4,22,15,0,51,2,3,1,64,.,.,.,.,.,.,.,.,.,.,17,65,18,17,65,18,.,.,.
164739,5312,5458,4600,858,4163,1047,129,2889,98,1295,4067,1047,129,2793,98,533,96,0,0,96,0,762,0,10,4,9,0,54,3,3,18,42,0,9,4,10,0,56,3,2,16,39,0,12,5,5,0,49,2,4,24,52,2,20,77,0,4,96,10,72,17
164748,7927,9314,6827,2487,8387,2085,741,5486,75,927,6086,1808,497,3778,3,741,2301,277,244,1708,72,186,0,5,7,12,0,42,5,2,27,42,0,5,7,12,0,42,5,2,26,42,0,4,8,10,0,43,3,2,30,45,30,32,37,28,33,38,46,24,30
164775,772,1953,463,1490,1953,350,149,1001,453,0,463,166,43,234,20,0,1490,184,106,767,433,0,0,2,9,10,0,69,3,6,0,65,0,2,9,10,0,69,3,6,0,65,.,.,.,.,.,.,.,.,.,.,38,34,27,38,34,27,.,.,.
164845,76,146,120,26,146,67,0,79,0,0,120,59,0,61,0,0,26,8,0,18,0,0,0,1,42,21,0,8,1,27,0,95,0,1,42,21,0,8,1,27,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
164872,697,923,654,269,408,21,44,177,166,515,243,21,44,165,13,411,165,0,0,12,153,104,0,6,5,11,0,39,4,13,23,58,0,6,6,13,0,39,5,17,13,56,0,5,5,9,0,38,4,9,30,59,41,50,9,37,53,10,43,49,8
164915,99,184,60,124,0,0,0,0,0,184,0,0,0,0,0,60,0,0,0,0,0,124,0,10,6,5,0,32,0,40,7,62,.,.,.,.,.,.,.,.,.,.,0,10,6,5,0,32,0,40,7,62,33,42,24,.,.,.,33,42,24
164924,14398,16849,14080,2769,10326,2516,132,7357,321,6523,9964,2516,98,7196,154,4116,362,0,34,161,167,2407,0,9,5,9,0,57,3,6,12,55,0,11,5,11,0,57,4,4,9,53,0,7,5,5,0,56,2,9,16,57,7,50,42,2,58,39,15,37,47
164988,37234,43952,31330,12622,22062,4789,924,13449,2900,21890,18790,4783,900,12611,496,12540,3272,6,24,838,2404,9350,0,14,4,9,0,36,3,7,27,57,0,18,4,10,0,33,4,7,23,58,0,10,5,8,0,39,2,6,31,57,13,9,78,1,5,94,25,13,62
165015,6645,6026,5507,519,3771,1017,45,2658,51,2255,3727,1017,45,2658,7,1780,44,0,0,0,44,475,0,14,6,7,0,42,2,4,25,58,0,17,6,8,0,43,2,4,20,59,0,8,6,6,0,40,1,5,33,56,7,61,32,1,71,29,17,45,38
165024,8586,11696,7504,4192,9500,1485,1120,6309,586,2196,6939,1378,810,4712,39,565,2561,107,310,1597,547,1631,0,2,11,8,0,72,5,1,1,62,0,2,12,8,0,70,5,1,0,59,0,2,6,4,0,82,3,2,1,76,13,34,53,11,38,51,25,15,61
165033,3573,8201,3589,4612,8201,557,236,5652,1756,0,3589,202,57,3165,165,0,4612,355,179,2487,1591,0,1,3,12,8,0,63,4,10,0,67,1,3,12,8,0,63,4,10,0,67,.,.,.,.,.,.,.,.,.,.,69,26,5,69,26,5,.,.,.
165060,119,226,190,36,226,6,0,220,0,0,190,5,0,185,0,0,36,1,0,35,0,0,0,1,17,7,0,65,4,6,0,90,0,1,17,7,0,65,4,6,0,90,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165112,5690,13498,2969,10529,13498,2172,1082,7005,3239,0,2969,874,326,1686,83,0,10529,1298,756,5319,3156,0,0,10,21,27,0,17,4,16,4,61,0,10,21,27,0,17,4,16,4,61,.,.,.,.,.,.,.,.,.,.,79,14,7,79,14,7,.,.,.
165167,1631,3690,726,2964,1550,25,225,791,509,2140,202,8,36,158,0,524,1348,17,189,633,509,1616,0,3,20,32,0,35,2,3,4,76,0,5,27,28,0,31,2,4,3,75,0,2,15,35,0,38,2,2,5,77,34,22,43,63,15,22,14,27,59
165194,1526,3828,959,2869,3828,609,323,1743,1153,0,959,320,110,494,35,0,2869,289,213,1249,1118,0,0,2,8,10,0,65,4,9,0,64,0,2,8,10,0,65,4,9,0,64,.,.,.,.,.,.,.,.,.,.,56,31,13,56,31,13,.,.,.
165255,145,245,144,101,245,109,0,136,0,0,144,71,0,73,0,0,101,38,0,63,0,0,0,4,3,30,0,57,1,4,0,98,0,4,3,30,0,57,1,4,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165264,847,1729,102,1627,1729,12,920,767,30,0,102,5,54,43,0,0,1627,7,866,724,30,0,0,3,36,12,0,31,3,12,1,92,0,3,36,12,0,31,3,12,1,92,.,.,.,.,.,.,.,.,.,.,39,14,46,39,14,46,.,.,.
165334,3091,3842,3388,454,2417,511,245,1604,57,1425,2321,510,244,1560,7,1067,96,1,1,44,50,358,0,5,4,7,0,48,3,6,27,55,0,7,5,10,0,60,3,8,8,58,0,2,3,4,0,27,1,2,60,49,6,31,63,1,16,82,15,55,30
165495,23,18,18,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,0,0,94,0,0,0,72,.,.,.,.,.,.,.,.,.,.,0,6,0,0,0,94,0,0,0,72,0,0,100,.,.,.,0,0,100
165529,2121,2609,2062,547,2352,544,195,1548,65,257,1972,538,154,1263,17,90,380,6,41,285,48,167,0,2,13,7,0,65,3,8,2,61,0,3,13,8,0,63,3,8,2,60,0,1,7,2,0,84,2,4,1,62,16,29,55,16,28,55,16,33,51
165556,406,775,618,157,775,393,0,382,0,0,618,341,0,277,0,0,157,52,0,105,0,0,0,1,14,15,0,4,1,66,0,89,0,1,14,15,0,4,1,66,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165574,1180,1370,1146,224,1370,341,71,886,72,0,1146,325,58,763,0,0,224,16,13,123,72,0,0,2,13,9,0,58,4,10,3,49,0,2,13,9,0,58,4,10,3,49,.,.,.,.,.,.,.,.,.,.,7,40,54,7,40,54,.,.,.
165608,45,60,42,18,60,21,0,39,0,0,42,14,0,28,0,0,18,7,0,11,0,0,0,3,5,18,0,67,7,0,0,92,0,3,5,18,0,67,7,0,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165635,315,332,332,0,332,128,0,204,0,0,332,128,0,204,0,0,0,0,0,0,0,0,1,3,25,24,0,44,3,0,0,6,1,3,25,24,0,44,3,0,0,6,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165644,575,736,562,174,531,102,38,389,2,205,472,102,28,342,0,90,59,0,10,47,2,115,0,2,16,16,0,50,3,2,11,53,0,3,17,21,0,42,3,0,13,48,0,1,12,4,0,68,2,6,5,68,11,43,45,7,58,36,23,6,71
165662,6082,6368,5647,721,4323,1112,228,2948,35,2045,4230,1111,225,2878,16,1417,93,1,3,70,19,628,0,5,6,15,0,55,4,3,13,72,0,5,5,12,0,56,4,2,16,64,0,5,8,20,0,53,4,4,5,88,10,35,54,0,25,75,32,57,11
165671,1977,2121,1808,313,2005,457,73,1324,151,116,1792,457,70,1263,2,16,213,0,3,61,149,100,0,5,6,10,0,62,3,13,1,77,0,5,6,11,0,63,3,11,1,77,0,4,6,4,0,40,1,45,0,82,8,14,79,3,14,83,90,10,0
165699,4170,4851,3572,1279,3361,808,116,2242,195,1490,3056,806,101,2127,22,516,305,2,15,115,173,974,0,2,2,6,0,77,2,9,1,68,0,2,1,5,0,79,2,9,1,63,0,4,4,7,0,74,1,9,1,78,27,37,36,4,46,50,80,16,5
165750,53,125,125,0,125,77,0,48,0,0,125,77,0,48,0,0,0,0,0,0,0,0,0,3,10,17,0,65,2,3,0,61,0,3,10,17,0,65,2,3,0,61,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
165802,1181,2390,932,1458,2212,219,209,967,817,178,866,195,105,565,1,66,1346,24,104,402,816,112,0,1,9,9,0,15,1,59,6,75,0,1,9,9,0,15,1,59,6,75,0,1,8,7,1,22,1,53,8,69,65,13,22,67,13,20,43,11,47
165820,4998,10164,4190,5974,4134,587,446,2570,531,6030,2795,574,245,1960,16,1395,1339,13,201,610,515,4635,0,3,8,9,0,70,1,5,3,65,0,3,12,14,0,64,2,4,1,54,0,3,6,6,0,75,1,6,4,73,46,35,18,22,61,16,63,18,20
165866,4033,6667,3126,3541,3863,607,334,2389,533,2804,2928,601,263,2026,38,198,935,6,71,363,495,2606,0,6,10,14,0,62,3,5,1,66,0,6,14,19,0,54,4,3,1,56,0,6,4,8,1,73,1,7,0,80,48,36,16,22,54,25,84,12,4
165884,601,946,548,398,946,375,89,305,177,0,548,296,61,174,17,0,398,79,28,131,160,0,1,7,32,20,0,20,5,15,0,18,1,7,32,20,0,20,5,15,0,18,.,.,.,.,.,.,.,.,.,.,41,58,2,41,58,2,.,.,.
165936,1670,2233,1528,705,1493,326,78,1002,87,740,1312,311,65,915,21,216,181,15,13,87,66,524,0,3,5,10,0,66,2,6,8,66,0,4,6,12,0,61,3,5,9,61,0,2,3,6,0,75,1,6,7,76,23,35,42,4,44,52,61,17,23
165945,738,1856,159,1697,0,0,0,0,0,1856,0,0,0,0,0,159,0,0,0,0,0,1697,0,11,13,9,0,39,0,23,5,37,.,.,.,.,.,.,.,.,.,.,0,11,13,9,0,39,0,23,5,37,12,28,60,.,.,.,12,28,60
165981,773,2042,391,1651,2042,233,186,887,736,0,391,76,46,213,56,0,1651,157,140,674,680,0,0,4,5,11,0,71,4,5,0,64,0,4,5,11,0,71,4,5,0,64,.,.,.,.,.,.,.,.,.,.,50,28,22,50,28,22,.,.,.
166018,459,500,500,0,500,138,58,296,8,0,500,138,58,296,8,0,0,0,0,0,0,0,0,3,8,12,0,58,7,5,7,61,0,3,8,12,0,58,7,5,7,61,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
166027,27869,39374,21811,17563,13240,1949,14,6241,5036,26134,7684,1949,14,5558,163,14127,5556,0,0,683,4873,12007,0,12,6,9,0,31,4,13,25,53,0,16,7,10,0,28,6,16,17,52,0,11,5,8,0,33,3,11,28,54,46,4,50,45,1,55,47,6,48
166045,108,134,102,32,30,0,0,0,30,104,30,0,0,0,30,72,0,0,0,0,0,32,0,0,0,3,0,94,0,0,3,59,0,0,0,7,0,93,0,0,0,57,0,0,0,2,0,94,0,0,4,60,19,0,81,0,0,100,24,0,76
166054,127,136,115,21,40,3,8,27,2,96,40,3,8,27,2,75,0,0,0,0,0,21,0,2,4,2,0,76,0,13,2,23,0,5,8,5,0,63,0,15,5,30,0,1,2,1,0,82,0,13,1,20,0,0,100,0,0,100,0,0,100
166124,3171,3323,3205,118,3323,841,44,2320,118,0,3205,841,44,2320,0,0,118,0,0,0,118,0,0,4,4,10,0,69,3,6,3,55,0,4,4,10,0,69,3,6,3,55,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
