UNITID,FTE12MN,UNDUP,E12FT,E12PT,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
191597,423,750,378,372,750,1,276,473,0,0,378,0,132,246,0,0,372,1,144,227,0,0,1,6,69,11,0,13,0,0,0,87,1,6,69,11,0,13,0,0,0,87,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
191612,1413,2769,1285,1484,2769,502,198,892,1177,0,1285,458,158,573,96,0,1484,44,40,319,1081,0,1,2,11,6,0,72,1,4,2,61,1,2,11,6,0,72,1,4,2,61,.,.,.,.,.,.,.,.,.,.,33,20,48,33,20,48,.,.,.
191621,1025,2734,838,1896,2629,158,95,531,1845,105,740,156,85,491,8,98,1889,2,10,40,1837,7,0,0,2,2,0,21,2,72,0,62,0,0,2,2,0,19,1,75,0,61,2,1,4,4,0,76,7,7,0,70,74,0,26,73,0,27,100,0,0
191630,1626,1715,1689,26,1691,370,27,1275,19,24,1665,370,27,1253,15,24,26,0,0,22,4,0,0,3,7,9,0,66,3,4,7,51,0,3,7,9,0,66,4,4,7,52,0,0,17,0,0,71,0,13,0,46,0,0,100,0,0,100,0,0,100
191649,9807,11132,9097,2035,6430,1676,361,4261,132,4702,5932,1670,306,3931,25,3165,498,6,55,330,107,1537,0,12,9,13,0,52,3,5,5,60,0,12,9,15,0,52,4,3,5,56,0,11,9,11,0,53,2,7,6,65,6,18,76,2,19,79,12,16,73
191676,870,1011,853,158,961,218,62,629,52,50,834,216,56,561,1,19,127,2,6,68,51,31,0,2,8,1,0,72,5,7,4,62,1,2,8,1,0,71,5,7,5,62,0,0,4,0,0,78,12,4,2,56,14,45,41,13,45,42,32,50,18
191719,6080,13433,4883,8550,13433,1913,818,4650,6052,0,4883,1636,597,2391,259,0,8550,277,221,2259,5793,0,0,8,10,7,0,66,3,4,0,53,0,8,10,7,0,66,3,4,0,53,.,.,.,.,.,.,.,.,.,.,22,35,43,22,35,43,.,.,.
191728,892,1551,1055,496,1551,863,0,688,0,0,1055,611,0,444,0,0,496,252,0,244,0,0,0,3,20,29,0,38,6,4,0,80,0,3,20,29,0,38,6,4,0,80,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
191931,3335,4105,3109,996,3358,708,308,1803,539,747,2688,707,303,1677,1,421,670,1,5,126,538,326,0,3,10,23,0,52,2,6,3,54,0,3,10,25,0,51,2,6,3,52,0,4,12,16,0,54,2,6,5,63,5,46,49,3,45,53,13,53,33
191940,334,273,273,0,273,143,0,130,0,0,273,143,0,130,0,0,0,0,0,0,0,0,0,1,54,10,0,31,5,0,0,89,0,1,54,10,0,31,5,0,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
191959,66,68,68,0,68,33,0,33,2,0,68,33,0,33,2,0,0,0,0,0,0,0,1,1,9,31,1,41,7,7,0,25,1,1,9,31,1,41,7,7,0,25,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
191968,5434,5679,5258,421,5050,1180,106,3682,82,629,4815,1178,106,3525,6,443,235,2,0,157,76,186,0,4,5,10,0,72,4,2,2,57,0,4,6,11,0,71,4,2,2,55,0,5,3,6,0,79,2,2,2,72,2,26,72,2,25,73,4,32,63
191986,2042,4673,1608,3065,4673,646,200,1157,2670,0,1608,584,161,700,163,0,3065,62,39,457,2507,0,2,1,3,7,0,79,3,3,2,59,2,1,3,7,0,79,3,3,2,59,.,.,.,.,.,.,.,.,.,.,17,27,55,17,27,55,.,.,.
192004,279,384,381,3,384,101,32,251,0,0,381,101,32,248,0,0,3,0,0,3,0,0,6,0,3,14,1,65,11,0,0,75,6,0,3,14,1,65,11,0,0,75,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192022,1531,3274,1362,1912,3274,639,219,1349,1067,0,1362,530,113,695,24,0,1912,109,106,654,1043,0,1,2,8,8,0,70,3,6,0,64,1,2,8,8,0,70,3,6,0,64,.,.,.,.,.,.,.,.,.,.,25,40,35,25,40,35,.,.,.
192040,339,352,244,108,145,44,2,99,0,207,145,44,2,99,0,99,0,0,0,0,0,108,0,1,0,3,0,82,0,11,3,53,1,1,0,5,0,85,0,8,1,57,0,1,0,2,0,80,0,13,3,50,8,11,81,0,2,98,14,16,70
192110,1099,1037,854,183,652,110,10,372,160,385,492,110,10,372,0,362,160,0,0,0,160,23,0,12,6,6,0,32,6,13,26,46,0,11,6,6,0,29,6,19,23,46,0,14,4,6,0,38,5,1,32,48,0,10,90,0,17,83,0,0,100
192165,186,186,186,0,186,52,0,134,0,0,186,52,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192192,1221,1403,1130,273,1180,232,150,795,3,223,1043,231,102,710,0,87,137,1,48,85,3,136,0,1,6,5,0,79,3,5,0,77,0,1,6,5,0,79,3,5,0,74,0,3,5,5,0,79,3,4,0,88,15,56,29,13,64,23,26,15,60
192271,1419,1824,1277,547,1412,226,180,1003,3,412,1073,213,154,705,1,204,339,13,26,298,2,208,1,7,22,18,0,38,0,3,11,90,1,7,21,20,1,40,0,3,7,89,1,5,24,12,0,31,0,3,23,93,36,58,7,28,63,8,60,38,2
192323,3186,3711,2780,931,2961,623,210,1916,212,750,2368,621,157,1585,5,412,593,2,53,331,207,338,0,4,7,7,0,75,3,3,2,65,0,4,7,8,0,73,3,3,2,63,0,4,4,3,0,81,1,4,2,74,4,27,69,3,25,72,6,33,60
192448,10334,16631,8264,8367,11686,1233,924,3983,5546,4945,5575,1224,758,3525,68,2689,6111,9,166,458,5478,2256,0,11,11,14,0,45,2,13,4,67,0,11,9,14,0,47,2,14,2,62,0,11,14,14,0,41,2,11,8,78,3,1,96,0,0,100,11,4,85
192484,113,238,132,106,238,126,0,112,0,0,132,67,0,65,0,0,106,59,0,47,0,0,0,3,55,27,1,7,1,3,3,99,0,3,55,27,1,7,1,3,3,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192509,1293,1719,1571,148,1719,609,81,955,74,0,1571,608,32,918,13,0,148,1,49,37,61,0,0,53,10,30,0,4,1,0,2,84,0,53,10,30,0,4,1,0,2,84,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192624,202,290,290,0,290,34,14,154,88,0,290,34,14,154,88,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,99,0,0,1,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192688,855,852,670,182,852,138,326,388,0,0,670,128,293,249,0,0,182,10,33,139,0,0,0,7,47,38,0,6,0,2,0,84,0,7,47,38,0,6,0,2,0,84,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192703,3439,3915,3599,316,3292,795,184,2313,0,623,3118,780,172,2166,0,481,174,15,12,147,0,142,0,4,7,25,0,47,3,9,4,44,0,4,6,26,0,49,3,9,4,43,0,5,9,24,0,39,2,14,7,53,1,16,83,0,15,85,4,24,72
192712,1207,1080,1047,33,522,121,12,359,30,558,489,121,12,354,2,558,33,0,0,5,28,0,1,6,4,7,0,29,2,3,48,52,1,6,6,10,0,38,3,5,32,50,1,6,2,5,0,20,2,1,63,54,0,40,60,0,71,29,0,11,89
192749,2174,2881,1746,1135,1430,232,155,985,58,1451,1325,232,149,940,4,421,105,0,6,45,54,1030,0,2,8,21,0,55,2,11,2,65,0,3,10,28,0,49,2,5,3,61,0,1,6,14,0,61,1,16,1,69,15,53,32,1,52,47,28,55,17
192785,531,978,212,766,938,34,266,577,61,40,172,16,51,105,0,40,766,18,215,472,61,0,0,3,9,5,0,36,2,41,4,88,0,3,9,5,0,34,2,42,4,87,0,3,8,0,0,80,3,8,0,93,12,64,24,12,66,21,0,8,93
192800,22,23,23,0,23,3,0,20,0,0,23,3,0,20,0,0,0,0,0,0,0,0,0,13,22,0,0,65,0,0,0,96,0,13,22,0,0,65,0,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192819,5959,7378,5571,1807,6172,1272,191,3830,879,1206,4987,1272,188,3526,1,584,1185,0,3,304,878,622,0,4,4,11,0,65,3,10,4,58,0,3,4,11,0,65,3,11,2,58,0,5,7,9,0,62,2,1,13,59,11,46,43,3,50,47,53,24,23
192864,1567,1889,1656,233,1889,472,142,1197,78,0,1656,458,127,1047,24,0,233,14,15,150,54,0,0,3,11,20,0,52,6,5,2,81,0,3,11,20,0,52,6,5,2,81,.,.,.,.,.,.,.,.,.,.,1,83,16,1,83,16,.,.,.
192925,2137,2535,1757,778,1550,609,74,828,39,985,1228,457,43,726,2,529,322,152,31,102,37,456,2,2,19,3,0,58,0,16,0,76,2,2,23,5,0,62,0,4,0,75,1,3,11,0,0,51,0,34,0,78,25,36,39,30,14,55,17,70,13
192961,71,150,2,148,150,0,50,100,0,0,2,0,0,2,0,0,148,0,50,98,0,0,0,9,22,5,0,57,0,7,0,83,0,9,22,5,0,57,0,7,0,83,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
192970,27,28,28,0,28,0,0,28,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,14,11,11,0,64,0,0,0,75,0,14,11,11,0,64,0,0,0,75,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193016,7084,10501,6750,3751,7417,912,1015,4727,763,3084,5474,875,899,3660,40,1276,1943,37,116,1067,723,1808,0,5,24,39,0,24,2,4,2,73,0,5,25,43,0,18,2,4,2,70,0,7,21,28,0,37,2,2,3,79,31,53,16,21,61,17,56,33,11
193052,600,543,541,2,376,18,115,243,0,167,376,18,115,243,0,165,0,0,0,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100
193061,61,61,61,0,61,11,1,36,13,0,61,11,1,36,13,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,98,0,0,2,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193070,66,84,84,0,62,16,9,37,0,22,62,16,9,37,0,22,0,0,0,0,0,0,0,0,0,21,0,79,0,0,0,0,0,0,0,29,0,71,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100
193201,593,830,698,132,830,190,229,389,22,0,698,167,190,319,22,0,132,23,39,70,0,0,0,1,31,5,0,30,0,32,0,89,0,1,31,5,0,30,0,32,0,89,.,.,.,.,.,.,.,.,.,.,1,87,11,1,87,11,.,.,.
193247,127,146,146,0,125,34,10,81,0,21,125,34,10,81,0,21,0,0,0,0,0,0,0,0,0,0,0,93,0,0,7,0,0,0,0,0,0,93,0,0,7,0,0,0,0,0,0,95,0,0,5,0,0,0,100,0,0,100,0,0,100
193265,105,110,90,20,110,92,0,18,0,0,90,75,0,15,0,0,20,17,0,3,0,0,3,1,8,1,0,86,1,0,0,11,3,1,8,1,0,86,1,0,0,11,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193283,3620,8154,2866,5288,8154,1097,187,2198,4672,0,2866,975,139,1342,410,0,5288,122,48,856,4262,0,0,6,7,8,0,68,3,7,1,51,0,6,7,8,0,68,3,7,1,51,.,.,.,.,.,.,.,.,.,.,20,22,58,20,22,58,.,.,.
193292,4593,9082,3344,5738,6520,546,432,2678,2864,2562,2921,544,303,1954,120,423,3599,2,129,724,2744,2139,0,7,9,17,0,62,2,1,1,71,0,7,8,19,0,60,3,1,1,67,0,6,12,12,0,66,1,1,1,81,12,35,53,4,40,56,33,21,46
193308,8226,10882,4942,5940,9600,1397,1372,6331,500,1282,4529,1013,744,2745,27,413,5071,384,628,3586,473,869,0,3,34,43,0,3,1,0,15,55,0,2,35,47,0,3,2,0,11,54,0,16,24,16,0,3,0,0,41,67,9,31,60,9,31,60,5,33,62
193326,6991,20376,5620,14756,20376,2247,1131,7048,9950,0,5620,1799,662,3042,117,0,14756,448,469,4006,9833,0,0,5,15,11,0,62,4,2,1,50,0,5,15,11,0,62,4,2,1,50,.,.,.,.,.,.,.,.,.,.,31,25,45,31,25,45,.,.,.
193353,1609,2320,1418,902,1814,258,263,1267,26,506,1351,255,157,939,0,67,463,3,106,328,26,439,0,3,10,20,0,54,2,11,0,74,0,2,9,23,0,54,2,10,0,72,0,5,14,11,1,56,2,11,0,81,4,63,33,5,72,24,4,30,66
193380,76,154,0,154,154,34,0,120,0,0,0,0,0,0,0,0,154,34,0,120,0,0,0,7,38,30,0,9,2,14,0,85,0,7,38,30,0,9,2,14,0,85,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193399,3452,3669,2883,786,2757,396,618,1691,52,912,2480,395,596,1485,4,403,277,1,22,206,48,509,0,5,15,25,0,39,2,11,2,80,0,5,16,29,0,35,3,9,3,79,0,3,15,12,0,50,1,17,1,84,9,16,75,7,19,74,17,6,77
193405,1225,1280,1280,0,0,0,0,0,0,1280,0,0,0,0,0,1280,0,0,0,0,0,0,0,22,9,11,0,37,2,6,13,59,.,.,.,.,.,.,.,.,.,.,0,22,9,11,0,37,2,6,13,59,0,1,99,.,.,.,0,1,99
193478,8757,17847,7842,10005,17847,2885,1179,9492,4291,0,7842,2480,864,4197,301,0,10005,405,315,5295,3990,0,0,8,19,29,0,35,2,6,0,54,0,8,19,29,0,35,2,6,0,54,.,.,.,.,.,.,.,.,.,.,56,35,10,56,35,10,.,.,.
193584,2543,2821,2428,393,2124,505,117,1489,13,697,2036,503,113,1417,3,392,88,2,4,72,10,305,0,2,5,6,0,78,3,4,1,75,0,2,5,7,0,79,3,3,1,73,0,3,5,4,0,78,3,5,2,80,2,51,47,1,52,47,8,46,46
193609,84,81,81,0,81,9,0,72,0,0,81,9,0,72,0,0,0,0,0,0,0,0,0,5,5,11,0,48,2,9,20,65,0,5,5,11,0,48,2,9,20,65,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193654,10022,11607,9709,1898,8220,1951,596,5414,259,3387,7124,1910,507,4705,2,2585,1096,41,89,709,257,802,0,9,5,10,0,33,4,4,34,73,0,11,4,11,0,34,5,4,30,76,0,6,7,8,0,32,3,3,42,68,10,59,31,9,62,29,12,53,36
193672,18,26,26,0,26,6,0,20,0,0,26,6,0,20,0,0,0,0,0,0,0,0,0,0,23,0,0,46,31,0,0,8,0,0,23,0,0,46,31,0,0,8,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193751,605,685,513,172,0,0,0,0,0,685,0,0,0,0,0,513,0,0,0,0,0,172,0,5,4,3,0,61,6,4,16,52,.,.,.,.,.,.,.,.,.,.,0,5,4,3,0,61,6,4,16,52,22,33,45,.,.,.,22,33,45
193821,1067,1138,939,199,0,0,0,0,0,1138,0,0,0,0,0,939,0,0,0,0,0,199,0,6,4,12,0,65,3,6,3,62,.,.,.,.,.,.,.,.,.,.,0,6,4,12,0,65,3,6,3,62,0,0,100,.,.,.,0,0,100
193830,1443,1704,1351,353,0,0,0,0,0,1704,0,0,0,0,0,1351,0,0,0,0,0,353,0,19,9,11,0,43,3,9,7,63,.,.,.,.,.,.,.,.,.,.,0,19,9,11,0,43,3,9,7,63,7,60,34,.,.,.,7,60,34
193858,272,507,507,0,507,274,0,233,0,0,507,274,0,233,0,0,0,0,0,0,0,0,0,7,23,61,0,7,1,2,0,93,0,7,23,61,0,7,1,2,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
193894,95,284,208,76,0,0,0,0,0,284,0,0,0,0,0,208,0,0,0,0,0,76,0,6,62,18,0,5,0,8,1,56,.,.,.,.,.,.,.,.,.,.,0,6,62,18,0,5,0,8,1,56,100,0,0,.,.,.,100,0,0
193900,57866,64528,52368,12160,31995,6723,1433,22166,1673,32533,29247,6688,1345,20976,238,23121,2748,35,88,1190,1435,9412,0,15,7,12,0,26,3,5,31,58,0,19,8,17,0,23,4,5,25,59,0,12,5,8,0,30,2,5,37,58,9,54,37,5,59,36,13,48,39
193946,2654,4988,2523,2465,4988,988,406,2140,1454,0,2523,882,271,1282,88,0,2465,106,135,858,1366,0,1,2,9,5,0,75,5,2,1,61,1,2,9,5,0,75,5,2,1,61,.,.,.,.,.,.,.,.,.,.,13,38,48,13,38,48,.,.,.
193973,3667,4326,3496,830,3049,600,118,2178,153,1277,2908,599,115,2076,118,588,141,1,3,102,35,689,0,1,5,4,0,61,2,4,22,65,0,2,6,5,0,62,2,3,21,65,0,1,4,2,0,60,1,5,26,67,19,64,17,6,73,21,50,41,9
193991,45,78,63,15,78,31,0,47,0,0,63,29,0,34,0,0,15,2,0,13,0,0,0,0,13,31,0,23,13,21,0,95,0,0,13,31,0,23,13,21,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194028,881,2001,670,1331,2001,408,137,405,1051,0,670,311,84,195,80,0,1331,97,53,210,971,0,4,1,6,2,1,81,0,5,0,66,4,1,6,2,1,81,0,5,0,66,.,.,.,.,.,.,.,.,.,.,16,25,59,16,25,59,.,.,.
194073,375,384,366,18,0,0,0,0,0,384,0,0,0,0,0,366,0,0,0,0,0,18,0,39,12,9,0,30,3,2,4,51,.,.,.,.,.,.,.,.,.,.,0,39,12,9,0,30,3,2,4,51,0,0,100,.,.,.,0,0,100
194091,6462,7260,6225,1035,3597,976,266,2260,95,3663,3168,893,199,2071,5,3057,429,83,67,189,90,606,0,23,9,14,0,31,3,7,13,47,0,24,11,21,0,23,4,7,8,41,0,23,6,7,0,38,2,6,17,53,4,32,63,2,56,43,7,10,84
194116,446,871,327,544,686,26,181,335,144,185,143,17,36,90,0,184,543,9,145,245,144,1,0,6,4,11,0,49,2,14,13,89,0,6,3,12,0,51,2,18,8,90,1,9,4,8,0,45,1,1,33,86,50,41,8,63,28,8,1,90,9
194161,1425,2298,1350,948,1284,186,200,862,36,1014,935,141,155,633,6,415,349,45,45,229,30,599,0,9,29,31,0,10,2,2,16,56,0,4,30,28,0,7,2,3,25,54,0,14,28,34,0,14,2,2,6,59,35,46,19,26,58,16,45,32,23
194189,126,126,126,0,126,34,0,92,0,0,126,34,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,4,0,0,0,0,0,0,96,0,0,4,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194222,4194,10038,3422,6616,10038,1579,418,3403,4638,0,3422,1329,284,1718,91,0,6616,250,134,1685,4547,0,1,3,11,5,0,43,3,33,1,54,1,3,11,5,0,43,3,33,1,54,.,.,.,.,.,.,.,.,.,.,6,20,74,6,20,74,.,.,.
194240,2875,6445,2263,4182,6445,1159,373,3076,1837,0,2263,893,189,1108,73,0,4182,266,184,1968,1764,0,0,3,12,22,0,46,3,13,0,61,0,3,12,22,0,46,3,13,0,61,.,.,.,.,.,.,.,.,.,.,31,50,19,31,50,19,.,.,.
194259,32,32,32,0,32,11,0,21,0,0,32,11,0,21,0,0,0,0,0,0,0,0,0,0,6,3,0,88,3,0,0,94,0,0,6,3,0,88,3,0,0,94,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194310,12761,15664,10719,4945,9261,2271,1541,4570,879,6403,7866,2245,1344,4217,60,2853,1395,26,197,353,819,3550,0,7,11,16,0,43,4,5,15,65,0,7,10,18,0,43,5,4,13,65,0,7,11,13,0,43,2,6,18,64,17,43,40,7,54,39,31,27,42
194392,712,792,740,52,755,247,57,428,23,37,719,247,55,417,0,21,36,0,2,11,23,16,1,1,4,1,0,76,1,14,1,36,1,1,5,1,0,78,1,12,1,36,0,0,0,0,0,32,0,65,3,41,1,60,39,1,58,41,0,100,0
194435,82,125,125,0,125,35,0,90,0,0,125,35,0,90,0,0,0,0,0,0,0,0,1,1,41,4,0,50,2,1,0,97,1,1,41,4,0,50,2,1,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194499,1368,1380,1357,23,1380,551,168,638,23,0,1357,551,168,638,0,0,23,0,0,0,23,0,0,12,32,33,0,13,10,0,0,80,0,12,32,33,0,13,10,0,0,80,.,.,.,.,.,.,.,.,.,.,10,90,0,10,90,0,.,.,.
194569,143,170,77,93,170,7,61,45,57,0,77,4,48,18,7,0,93,3,13,27,50,0,0,3,9,12,0,61,6,8,1,42,0,3,9,12,0,61,6,8,1,42,.,.,.,.,.,.,.,.,.,.,35,4,61,35,4,61,.,.,.
194578,5294,6815,5290,1525,4790,1141,185,3179,285,2025,3889,1127,176,2555,31,1401,901,14,9,624,254,624,0,13,4,10,0,32,3,3,35,73,0,15,4,11,0,32,3,4,31,72,0,8,5,8,0,32,2,1,45,75,0,0,100,0,0,100,0,0,100
194657,521,610,610,0,399,42,12,125,220,211,399,42,12,125,220,211,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,99,0,0,1,0,0,0,100,0,0,100,0,0,100
194666,478,478,478,0,422,66,30,326,0,56,422,66,30,326,0,56,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100
194693,53,55,55,0,55,27,0,27,1,0,55,27,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,5,0,0,0,0,0,0,95,0,0,5,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194718,56,72,72,0,72,30,0,26,16,0,72,30,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194736,157,157,157,0,157,37,0,120,0,0,157,37,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,2,0,0,0,0,0,0,98,0,0,2,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
194763,736,636,636,0,428,115,0,313,0,208,428,115,0,313,0,208,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,100
194824,7753,8919,8843,76,7573,1326,77,6132,38,1346,7525,1326,77,6121,1,1318,48,0,0,11,37,28,0,16,5,10,0,42,5,4,18,31,0,18,5,11,0,43,5,4,14,31,0,7,3,5,0,39,4,1,40,31,0,0,100,0,0,100,0,0,100
194958,1660,2224,1538,686,1549,210,197,821,321,675,1066,207,140,718,1,472,483,3,57,103,320,203,0,3,13,7,0,70,3,1,2,72,0,3,13,8,0,66,4,2,3,68,0,2,12,5,0,78,1,0,1,82,15,54,31,10,56,33,24,50,26
195003,14026,18925,15680,3245,15515,3387,398,9781,1949,3410,13101,3385,387,9308,21,2579,2414,2,11,473,1928,831,0,9,4,7,0,53,4,11,12,34,0,10,5,8,0,56,4,13,4,33,0,5,2,4,0,38,2,4,44,38,6,62,32,3,66,31,18,45,37
195030,11555,13405,10664,2741,7249,1623,115,4902,609,6156,6462,1623,115,4704,20,4202,787,0,0,198,589,1954,0,10,5,6,0,41,3,5,29,54,0,13,6,8,0,42,3,4,23,53,0,7,4,5,0,40,2,7,35,56,11,30,59,8,25,68,15,37,49
195049,410,273,273,0,0,0,0,0,0,273,0,0,0,0,0,273,0,0,0,0,0,0,0,11,5,9,0,37,2,1,36,45,.,.,.,.,.,.,.,.,.,.,0,11,5,9,0,37,2,1,36,45,0,0,100,.,.,.,0,0,100
195058,3805,7932,3137,4795,7932,1432,266,3631,2603,0,3137,1168,149,1744,76,0,4795,264,117,1887,2527,0,0,5,18,29,0,30,2,14,1,56,0,5,18,29,0,30,2,14,1,56,.,.,.,.,.,.,.,.,.,.,35,40,25,35,40,25,.,.,.
195067,338,606,465,141,606,305,0,301,0,0,465,242,0,223,0,0,141,63,0,78,0,0,0,1,48,29,0,4,4,13,0,92,0,1,48,29,0,4,4,13,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
195128,1898,2567,1668,899,1280,266,174,825,15,1287,1220,265,168,787,0,448,60,1,6,38,15,839,0,5,11,10,0,61,3,9,1,79,0,5,11,11,0,60,4,9,1,73,0,5,10,8,0,63,3,10,1,85,16,39,45,0,40,60,31,38,31
195155,56,222,12,210,0,0,0,0,0,222,0,0,0,0,0,12,0,0,0,0,0,210,0,5,3,14,0,72,1,0,5,32,.,.,.,.,.,.,.,.,.,.,0,5,3,14,0,72,1,0,5,32,41,36,23,.,.,.,41,36,23
195164,2410,2885,2045,840,1863,484,63,1217,99,1022,1742,484,63,1195,0,303,121,0,0,22,99,719,0,3,6,7,0,75,3,2,3,52,0,4,6,6,0,76,3,2,4,46,0,3,8,8,0,75,2,2,2,62,28,35,37,1,47,52,78,13,9
195173,2393,2714,2339,375,2489,426,180,1869,14,225,2181,424,173,1584,0,158,308,2,7,285,14,67,1,4,23,26,1,22,3,4,17,62,1,4,23,28,1,22,3,4,14,64,0,4,15,6,0,16,2,3,54,42,7,93,0,7,93,0,7,93,0
195191,296,410,379,31,410,9,0,401,0,0,379,8,0,371,0,0,31,1,0,30,0,0,0,7,7,2,0,76,3,6,0,87,0,7,7,2,0,76,3,6,0,87,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
195216,2245,2345,2278,67,2307,603,29,1631,44,38,2260,603,29,1624,4,18,47,0,0,7,40,20,0,2,3,6,0,76,2,1,9,54,0,2,3,6,0,76,2,1,9,54,0,0,13,3,0,68,0,0,16,42,0,0,100,0,0,100,0,3,97
195234,2889,4384,2208,2176,2274,311,125,1418,420,2110,1698,310,122,1266,0,510,576,1,3,152,420,1600,0,3,15,6,0,52,13,7,3,70,0,4,14,5,0,52,13,8,4,65,0,3,16,6,0,52,12,7,3,76,3,41,56,1,59,39,5,22,73
195243,1309,2452,1167,1285,2230,253,120,786,1071,222,1078,236,113,712,17,89,1152,17,7,74,1054,133,0,5,11,17,0,57,3,3,4,51,0,5,12,17,0,55,3,3,4,49,0,3,4,14,0,73,1,3,2,66,0,31,69,0,29,71,3,53,44
195289,81,175,9,166,175,2,79,94,0,0,9,0,7,2,0,0,166,2,72,92,0,0,1,6,17,4,0,67,1,4,0,89,1,6,17,4,0,67,1,4,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
195304,1750,1881,1778,103,1632,438,36,1094,64,249,1572,438,36,1039,59,206,60,0,0,55,5,43,0,4,5,9,0,56,5,13,8,79,0,4,5,9,0,56,6,14,7,78,0,8,6,9,0,55,2,6,14,84,2,0,98,2,0,98,3,0,97
