agency,organization_name,organization_state,organization_city,organization_type,likely_higher_ed,match_method,disrupted_award_remaining
cdc,"Interchurch Medical Assistance, Inc.",District Of Columbia,Washington,Other Health Organization,FALSE,unmatched,19265.3500000001
nih,"St. Jude Children's Research Hospital Graduate School of Biomedical Sciences, Llc",Tennessee,Memphis,UNIVERSITY-WIDE,FALSE,unmatched,18828
epa,Mid-America Regional Council Community Services Corporation,Missouri,Kansas City,Not for Profit,FALSE,unmatched,17987.34
epa,"Girls Scouts of Black Diamond Council, Inc.",West Virginia,Charleston,,FALSE,unmatched,16897.86
nsf,Society for Personality and Social Psychology,Virginia,Annandale,Standard Grant,FALSE,unmatched,16543.64
nih,"Butler Hospital (Providence, Ri)",Rhode Island,Providence,Independent Hospitals,FALSE,unmatched,16536.44
nih,Research Institute Nationwide Children's Hosp,Ohio,Columbus,Research Institutes,FALSE,unmatched,16360.32
nih,University of the Virgin Islands,Virgin Islands,St. Thomas,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,16246.74
epa,"Greater Dwight Development Corporation, Inc.",Connecticut,New Haven,Not for Profit,FALSE,unmatched,16021.24
nsf,CSUB Auxiliary for Sponsored Programs Administration,California,Bakersfield,Standard Grant,FALSE,unmatched,15202.26
nih,University of North Carolina Greensboro,North Carolina,Greensboro,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,14165.01
nih,Utah State Higher Education System--University of Utah,Utah,Salt Lake City,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,13695.58
nsf,National Postdoctoral Association,Maryland,North Potomac,Standard Grant,FALSE,unmatched,13519.06
nih,Utah State Higher Education System--University of Utah,Utah,Salt Lake City,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,12903.32
nsf,Northwest Indian College,Washington,Bellingham,Standard Grant,TRUE,manual_include_unmatched,12668.37
epa,Kapal Foundation Inc,Illinois,East Saint Louis,,FALSE,unmatched,12022.87
epa,"Health Resources in Action, Inc.",Massachusetts,Boston,Not for Profit,FALSE,unmatched,11870.16
epa,"Energy Coordinating Agency of Philadelphia, Inc.",Pennsylvania,Philadelphia,Not for Profit,FALSE,unmatched,9714.04000000001
nsf,Ecological Society of America,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,8684.24000000001
nih,Cleveland Clinic Lerner Com-Cwru,Ohio,Cleveland,SCHOOLS OF MEDICINE,FALSE,unmatched,7823.38
nih,New York Medical College,New York,Valhalla,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,7680.83000000002
epa,Metro Community Ministries Inc,Georgia,Atlanta,Not for Profit,FALSE,unmatched,7644.59
epa,"Greater Baybrook Alliance, Inc",Maryland,Brooklyn,Not for Profit,FALSE,unmatched,7169.09
cdc,County of Alameda Public Health Department,California,San Leandro,Other Health Organization,FALSE,unmatched,7069.37999999989
epa,University of Maryland Es,Maryland,Princess Anne,State Institution of Higher Learning,TRUE,manual_include_unmatched,6642.13
nih,Mayo Clinic Jacksonville,Florida,Jacksonville,Other Domestic Non-Profits,FALSE,unmatched,6564.86
nih,Henry Ford Health + Michigan State University Health Sciences,Michigan,East Lansing,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,6559.88
nih,Ponce School of Medicine,Puerto Rico,Ponce,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,6427.32999999984
epa,Chickasaw Nation,Oklahoma,Ada,Indian Tribe,FALSE,unmatched,6204.52
nih,Columbia University New York Morningside,New York,New York,GRADUATE SCHOOLS,FALSE,unmatched,6200.28999999999
epa,"Silent Spring Institute, Inc.",Massachusetts,Newtonville,Not for Profit,FALSE,unmatched,6000
epa,Association of Environmental and Resource Economists,Florida,Altamonte Springs,Not for Profit,FALSE,unmatched,5275
nih,Genetobe Inc.,Michigan,Ann Arbor,Domestic For-Profits,FALSE,unmatched,4933.5
epa,Centro Para La Reconstruccion Del Habitat Inc,Puerto Rico,Caguas,Not for Profit,FALSE,unmatched,4706.16
nsf,Eureka Scientific Inc,California,Oakland,Standard Grant,FALSE,unmatched,3682.76000000001
epa,University of Central Florida,Florida,Orlando,State Institution of Higher Learning,TRUE,manual_include_unmatched,3522.58
nih,"University of California, San Francisco",California,San Francisco,ORGANIZED RESEARCH UNITS,TRUE,manual_include_unmatched,3409.42
nih,University of New Mexico Health Sciences Center,New Mexico,Albuquerque,UNIVERSITY-WIDE,TRUE,manual_include_unmatched,3380.39
nih,Harvard Medical School,Massachusetts,Boston,SCHOOLS OF MEDICINE,FALSE,unmatched,2623.96
nih,Texas A&M University Health Science Center,Texas,College Station,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,2424.57
epa,New England Vegetable Growers Association Incorporated,Massachusetts,Essex,Not for Profit,FALSE,unmatched,2036.82
nih,Gordon Research Conferences,Rhode Island,East Greenwich,Domestic For-Profits,FALSE,unmatched,2021.73913043478
nsf,City College of San Francisco,California,San Francisco,Standard Grant,TRUE,manual_include_unmatched,1770.39000000001
nih,University of Miami Coral Gables,Florida,Coral Gables,SCHOOLS OF NURSING,TRUE,manual_include_unmatched,1687
epa,Pleasant Point Indian Reservation,Maine,Perry,Indian Tribe,FALSE,unmatched,1257.58
epa,Al Department Environmental Management,Alabama,Montgomery,State,FALSE,unmatched,1149.67000000001
nih,Claremont Graduate University,California,Claremont,GRADUATE SCHOOLS,TRUE,manual_include_unmatched,985.430000000051
nih,Ponce School of Medicine,Puerto Rico,Ponce,UNIVERSITY-WIDE,TRUE,manual_include_unmatched,218.769999999997
nsf,Black in Marine Science,Washington,Spokane,Standard Grant,FALSE,unmatched,200.610000000102
nsf,Indigenous Education Institute,Washington,Friday Harbor,Standard Grant,FALSE,unmatched,100
samhsa,Utah State Department of Human Services,Utah,Salt Lake City,Welfare Department,FALSE,unmatched,13.8300000000745
nih,Texas A&M University Health Science Center,Texas,College Station,GRADUATE SCHOOLS,TRUE,manual_include_unmatched,0.720000000001164
nih,"Subtle Medical, Inc.",California,Menlo Park,Domestic For-Profits,FALSE,unmatched,0.189999999944121
samhsa,"Abounding Prosperity, Inc.",Texas,Dallas,Community Action Organization,FALSE,unmatched,0
epa,"Advocates for Basic Legal Equality, Inc.",Ohio,Toledo,,FALSE,unmatched,0
epa,Board of County Commissioners of the County of Hudson,New Jersey,Jersey City,,FALSE,unmatched,0
epa,Bonifay Main Street Association Inc,Florida,Bonifay,Not for Profit,FALSE,unmatched,0
epa,"Boston, City of",Massachusetts,Boston,,FALSE,unmatched,0
samhsa,"Centerstone of Florida, Inc.",Florida,Bradenton,Other Special Interest Organization,FALSE,unmatched,0
epa,Cincinnati University of,Ohio,Cincinnati,State Institution of Higher Learning,FALSE,unmatched,0
epa,City of Baltimore,Maryland,Baltimore,,FALSE,unmatched,0
epa,City of Bridgeport,Connecticut,Bridgeport,,FALSE,unmatched,0
epa,City of Dallas,Texas,Dallas,,FALSE,unmatched,0
epa,City of Evansville,Indiana,Evansville,,FALSE,unmatched,0
epa,City of Flint,Michigan,Flint,,FALSE,unmatched,0
epa,City of Hampton,Virginia,Hampton,,FALSE,unmatched,0
epa,City of Jamestown,New York,Jamestown,,FALSE,unmatched,0
epa,City of Kansas City,Missouri,Kansas City,,FALSE,unmatched,0
epa,"City of Memphis, Tennessee",Tennessee,Memphis,,FALSE,unmatched,0
epa,City of New York,New York,Long Island City,,FALSE,unmatched,0
epa,City of Newark,New Jersey,Newark,,FALSE,unmatched,0
epa,City of Savannah,Georgia,Savannah,,FALSE,unmatched,0
epa,City of Waterbury,Connecticut,Waterbury,,FALSE,unmatched,0
epa,Climate Resilient Communities,California,Palo Alto,,FALSE,unmatched,0
epa,Coastal Protection & Restoration Authority of Louisiana,Louisiana,Baton Rouge,State,FALSE,unmatched,0
epa,Columbia Gorge Education Service District,Oregon,The Dalles,,FALSE,unmatched,0
epa,Community Health Councils Inc,California,Los Angeles,,FALSE,unmatched,0
epa,Community Water Center,California,Visalia,,FALSE,unmatched,0
epa,Council for Watershed Health,California,Pasadena,,FALSE,unmatched,0
epa,County of Albemarle,Virginia,Charlottesville,,FALSE,unmatched,0
epa,County of Arlington,Virginia,Arlington,,FALSE,unmatched,0
epa,Cuyahoga County Board of Health,Ohio,Cleveland,,FALSE,unmatched,0
nih,Dartmouth-Hitchcock Clinic,New Hampshire,Lebanon,Independent Hospitals,FALSE,unmatched,0
epa,Deep South Center for Environmental Justice Inc,Louisiana,New Orleans,,FALSE,unmatched,0
epa,Departamento De La Comida De Puerto Rico Inc,Puerto Rico,Caguas,,FALSE,unmatched,0
epa,Downwinders at Risk Education Fund,Texas,Dallas,,FALSE,unmatched,0
cdc,Encouraging Leaders,Minnesota,Minneapolis,Other Educational Organization,FALSE,unmatched,0
epa,Energy Development Authority,Pennsylvania,Harrisburg,State,FALSE,unmatched,0
epa,Focus Points Family Resource Center,Colorado,Denver,,FALSE,unmatched,0
epa,"Gila County, Az",Arizona,Globe,,FALSE,unmatched,0
epa,Governors Office of Planning & Research,California,Sacramento,State,FALSE,unmatched,0
epa,Guam Energy Office,Guam,Barrigada,State,FALSE,unmatched,0
epa,"Health, Louisiana Department of",Louisiana,New Orleans,State,FALSE,unmatched,0
samhsa,Hiv/Aids Empowerment Res/Center/Women,Georgia,Atlanta,Other Special Interest Organization,FALSE,unmatched,0
epa,Houston Wilderness,Texas,Houston,,FALSE,unmatched,0
epa,Icast (International Center for Appropriate and Sustainable Technology),Colorado,Denver,,FALSE,unmatched,0
epa,"Island Green Building Association, Incorporated",Virgin Islands,St John,,FALSE,unmatched,0
epa,La Department of Environmental Quality,Louisiana,Baton Rouge,State,FALSE,unmatched,0
epa,Louisiana Bucket Brigade,Louisiana,New Orleans,,FALSE,unmatched,0
epa,Lowcountry Alliance for Model Communities,South Carolina,North Charleston,,FALSE,unmatched,0
samhsa,Mississippi Public Health Institute,Mississippi,Madison,Other Health Organization,FALSE,unmatched,0
epa,Municipal Housing Authority for the City of Yonkers Inc,New York,Yonkers,,FALSE,unmatched,0
epa,"National Urban League, Inc.",New York,New York,,FALSE,unmatched,0
epa,Native Village of Chenega,Alaska,Anchorage,,FALSE,unmatched,0
epa,New Jersey Department of Environmental Protection,New Jersey,Trenton,State,FALSE,unmatched,0
epa,Oneoc,California,Santa Ana,,FALSE,unmatched,0
epa,"Open Design Collective, Inc",Oklahoma,Oklahoma City,,FALSE,unmatched,0
epa,Penobscot Indian Nation,Maine,Old Town,,FALSE,unmatched,0
epa,"People United for Sustainable Housing, Inc",New York,Buffalo,,FALSE,unmatched,0
epa,Pueblo Unido Cdc,California,La Quinta,,FALSE,unmatched,0
samhsa,Rep/Marshall Islands- Ministry of Health,Marshall Islands,Majuro,Health Department,FALSE,unmatched,0
samhsa,Republic/Marshall is Ministry of Finance,Marshall Islands,Majuro,Health Department,FALSE,unmatched,0
epa,Research Triangle Institute,North Carolina,Research Triangle Park,,FALSE,unmatched,0
epa,"San Jose, City of",California,San Jose,,FALSE,unmatched,0
epa,Santa Ynez Band of Mission Indians,California,Santa Ynez,,FALSE,unmatched,0
epa,Seven Generations Ahead,Illinois,Oak Park,,FALSE,unmatched,0
epa,Southwestern Michigan Commission,Michigan,Benton Harbor,,FALSE,unmatched,0
epa,Tacoma Public Schools,Washington,Tacoma,,FALSE,unmatched,0
epa,The Los Angeles Neighborhood Land Trust,California,Los Angeles,,FALSE,unmatched,0
epa,University of Guam,Guam,Barrigada,,TRUE,manual_include_unmatched,0
nsf,W1fb Us Military Academy,New York,West Point,Interagency Agreement,FALSE,unmatched,0
cdc,Wicomico County Maryland,Maryland,Salisbury,Other Health Organization,FALSE,unmatched,0
epa,"Youth Ministries for Peace and Justice, Inc.",New York,Bronx,,FALSE,unmatched,0
