agency,source_file,grant_id,grant_id_core,status,status_bucket,currently_disrupted,organization_name,organization_name_display,organization_state,organization_city,organization_type,project_title,project_abstract,is_pass_through_or_grantmaker,pass_through_keyword_match,start_date,original_end_date,termination_date,reinstatement_date,award_value,award_outlaid,award_remaining,remaining_field,award_id_string,source_url,detail_url,likely_higher_ed,matched_unitid,tracker_institution_name,tracker_city,tracker_state,tracker_control_label,tracker_category,match_method,in_financial_tracker
nih,nih_terminations.csv,3R01MD016465-04S1,R01MD016465,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF TEXAS HLTH SCI CTR HOUSTON,University of Texas Health Sciences Center Houston,Texas,Houston,SCHOOLS OF MEDICINE,Video-based Intervention to Reduce Treatment and OUtcome Disparities in Adults Living with Stroke or Transient Ischemic Attack (VIRTUAL),"A. SUMMARY AND SPECIFIC AIMS OF FUNDED PARENT GRANT Hypertension is the most important risk factor for ischemic and hemorrhagic stroke, and reduction in blood pressure (BP) after stroke is associated with reduced risk of stroke recurrence. For the majority of stroke survivors (SS), hypertension remains poorly controlled early after an incident stroke. In the United States, Black and Hispanic SS are more likely to have poorly controlled risk factors after stroke compared to White SS, and Black and Hispanic SS have higher rates of stroke recurrence compared to White SS. Prior efforts to reduce racial disparities in BP control among SS have been uniformly unsuccessful. Multicomponent care models that include multidisciplinary approaches show promise for improving risk factor control after stroke. Social determinants of health (SDOH) help to explain racial disparities in BP control and stroke recurrence, therefore multidisciplinary post-stroke care models that target SDOH may be key to decreasing disparities in BP control. Limited access to post-stroke outpatient care contributes to challenges in developing system-level interventions for post-stroke BP control. Telemedicine and telemonitoring may be ideal approaches for improving access to care in SS. The COVID-19 pandemic has led to rapid expansion of telemedicine for post-acute care in stroke survivors; however, its effectiveness is unproven. Based on preliminary data at our center, we propose a randomized trial testing an integrated multidisciplinary telehealth intervention, the Video-based Intervention to Reduce Treatment and Outcome Disparities in Adults Living with Stroke or Transient Ischemic Attack (VIRTUAL), in SS recently discharged home after inpatient hospitalization for ischemic stroke, hemorrhagic stroke, or transient ischemic attack. The intervention will include post-discharge telehealth visits by a multidisciplinary team, social risk assessments to facilitate social risk-targeted and social risk-informed care, and home BP telemonitoring and management. The care team includes neurology providers (physician and nurse practitioner), a pharmacist, and a social worker. Standard care will include follow-up with a neurologist and primary care provider and pharmacist-assisted BP adjustment. Aim 1: We will enroll 534 stroke survivors in a randomized comparative effectiveness trial of a 6-month multidisciplinary telehealth intervention to test the impact of the intervention on key clinical outcomes, relative to standard care. Aim 1a: To examine the impact of the intervention on the primary outcome of BP control (24-hour ambulatory BP <125/75 mmHg) assessed with ambulatory BP monitoring (ABPM) 6 months after hospital discharge. Aim 1b: To evaluate the impact of the intervention on disparities in BP control at 6 months by examining heterogeneity of effects on the primary clinical outcome (BP control) according to SS race and ethnicity. Aim 1c: To assess the sustainability of intervention effect by examining the proportion of SS with BP control after hospital discharge. Aim 1d: To examine the impact of the intervention on a composite outcome of recurrent vascular events (stroke, vascular death, coronary revascularization, myocardial infarction, heart failure) 12 months after hospital discharge. Aim 2: We will examine the impact of the intervention on care access and utilization, relative to standard care. Aim 2a: To examine the impact of the intervention on the proportion of uninsured SS who have obtained insurance coverage (including Medicaid, state programs, or commercial insurance) by 3- and 6-months following hospital discharge. Aim 2b: To examine the impact of the intervention on acute healthcare utilization (emergency department and urgent care visits and hospital readmissions) 3 months, 6 months and 12 months after hospital discharge. Aim 2c: To evaluate heterogeneity of effects of the intervention on care access and utilization at 3 months, 6 months, and 12 months according to SS race and ethnicity. Aim 3: We will use predictive modeling to examine the independent impact of additional baseline SDOH (neighborhood social vulnerability and segregation indices, food insecurity, experienced racism/discrimination, healthcare-related racism/discrimination, preferred language, and social support) on 6-month BP control and 12- month composite recurrent vascular events.",FALSE,,,,2025-03-28,,2748460,2463371,285089,total_estimated_remaining,ASST_NON_R01MD016465_7529,https://www.usaspending.gov/award/ASST_NON_R01MD016465_7529,https://reporter.nih.gov/project-details/10978067,TRUE,,,,,,,manual_include_unmatched,FALSE
nih,nih_terminations.csv,3R01DK129340-03S1,R01DK129340,❌ Terminated,currently_disrupted,TRUE,VANDERBILT UNIVERSITY,Vanderbilt University,Tennessee,Nashville,SCHOOLS OF MEDICINE,Molecular Mechanisms Regulating Pancreatic Delta Cell Function and Dysfunction,"Project Summary Islet glucose-stimulated somatostatin (Sst) secretion is lost in patients with type-2 diabetes (T2D) and in animal models of the disease, which contributes to disrupted glucagon and insulin secretion. It is generally accepted that Sst secretion from -cells occurs in response to elevated intracellular Ca2+, which primarily results from endoplasmic reticulum (ER) Ca2+ (Ca2+ER) release. However, the mechanisms that control -cell Ca2+ER handling and how they are altered in T2D are largely unknown. Data from our lab finds that the islet-enriched two-pore- domain K+ channel, TALK-1, is an ER localized channel in that provides a countercurrent for -cell Ca2+ER release and Ca2+ER leak. TALK-1-mediated augmentation of the electrochemical driving force for -cell Ca2+ER leak con- strains Ca2+ER storage, which limits glucose-stimulated Ca2+ER release and Sst secretion. Further data show that -cell Ca2+ER release and Sst secretion are amplified by glucose-induced allosteric activation of -cell Ca2+-sens- ing receptors (CaSRs). Finally, our preliminary data provide the first evidence that diabetic conditions diminish -cell Ca2+ER storage, which contributes to perturbations in glucose-stimulated Ca2+ handling and Sst secretion under diabetic conditions. Based on these exciting preliminary data, the overall objective of this proposal is to elucidate how -cell Ca2+ER is controlled and becomes disrupted during the pathogenesis of diabetes. This project will test the central hypothesis that glucose-stimulated -cell Sst secretion is amplified by CaSR-mediated Ca2+ER release, which is controlled by TALK-1 channel constraint of Ca2+ER storage. The rationale that underlies this project is that understanding how CaSR and TALK-1 control -cell Ca2+ER handling and Sst secretion will expose novel therapeutic targets for restoring glucose-stimulated Sst secretion and islet hormone secretion in T2D. This project will be accomplished with the following two specific aims: 1) Determine how -cell CaSR controls Ca2+ER handling, Sst secretion, and islet hormone secretion; and 2) Determine how TALK-1 channel control of Ca2+ER release modulates -cell function and dysfunction. Under the first aim, transgenic mice with -cell ablation of CaSR as well as human pseudoislets with ShRNA knockdown of -cell CaSR will be utilized to assess the roles of the Ca2+-sensing receptor during secretagogue modulation of -cell Ca2+ handling and Sst secretion. Aim1 will also determine how depletion of -cell Ca2+ER stores under diabetic conditions impacts CaSR signaling and Sst secretion. Under the second aim, the function TALK-1 channels on -cell Ca2+ER handling and function will be determined in mice with -cell specific ablation of TALK-1 and in human pseudoislets containing either -cells with knockdown of TALK-1 or expressing dominant negative TALK-1 channel subunits. Furthermore, Aim2 will determine how TALK-1 augmentation of -cell Ca2+ER depletion under the stressful conditions associated with diabetes contributes to -cell dysfunction. This project is significant because it is expected to illuminate mecha- nisms that alter -cell Ca2+ER handling and disrupt islet hormone secretion in T2D. Moreover, this project will identify pharmacological strategies for normalizing Sst secretion and reducing islet dysfunction in T2D.",FALSE,,,,2025-04-29,,1838970,1565166,273804,total_estimated_remaining,ASST_NON_R01DK129340_7529,https://www.usaspending.gov/award/ASST_NON_R01DK129340_7529,https://reporter.nih.gov/project-details/10931219,TRUE,221999,Vanderbilt University,Nashville,Tennessee,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,3R01MD018255-03S1,R01MD018255,❌ Terminated,currently_disrupted,TRUE,YALE UNIVERSITY,Yale University,Connecticut,New Haven,SCHOOLS OF MEDICINE,Recovery Finance: Financial health and mental health after incarceration,"Program Summary/Abstract People who experience incarceration and have mental health challenges are disproportionately Black and Latinx, and low-income. This group experiences financial hardships regardless of incarceration due to racism and other forms of discriminations, with associated negative health outcomes. These financial issues have a direct impact on health, create barriers to employment and housing, stress social networks, contribute to feelings of exclusion and contribute to recidivism, all of which are health determinants. The goal of the parent award is to intervene at the community level to reduce financial difficulties of individuals with incarceration histories and mental health challenges, who are predominantly Black and Latinx. The proposed diversity supplement investigates how employment experiences shape financial behaviors and psychological well-being post-incarceration. Using mixed methods with justice-involved individuals in New Haven, it examines how pre-incarceration job conditions influence current financial attitudes and knowledge. In-depth interviews explore connections between early vocational exposures and present economic situations and psychological wellness. Concurrently, contemporary workplace contexts are tracked longitudinally, assessing barriers and facilitators impacting financial stability during reentry. Integrated analysis clarifies how formative work experiences necessitate tailored financial empowerment initiatives responsive to situated transitional realities. Elucidating these complex interrelationships addresses major scholarly gaps while generating actionable evidence to foster supportive labor market climates. Core ethical commitments center participatory design, upholding collaborative interpretation, and methodology justice principles. This project's focus on employment's instrumental role in capability development. Justice-involved individuals help development through this stakeholder partnership. Findings will delineate structural reforms plus the development of a tailored intervention that promotes equitable inclusion and multidimensional flourishing.",FALSE,,,,2025-03-28,,1404927,1142700,262227,total_estimated_remaining,ASST_NON_R01MD018255_7529,https://www.usaspending.gov/award/ASST_NON_R01MD018255_7529,https://reporter.nih.gov/project-details/11100245,TRUE,130794,Yale University,New Haven,Connecticut,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,5R01MH123388-05,R01MH123388,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF MICHIGAN AT ANN ARBOR,University of Michigan at Ann Arbor,Michigan,Ann Arbor,SCHOOLS OF NURSING,Violence and viral suppression among men living with HIV,"PROJECT SUMMARY/ABSTRACT There is increasing evidence that men who have sex with men (MSM) experience dual epidemics of HIV and intimate partner violence (IPV), yet understanding of the synergies between these two epidemics is underdeveloped. Gay, bisexual and other men who have sex with men (GBMSM) continue to be the risk group most severely affected by HIV in the United States. In parallel, estimated prevalence for receipt of IPV among MSM range from 12% to 78%. Emergent evidences demonstrates associations between the experience of IPV among MSM and the risk of HIV acquisition or participation in risk behaviors that heighten the risk of HIV (i.e. substance use), but the relationship between the experience of IPV for MSM living with HIV and HIV clinical care is less understood. The overwhelming majority of evidence linking IPV and sub-optimal HIV care comes from studies of heterosexual women. A recent meta-analysis showed that women's experience of IPV was associated with 55% lower odds of self-reported adherence and 36% decreased odds of viral suppression. The four studies that have looked at associations between clinical care and IPV for men living with HIV have all been hampered by methodological limitations: cross-sectional study designs with clinic-based populations that limit the ability to draw conclusions as to how IPV affects engagement in HIV care for partnered men living with HIV. We propose an innovative 24-month cohort study of HIV-positive MSM, coupled with nested qualitative data, to identify the pathways and points of intervention between IPV and HIV care for US MSM. The proposed research activities include a prospective 24-month cohort of 300 HIV-positive partnered MSM (>18 years) recruited through a combination of online and venue-based recruitment methods in Atlanta, GA and Detroit, MI. The cohort study will employ a measure of IPV developed specifically to capture IPV as experienced by MSM, and will consider the experience of IPV (victimization, perpetration and bidirectional IPV), and severity and frequency of IPV as drivers of engagement in HIV care. Biomarkers of viral load and adherence to ARV will be collected from all participants. The overall aim of the proposed activities is to provide new knowledge of how victimization or perpetration of IPV shapes engagement in HIV care and is associated with the ability to achieve and maintain viral suppression.",FALSE,,,,2025-03-20,,3048744.77,2787565.82,261178.95,total_estimated_remaining,ASST_NON_R01MH123388_7529,https://www.usaspending.gov/award/ASST_NON_R01MH123388_7529,https://reporter.nih.gov/project-details/10983769,TRUE,170976,University of Michigan-Ann Arbor,Ann Arbor,Michigan,Public,"Degree-granting, primarily baccalaureate or above",alias_name_state_fallback,TRUE
nih,nih_terminations.csv,3R35GM148219-02S1,R35GM148219,❌ Terminated,currently_disrupted,TRUE,TUFTS UNIVERSITY MEDFORD,Tufts University Medford,Massachusetts,Boston,BIOMED ENGR/COL ENGR/ENGR STA,Deep Learning Models for Metabolomics Analysis,"PROJECT SUMMARY Untargeted metabolomics using tandem mass spectrometry (MS) have attained substantial success in the discovery of biomarkers and advancing our understanding of cellular metabolism. Despite this success, only a small fraction of measured spectra can currently be annotated (assigned a chemical identity). This bottleneck can be attributed to the limitations of current annotation tools that have not yet exploited advances in deep learning and available data modalities (spectra, peaks, molecules, and fragments). The goal of this application is to advance the interpretation of spectra collected through untargeted metabolomics. We focus on annotating data collected through liquid or gas chromatology followed by MS, or MS/MS, as these three tandem technologies have become dominant technologies. Over the next five years, the plan is to harness deep learning to address three problems: 1) annotation, 2) translation between spectra measured under different instrument settings, and 3) explainable models for annotation, where explainability arises from connecting peaks to their respective molecular fragments.  The Hassoun lab has extensive, relevant deep learning experience to effectively tackle these problems. The Lab also has experience in dealing with the nuances of metabolomics datasets. The Lab recently developed a novel deep learning annotation model that achieves 41% and 30% performance improvement over multi-layer neural networks and graph neural networks, respectively. Additionally, our lab has developed an ontology- traversal algorithm that yields correct-by-construction molecular substructures that can be assigned to peaks, thus giving rise to datasets that can be used to train explainable annotation models.  The Significance of this research is that it addresses fundamental barriers that hinder developing deep learning annotation models. Our models and datasets will be released on GitHub to benefit biological and biomedical applications and metabolomics research. Because of their expected high accuracy and explainability, the models will expedite the interpretation of experiments, improve our understanding of cellular metabolism, and facilitate data sharing among labs. The innovation lies in maximally learn from data modalities and in creating models that exploit the learned representations. Further, the annotation and translation problems are formulated as a bidirectional mapping between domains, in contrast to current annotation models that assume unimodal mappings. These innovations are necessary to advance metabolomics research and they will open new research horizons in the field of metabolomics.",FALSE,,,,2025-05-30,,1046377,786472.69,259904.31,total_estimated_remaining,ASST_NON_R35GM148219_7529,https://www.usaspending.gov/award/ASST_NON_R35GM148219_7529,https://reporter.nih.gov/project-details/10868085,TRUE,168148,Tufts University,Medford,Massachusetts,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",manual_name_override,TRUE
nih,nih_terminations.csv,3R01NS125137-03S1,R01NS125137,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF PENNSYLVANIA,University of Pennsylvania,Pennsylvania,Philadelphia,SCHOOLS OF MEDICINE,Guiding epilepsy surgery using network models and Stereo EEG,"More than 1/3 of the world's 65 million people with epilepsy (~3.3 million in the U.S.) have seizures that cannot be controlled by medications. Surgery and implanted devices are options for many, but their success depends upon manually mapping epileptic networks, which is only possible for some patients, and poorly standardized. When surgical targets are identified, there is currently no rigorous way to select the best surgical approach. The overall aim of this proposal is to develop rigorous, standardized, quantitative methods to: (1) map epileptic networks from imaging and Stereo EEG (SEEG), (2) pick the best region for resection, ablation or neuromodulation for individual patients from their data and clinical hypotheses, and (3) to determine when focal intervention is unlikely to succeed. These methods would have tremendous positive impact on clinical care. Over the past four years we have made substantial progress towards these goals. We have developed: (1) robust measures derived from subdural intracranial EEG (ECOG) that predict outcome from epilepsy surgery; (2) personalized methods that localize epileptic networks and predict the impact of different interventions on seizure control; (3) tools that predict the path of seizure spread from combined MRI and IEEG. We also have a track record of openly sharing our methods, data, results and code on http: //ieeg.org, to accelerate research. Based upon this work, we now innovate to solve 3 fundamental challenges to translating our work into practice: (1) Guiding SEEG: We must develop new methods that account for the sparser sampling and different philosophy of stereo EEG, which maps a network of connected brain regions and tests clinical hypotheses about where seizures initiate and propagate; (2) Assessing sampling bias and missing information: We will develop methods to determine if electrodes sample all key regions of the epileptic network, to ensure we do not falsely localize due to missing information; (3) Validating in a larger population across centers: In parallel to refining the above methods, we will validate and harmonize our analyses across centers in a large number of patients to harden it for clinical use. In a novel model, we have engaged a group of major surgical epilepsy centers to openly collaborate, standardize methods, aggregate data, and share all algorithms, computer code, data and results on http: //ieeg.org. Our central hypothesis is that our quantitative methods can be standardized across centers, predict outcome from personalized epilepsy surgery, and ultimately be translated to improve clinical care. This work is significant because it merges state of the art network neuroscience, engineering, neurology and neurosurgery to make practical tools to improve and standardize patient care. It also establishes a collaboration between 15 major epilepsy centers to standardize and share data. Finally, this project leverages a thriving collaboration between experts in neurology, computational neuroscience, neurosurgery, neuroimaging and bioengineering at Penn, with a strong track record of clinical translation.",FALSE,,,,2025-08-20,,2237245,1978856,258389,total_estimated_remaining,ASST_NON_R01NS125137_7529,https://www.usaspending.gov/award/ASST_NON_R01NS125137_7529,https://reporter.nih.gov/project-details/11192570,TRUE,215062,University of Pennsylvania,Philadelphia,Pennsylvania,Private not-for-profit,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,3DP1DA054344-03S1,DP1DA054344,❌ Terminated,currently_disrupted,TRUE,OHIO STATE UNIVERSITY,The Ohio State University,Ohio,Columbus,SCHOOLS OF MEDICINE,X chromosome inactivation in sex disparities to substance use disorder,"PROJECT SUMMARY/ABSTRACT There is a sex-based disparity associated with substance abuse disorders, which is evidenced by preclinical and clinical studies. Females are generally more vulnerable to the initiation, escalation and withdrawal effects of substance abuse behavior than males. Although these differences have largely been attributed to hormonal differences, evidence for non-hormonal factors that regulate addiction has been demonstrated by a number of studies. However, the mechanisms underlying sex chromosome influences on substance abuse behavior represent a huge gap in our knowledge base on the epigenetics of substance use disorders. We propose a novel hypothesis that escape from X-chromosome inactivation (XCI) in females contributes to sex associated differences in addiction behavior. We will apply cutting edge technology and uniquely novel approaches and tools we developed recently to comprehensively investigate the impact of XCI escape on sex associated disparities in addiction. XCI is an epigenetic mechanism that occurs in mammalian females and serves to equalize gene expression between the sexes. Females have two X chromosomes (XX), and during XCI, one X chromosome is randomly chosen to be transcriptionally silenced. However, it is known that a number of X linked genes escape XCI and display bi allelic gene expression. The objective of this proposal is to determine the contribution of XCI escape on sex-associated differences in substance abuse disorder. First, we will use novel cutting edge mouse models to characterize cellular mono-allelic (XCI) or bi-allelic (XCI escape) gene expression of specific X-linked genes associated with addiction to opioids and psychostimulants: monoamine oxidase A (Maoa) and GABAA receptor A3 (Gabra3). I pioneered an innovative approach using a gene specific dual bi- cistronic reporter mouse as a tool to enable the visualization of allelic usage of these addiction associated genes in vivo in a model of addiction. Next, we will determine the molecular landscape of XCI in brain tissue and specific neuronal cells during chronic exposure to opioids and psychostimulants, using a highly innovative single cell RNA sequencing technology. To accomplish these goals, I have assembled a talented, multidisciplinary team of research collaborators in addiction, neuroscience, genetic mouse modelling, bioinformatics and biostatistics. This innovative approach to the study and analysis of gene specific XCI escape as an epigenetic mechanism in the context of substance abuse has the potential to open up a new area of research on the epigenetics of addiction. Further, these genetically modified mice can be used to study XCI escape as an epigenetic mechanism in other neurologic disorders. As an early stage investigator, these studies will also advance my long term objective of becoming a future leader in the epigenetics of substance use disorders.",FALSE,,,,2025-04-03,,1502000,1252642,249358,total_estimated_remaining,ASST_NON_DP1DA054344_7529,https://www.usaspending.gov/award/ASST_NON_DP1DA054344_7529,https://reporter.nih.gov/project-details/11075595,TRUE,204796,The Ohio State University,Columbus,Ohio,Public,"Degree-granting, primarily baccalaureate or above",manual_name_override,TRUE
nih,nih_terminations.csv,5T34GM136453-05,T34GM136453,❌ Terminated,currently_disrupted,TRUE,UNIVERSITY OF KANSAS LAWRENCE,University of Kansas Lawrence,Kansas,Lawrence,SCHOOLS OF ARTS AND SCIENCES,MARC at The University of Kansas,"SUMMARY The central goal of the University of Kansas’ multidisciplinary Maximizing Access to Research Careers program (KU MARC) is to provide research, academic, and professional development training to students from groups underrepresented in the biomedical sciences. The program will have a special emphasis on American Indian (AI) students. All participant students will be well prepared to thrive in competitive PhD programs and assume leadership roles in subsequent biomedical research careers. The geographic and demographic context in which KU is situated provides many unique opportunities and challenges for this training program. KU is a premier research institution, an AAU member, and classified by the Carnegie Foundation as a “Doctoral University: Very High Research Activity”. Given its suburban/rural location, KU is a predominantly majority-serving institution. However, KU’s recruitment and retention efforts to increase diversity are paying dividends, and 45% of undergraduates in KU MARC-participating programs are MARC-eligible, providing a robust applicant pool. Moreover, KU is fortunate to have a long-standing relationship with nearby Haskell Indian Nations University, including a co-sponsored Bridges to the Baccalaureate Program. KU MARC is well-positioned to recruit and train AI students, who are severely underrepresented in the sciences, through its research and professional development training as well as its tuition support for students transferring from Haskell to KU. KU MARC’s programmatic activities are focused both on scholars’ development as scientists and on building an inclusive community that can provide support as MARC scholars navigate the many challenges inherent to being underrepresented in their fields. Key activities will include 1) a Pre-MARC program, where potential MARC scholars will be mentored by current scholars and will explore biomedical research and career opportunities; 2) Individual Development Plans to guide scholars’ research, academic, and professional activities; and 3) comprehensive research experiences (10-15 hrs/wk during the academic year; 40 hrs/wk in summer, including a required off-campus research experience) under the guidance of a KU faculty mentor. Research experiences will be focused on cultivating scholars’ ability to develop hypotheses, design rigorous and unbiased experiments, analyze and interpret results, and disseminate findings widely. Key activities also include 4) responsible conduct of research and rigor and reproducibility training; 5) coursework including scientific writing, quantitative/analytical methods, and how to prepare competitive graduate school applications; 6) matching of new MARC scholars with IMSD/MARC alumni mentors to provide support and guidance; 7) opportunities to present research at national, regional and local conferences; and 8) leadership and outreach opportunities held in collaboration with KU MARC’s many campus partners. We propose to train 24 MARC scholars over the next five years, with a particular emphasis on training AI students, as mentioned above. Our goal is that more than 70% of scholars will transition into biomedical PhD/MD-PhD programs.",FALSE,,,,2025-06-13,,1427981,1181161.52,246819.48,total_estimated_remaining,ASST_NON_T34GM136453_7529,https://www.usaspending.gov/award/ASST_NON_T34GM136453_7529,https://reporter.nih.gov/project-details/10853116,TRUE,,,,,,,manual_include_unmatched,FALSE
nih,nih_terminations.csv,1R01AI177624-01A1,R01AI177624,❌ Terminated,currently_disrupted,TRUE,EAST TENNESSEE STATE UNIVERSITY,East Tennessee State University,Tennessee,Johnson City,SCHOOLS OF MEDICINE,Engineered exosomes carrying synthetic gRNA/Cas9 targeting HBV-infected cells,"SUMMARY - Engineered exosomes carrying synthetic gRNA/Cas9 targeting HBV-infected cells Despite universal vaccinations against hepatitis B virus (HBV), chronic HBV infection remains a public health threat in the United States and worldwide. The current antiviral treatments, using various nucleos(t)ide analogs (NAs), can block the HBV life cycle but cannot eliminate integrated HBV DNA and have little effect on HBV covalently closed circular DNA (cccDNA), which sustains viral replication. Thus, novel curative strategies are urgently needed to eliminate HBV cccDNA from infected hepatocytes. CRISPR (clustered regularly interspaced short palindromic repeats)/Cas9 (CRISPR-associated protein 9)-mediated gene-editing is an appealing approach to tackle this problem. However, the major hurdle in the application of this technology is how to deliver gene-editing drugs to target cells and elicit specific antiviral activities without causing off-target effects. Notably, the current CRISPR/Cas9 delivery technologies often require viral vectors, which pose safety concerns for therapeutic application in humans. Synthetic guide RNA (gRNA)/Cas9 ribonucleoproteins (RNPs) represent a novel non-viral formula with excellent features, including rapid DNA cleavage activity, low off-target effects, no risk of insertional mutagenesis, easy production, and readiness for clinical use. We have designed and tested a series of gRNA/Cas9 gene-editing RNPs targeting HBV and selected the most specific and potent gRNA/Cas9 RNP candidates to abolish HBV replication in HBV cellular models. However, the existing viral and non-viral delivery systems for gRNA/Cas9 RNPs in vivo use face several challenges, such as non-specific (off-site) delivery, limited drug-loading capacity, low biocompatibility, poor stability, cytotoxicity, and potential of immunogenicity. These challenges are major bottlenecks, limiting the use of synthetic gRNA/Cas9 RNPs for in vivo applications. To address these limitations, we developed a novel exosome- based delivery platform engineered to deliver the HBV gene-editing RNPs specifically to human hepatocytes. These engineered exosomes are designed in such a way that they carry an HBV pre-S1-derived peptide (binding to HBV receptor) on the surface of exosomes so that they can more specifically deliver and intracellularly release our synthetic gRNA/Cas9 RNPs to HBV target cells. In this proposal, we aim to evaluate the capability of these exosome- based HBV gene-editing gRNA/Cas9 RNPs (herein called Exo-HBV-Eliminator) in targeting HBV-infected hepatocytes and investigate their antiviral efficacy and potential cytotoxicity using both cellular and animal models. We hypothesize that our Exo-HBV-Eliminator will specifically target HBV DNA and thus efficiently abolish HBV replication and elicit minimal cytotoxic effects both in vitro and in vivo. We propose two specific aims to test our hypothesis. Aim 1 will determine the biophysical and biological properties of our Exo-HBV-Eliminator in vitro. Aim 2 will evaluate the antiviral and off-target effects of our Exo-HBV-Eliminator in HBV-infected, liver-humanized mice in vivo. The objective of this study is to develop and test a novel gene therapy (engineered exosomes carrying synthetic gRNA/Cas9 RNPs) targeting HBV cccDNA in HBV-infected hepatocytes that are incurable by the current antiviral regimens, to lay the foundation for achieving our long-term goal of curing chronic HBV infection.",FALSE,,,,2025-05-15,,725466,479789.81,245676.19,total_estimated_remaining,ASST_NON_R01AI177624_7529,https://www.usaspending.gov/award/ASST_NON_R01AI177624_7529,https://reporter.nih.gov/project-details/10876712,TRUE,220075,East Tennessee State University,Johnson City,Tennessee,Public,"Degree-granting, primarily baccalaureate or above",normalized_name_city_state,TRUE
nih,nih_terminations.csv,1R21DE032798-01A1,R21DE032798,❌ Terminated,currently_disrupted,TRUE,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,Texas A&M University Health Science Center,Texas,College Station,SCHOOLS OF PUBLIC HEALTH,"Evaluation of a microbiota-sparing therapeutic concept for periodontal disease, involving removal of pathogenic Porphyromonas and Fusobacterium","PROJECT SUMMARY/ABSTRACT Microbial interaction between Porphyromonas gingivalis (Pg) and Fusobacterium nucleatum (Fn) worsens inflammation in periodontal disease (PD), promoting damage to connective tissues, alveolar bone resorption, and tooth loss. Chronic PD also accelerates oral cancers and is a risk factor for multiple diseases. Nonsurgical treatments for PD include mechanical debridement with or without broad-spectrum antibiotics. However, current antibiotics for PD have drawbacks, including exacerbation of oral dysbiosis; intestinal dysbiosis, which is a risk factor for microbiota shift diseases; and enriching the spread of antimicrobial resistance. We hypothesize that a narrow-spectrum agent that selectively eliminates Pg or Pg and Fn would be a valuable adjunct to debridement. Such agents could potentially decrease inflammation, making the periodontal environment more favorable for colonization by healthy oral microbes. We will test this hypothesis by exploring the isoenzyme FabK as a drug target for narrow-spectrum agents. FabK, enoyl-acyl carrier protein (ACP) reductase II, is a key enzyme in the bacterial fatty acid synthesis pathway (FAS II) that catalyzes the elongation step of bacterial type II fatty acid synthesis (FAS-II) to make lipids for membranes and virulence. Inhibition of FAS II causes a strong antibacterial effect. Pg and Fn uniquely express the FabK isozyme, which is structurally and mechanistically distinct from FabI and other enoyl-ACP reductase isozymes that are found in many other oral species. Our hypothesis is backed by strong preliminary data supporting the essentiality of FabK to Pg and Fn, as FabK inhibitors stop their growth. Our long-term goal is to establish a drug discovery platform for inhibitors of Pg and Fn FabK enzymes to eliminate these organism(s) in PD and other oral diseases. The objectives of this application are to define the characteristics for a suitable target product profile, by determining: 1) the cellular effect of FabK inhibition in planktonic and biofilm communities (aim 1a); 2) in vivo druggability of FabK in chronic PD, based on efficacy of known inhibitors (aim 1b); and 3) the structural and substrate requirements for inhibition and catalysis of Pg or both Pg and Fn FabKs, which will guide the chemical expansion and optimization of future inhibitors (aim 2). We anticipate the results will attain benchmarks for an advanced discovery program to develop drug candidates with desirable antimicrobial, mechanistic, and chemical profiles to prevent and treat PD. Such technologies may also have wider applications for PD-related systemic diseases. We also expect to advance knowledge of Pg and Fn FAS-II lipid metabolism in PD and biochemical insights of FabK activity in these organisms.",FALSE,,,,2025-04-15,,461458,221298.69,240159.31,total_estimated_remaining,ASST_NON_R21DE032798_7529,https://www.usaspending.gov/award/ASST_NON_R21DE032798_7529,https://reporter.nih.gov/project-details/10810222,TRUE,,,,,,,manual_include_unmatched,FALSE
