agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key
nih,5F31DK137415-02,ASST_NON_F31DK137415_7529,Medical College of Wisconsin,Wisconsin,,,,,,81455.6,6352.39999999999,87808,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK137415_7529,https://reporter.nih.gov/project-details/10914029,266723007,81455.6,81455.6,2025-04-28,2026-03-05,FALSE,FALSE,FALSE,0,1,12925.910000000003,0,0,0,0,0,6,22,,medical college of wisconsin|wisconsin
nih,3R35GM145374-03S2,ASST_NON_R35GM145374_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,2171206,6322,2177528,2025-06-01,,https://www.usaspending.gov/award/ASST_NON_R35GM145374_7529,https://reporter.nih.gov/project-details/11061126,270347304,2765501.04,2860820,2027-06-30,2025-07-21,TRUE,TRUE,TRUE,594295.04,1.273716561210682,652564.8,639921.28,0,683292,0,0,8,39,,unitid:144050
nih,5R25DA051339-03,ASST_NON_R25DA051339_7529,Virginia Commonwealth University,Virginia,Virginia Commonwealth University,Virginia,Richmond,Public,234030,460962.66,6305.09000000003,467267.75,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R25DA051339_7529,https://reporter.nih.gov/project-details/10596197,270334140,460962.66,467267.75,2025-02-28,2025-09-05,FALSE,FALSE,FALSE,0,1,8519.400000000009,2652.4900000000052,0,0,0,0,7,44,,unitid:234030
nsf,2426973,ASST_NON_2426973_4900,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,122829.3,6270.7,129100,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2426973_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2426973,236138805,122829.3,129100,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,103464.61,103464.61,0,0,0,0,2,9,,unitid:215062
nih,5T32GM144891-02,ASST_NON_T32GM144891_7529,Indiana University Indianapolis,Indiana,Indiana University-Indianapolis,Indiana,Indianapolis,Public,151111,283858.2,6243.12,290101.32,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_T32GM144891_7529,https://reporter.nih.gov/project-details/10767356,271486284,283858.2,290101.32,2025-01-31,2025-07-03,FALSE,FALSE,FALSE,0,1,35067.37000000001,0,0,0,0,0,7,26,,unitid:151111
nih,5F31GM146347-03,ASST_NON_F31GM146347_7529,Albert Einstein College of Medicine,New York,,,,,,136472.33,6231.67000000001,142704,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31GM146347_7529,https://reporter.nih.gov/project-details/10843279,266724352,136472.33,142704,2025-05-15,2026-02-09,TRUE,FALSE,TRUE,0,1,5837.230000000003,5837.230000000003,0,0,0,0,6,37,,albert einstein college of medicine|new york
nsf,2140262,ASST_NON_2140262_4900,City Colleges of Chicago Harry S Truman College,Illinois,,,,,,268553.53,6208.46999999997,274762,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2140262_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2140262,235260087,268553.53,274762,2025-04-18,2025-05-05,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,28,,city colleges of chicago harry s truman college|illinois
nsf,2314434,ASST_NON_2314434_4900,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,51232.07,6200.93,57433,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2314434_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2314434,235846704,51232.07,57433,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,1357.2099999999991,1357.2099999999991,0,0,0,0,2,14,,unitid:243744
nsf,2020524,ASST_NON_2020524_4900,Colorado State University,Colorado,Colorado State University-Fort Collins,Colorado,Fort Collins,Public,126818,215264.55,6138.45000000001,221403,2025-05-02,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2020524_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2020524,234941943,215264.55,221403,2025-05-02,2025-06-03,FALSE,FALSE,FALSE,0,1,500.70000000000005,500.70000000000005,0,0,0,0,5,43,,unitid:126818
nih,5F31NS130939-03,ASST_NON_F31NS130939_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,112906.73,6129.27,119036,2025-09-17,2025-11-28,https://www.usaspending.gov/award/ASST_NON_F31NS130939_7529,https://reporter.nih.gov/project-details/10996186,266730474,112906.73,119036,2025-05-31,2025-09-24,FALSE,FALSE,FALSE,0,1,9197.35,9197.35,0,0,0,0,7,32,,unitid:147767
nih,5F31GM150194-02,ASST_NON_F31GM150194_7529,Albert Einstein College of Medicine,New York,,,,,,90618.92,6048.15000000001,96667.07,2025-06-03,,https://www.usaspending.gov/award/ASST_NON_F31GM150194_7529,https://reporter.nih.gov/project-details/10831837,266724391,90618.92,96667.07,2025-03-29,2026-01-28,FALSE,FALSE,FALSE,0,1,3508.75,3508.75,0,0,0,0,6,27,,albert einstein college of medicine|new york
nsf,2148202,ASST_NON_2148202_4900,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,76572.49,6035.50999999999,82608,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2148202_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2148202,235278280,76572.49,82608,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,5,45,,unitid:153658
nih,1F31AG086073-01A1,ASST_NON_F31AG086073_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,42993.51,5980.49,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG086073_7529,https://reporter.nih.gov/project-details/11009236,266717448,42993.51,48974,2025-07-31,2025-06-05,TRUE,TRUE,TRUE,0,1,12017.169999999998,5763.87,0,0,0,0,3,14,,unitid:130794
nsf,2136141,ASST_NON_2136141_4900,Brown University,Rhode Island,Brown University,Rhode Island,Providence,Private not-for-profit,217156,203265,5978,209243,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2136141_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2136141,235249996,203265,209243,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,4200.830000000002,0,0,0,0,0,2,41,,unitid:217156
nsf,2233703,ASST_NON_2233703_4900,University of Southern Mississippi,Mississippi,University of Southern Mississippi,Mississippi,Hattiesburg,Public,176372,6186.23651452282,5934.76348547718,12121,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2233703_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2233703,235611207,0,12121,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,-6186.23651452282,0,0,0,0,0,0,0,2,0,,unitid:176372
nsf,2240343,ASST_NON_2240343_4900,Regents of the University of Michigan - Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,9783.98,5814.02,15598,2025-04-18,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2240343_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2240343,235627525,9783.98,15598,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,2125.7,0,0,0,0,0,2,24,,unitid:170976
nih,5R01DC021067-02,ASST_NON_R01DC021067_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,924332.79,5774.20999999996,930107,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021067_7529,https://reporter.nih.gov/project-details/10824349,270180032,924332.79,930107,2025-03-31,2025-06-20,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,4,26,,unitid:215293
nih,5R00HL155845-04,ASST_NON_R00HL155845_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,494564.86,5758.76000000001,500323.62,2025-06-13,2025-11-28,https://www.usaspending.gov/award/ASST_NON_R00HL155845_7529,https://reporter.nih.gov/project-details/10894837,270129192,498000,500323.62,2025-08-31,2025-06-20,TRUE,TRUE,TRUE,3435.140000000014,1.0069457826016996,119011.53,115576.39,3435.1399999999994,0,0,0,5,25,,unitid:147767
nih,1R01DC021326-01A1,ASST_NON_R01DC021326_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,534644.84,5697.68000000005,540342.52,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021326_7529,https://reporter.nih.gov/project-details/10900055,270180062,534644.84,540342.52,2025-05-31,2026-02-09,TRUE,FALSE,TRUE,0,1,119717.50999999995,103748.69,0,0,0,0,3,15,,unitid:243744
nsf,2240900,ASST_NON_2240900_4900,Columbia University,New York,Columbia University in the City of New York,New York,New York,Private not-for-profit,190150,9486.74,5583.26,15070,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2240900_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2240900,235628773,9486.74,15070,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,11,,unitid:190150
nsf,2230083,ASST_NON_2230083_4900,Kent State University,Ohio,Kent State University at Kent,Ohio,Kent,Public,203517,194223.83,5562.17000000001,199786,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2230083_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2230083,235602809,194223.83,199786,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,51995.630000000005,0,0,0,0,0,2,32,,unitid:203517
nsf,2332592,ASST_NON_2332592_4900,University of Minnesota-Twin Cities,Minnesota,University of Minnesota-Twin Cities,Minnesota,Minneapolis,Public,174066,14535,5465,20000,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2332592_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2332592,235897091,14535,20000,2025-04-18,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,11,,unitid:174066
nih,1R36AG088283-01,ASST_NON_R36AG088283_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,46928.22,5153.78,52082,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R36AG088283_7529,https://reporter.nih.gov/project-details/10952583,270349463,46928.22,46489.3,2025-08-31,2026-03-20,TRUE,TRUE,TRUE,0,1,5080.32,0,0,0,0,0,3,12,,unitid:139658
nsf,2011780,ASST_NON_2011780_4900,Chicago State University,Illinois,Chicago State University,Illinois,Chicago,Public,144005,30581.22,5048.78,35630,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2011780_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2011780,234867440,30581.22,35630,2025-04-25,2025-05-19,FALSE,FALSE,FALSE,0,1,2377.5700000000015,2377.5700000000015,0,0,0,0,2,30,,unitid:144005
nih,1F31AI183803-01,ASST_NON_F31AI183803_7529,Boston University Medical Campus,Massachusetts,,,,,,44000,4974,48974,2025-05-16,,https://www.usaspending.gov/award/ASST_NON_F31AI183803_7529,https://reporter.nih.gov/project-details/10903492,266718316,44000,48974,2025-02-28,2026-01-28,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,6,16,,boston university medical campus|massachusetts
nih,5F31MH134555-02,ASST_NON_F31MH134555_7529,Harvard University,Massachusetts,Harvard University,Massachusetts,Cambridge,Private not-for-profit,166027,68200,4878,73078,2025-09-24,2025-09-03,https://www.usaspending.gov/award/ASST_NON_F31MH134555_7529,https://reporter.nih.gov/project-details/11013303,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:166027
nsf,2435273,ASST_NON_2435273_4900,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2131.07,4851.93,6983,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2435273_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2435273,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:198419
nih,3R37AI148064-13S1,ASST_NON_R37AI148064_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1882416,4838,1887254,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_R37AI148064_7529,https://reporter.nih.gov/project-details/11160010,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",icahn school of medicine at mount sinai|new york
nih,1F31AI176822-01A1,ASST_NON_F31AI176822_7529,Purdue University,Indiana,Purdue University-Main Campus,Indiana,West Lafayette,Public,243780,44223.94,4750.06,48974,2025-05-16,,https://www.usaspending.gov/award/ASST_NON_F31AI176822_7529,https://reporter.nih.gov/project-details/10825017,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:243780
nih,1F31AI183827-01,ASST_NON_F31AI183827_7529,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,28270,4704,32974,2025-05-16,,https://www.usaspending.gov/award/ASST_NON_F31AI183827_7529,https://reporter.nih.gov/project-details/10902325,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:186131
nih,1F31AI189116-01,ASST_NON_F31AI189116_7529,University of Texas Health Sciences Center,Texas,,,,,,34071.5,4602.5,38674,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31AI189116_7529,https://reporter.nih.gov/project-details/11071349,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of texas health sciences center|texas
epa,84041801,ASST_NON_84041801_068,Florida Atlantic University,Florida,Florida Atlantic University,Florida,Boca Raton,Public,133669,95424.68,4575.32000000001,100000,2025-05-09,2025-10-31,https://www.usaspending.gov/award/ASST_NON_84041801_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84041801,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:133669
nih,1F31DK141124-01,ASST_NON_F31DK141124_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,21881.08,4461.92,26343,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_F31DK141124_7529,https://reporter.nih.gov/project-details/10995741,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:135726
nsf,2227624,ASST_NON_2227624_4900,University of Texas at Austin,Texas,The University of Texas at Austin,Texas,Austin,Public,228778,17489.72,4460.28,21950,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2227624_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2227624,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:228778
nih,1F31EY035931-01A1,ASST_NON_F31EY035931_7529,Baylor College of Medicine,Texas,,,,,,44608,4366,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY035931_7529,https://reporter.nih.gov/project-details/10998599,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",baylor college of medicine|texas
nsf,2201800,ASST_NON_2201800_4900,University of Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,74689.05,4270.95,78960,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2201800_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2201800,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:215293
nih,1F31AG090063-01,ASST_NON_F31AG090063_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,41077.58,4226.42,45304,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG090063_7529,https://reporter.nih.gov/project-details/10996436,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:215062
nih,1F31AI186499-01,ASST_NON_F31AI186499_7529,University of Texas Health Sciences Center,Texas,,,,,,34164.04,4149.96,38314,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186499_7529,https://reporter.nih.gov/project-details/10999180,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of texas health sciences center|texas
nsf,2330886,ASST_NON_2330886_4900,Montana State University,Montana,Montana State University,Montana,Bozeman,Public,180461,53895,4105,58000,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2330886_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2330886,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:180461
nih,5R25MH129792-02,ASST_NON_R25MH129792_7529,Texas A&M University,Texas,Texas A&M University,Texas,College Station,Public,228723,237142.87,4097.89000000001,241240.76,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R25MH129792_7529,https://reporter.nih.gov/project-details/10555336,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:228723
nsf,2210137,ASST_NON_2210137_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,295904.72,4095.28000000003,300000,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2210137_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2210137,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:104151
nih,5R01DC021325-02,ASST_NON_R01DC021325_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,914461.17,4079.68999999994,918540.86,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021325_7529,https://reporter.nih.gov/project-details/10861046,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:157085
nsf,2333494,ASST_NON_2333494_4900,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,191789.93,4035.07000000001,195825,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2333494_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2333494,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:123961
nih,5F31AG076290-03,ASST_NON_F31AG076290_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,114184.5,3916.5,118101,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG076290_7529,https://reporter.nih.gov/project-details/10909195,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:221999
nsf,2331010,ASST_NON_2331010_4900,San Diego State University Foundation,California,San Diego State University,California,San Diego,Public,122409,96116.39,3868.61,99985,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2331010_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2331010,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:122409
nih,5R25EB033070-02,ASST_NON_R25EB033070_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,362422.7,3786.62,366209.32,2025-04-21,,https://www.usaspending.gov/award/ASST_NON_R25EB033070_7529,https://reporter.nih.gov/project-details/10829907,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:233921
nih,5F31DK136333-02,ASST_NON_F31DK136333_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,93111.55,3556.45,96668,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK136333_7529,https://reporter.nih.gov/project-details/10873722,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:144050
nih,1F31DK137440-01A1,ASST_NON_F31DK137440_7529,University of Alabama at Birmingham,Alabama,University of Alabama at Birmingham,Alabama,Birmingham,Public,100663,41311.82,3531.18,44843,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK137440_7529,https://reporter.nih.gov/project-details/10823738,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:100663
epa,84086701,ASST_NON_84086701_068,University of Central Florida,Florida,,,,,,71477.42,3522.58,75000,2025-05-10,2025-12-31,https://www.usaspending.gov/award/ASST_NON_84086701_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84086701,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of central florida|florida
nih,1F31HD114434-01A1,ASST_NON_F31HD114434_7529,"University of California, San Francisco",California,,,,,,27404.58,3409.42,30814,2025-08-20,,https://www.usaspending.gov/award/ASST_NON_F31HD114434_7529,https://reporter.nih.gov/project-details/10995089,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)","university of california, san francisco|california"
nih,5F31GM150277-02,ASST_NON_F31GM150277_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,93275,3393,96668,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31GM150277_7529,https://reporter.nih.gov/project-details/10831836,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:162928
nih,5F31AI179064-02,ASST_NON_F31AI179064_7529,University of New Mexico Health Sciences Center,New Mexico,,,,,,69735.61,3380.39,73116,2025-09-15,,https://www.usaspending.gov/award/ASST_NON_F31AI179064_7529,https://reporter.nih.gov/project-details/11000254,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of new mexico health sciences center|new mexico
nih,1F31AI186463-01,ASST_NON_F31AI186463_7529,Henry Ford Health + Michigan State University Health Sciences,Michigan,,,,,,32432.24,3335.76,35768,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186463_7529,https://reporter.nih.gov/project-details/10996356,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",henry ford health + michigan state university health sciences|michigan
nih,1R01MD019279-01,ASST_NON_R01MD019279_7529,University of Cincinnati,Ohio,University of Cincinnati-Main Campus,Ohio,Cincinnati,Public,201885,239669.43,3330.57000000001,243000,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01MD019279_7529,https://reporter.nih.gov/project-details/10857634,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:201885
nih,1F31AG087599-01,ASST_NON_F31AG087599_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,45720.9,3253.1,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG087599_7529,https://reporter.nih.gov/project-details/10899143,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:162928
nih,1R01HG013794-01,ASST_NON_R01HG013794_7529,Henry Ford Health + Michigan State University Health Sciences,Michigan,,,,,,474812.88,3224.12,478037,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R01HG013794_7529,https://reporter.nih.gov/project-details/10983102,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",henry ford health + michigan state university health sciences|michigan
nsf,2216826,ASST_NON_2216826_4900,St. Catherine University,Minnesota,St Catherine University,Minnesota,Saint Paul,Private not-for-profit,175005,71783.85,3216.14999999999,75000,2025-04-18,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2216826_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2216826,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:175005
nsf,2317250,ASST_NON_2317250_4900,Tulane University,Louisiana,Tulane University of Louisiana,Louisiana,New Orleans,Private not-for-profit,160755,85763.82,3106.17999999999,88870,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2317250_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2317250,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:160755
nih,1F31AG084238-01A1,ASST_NON_F31AG084238_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,45885.57,3088.43,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG084238_7529,https://reporter.nih.gov/project-details/10826583,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:123961
nih,1F31DC021084-01A1,ASST_NON_F31DC021084_7529,University of Louisville,Kentucky,University of Louisville,Kentucky,Louisville,Public,157289,31481.55,3060.45,34542,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_F31DC021084_7529,https://reporter.nih.gov/project-details/10820746,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:157289
nih,5F31DK134160-02,ASST_NON_F31DK134160_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,76642.1,3037.89999999999,79680,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK134160_7529,https://reporter.nih.gov/project-details/10813008,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:215062
