agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,outlay_signal,proposal_flag
nih,5F31AG079597-02,ASST_NON_F31AG079597_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,83477.61,13190.39,96668,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG079597_7529,https://reporter.nih.gov/project-details/10864953,266717345,83477.61,96668,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,0,1,4912,2560,0,0,0,0,4,26,,unitid:139658,E,FALSE,TRUE,TRUE
nih,5F31MD019216-02,ASST_NON_F31MD019216_7529,New York University School of Medicine,New York,New York University,New York,New York,Private not-for-profit,193900,83025.8,13166.2,96192,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_F31MD019216_7529,https://reporter.nih.gov/project-details/11016929,266726649,90341.01,96192,2025-09-18,2025-05-05,TRUE,TRUE,TRUE,7315.209999999992,1.088107672554796,37072.3,21752.79,7315.209999999999,0,0,0,5,22,,unitid:193900,E,FALSE,TRUE,TRUE
nih,5F31MD018926-02,ASST_NON_F31MD018926_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,66940.68,12903.32,79844,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_F31MD018926_7529,https://reporter.nih.gov/project-details/11249106,266726641,66940.68,79844,2025-10-31,2025-05-05,TRUE,TRUE,TRUE,0,1,9940.369999999999,0,0,0,0,0,3,22,,utah state higher education system--university of utah|utah,E,FALSE,TRUE,TRUE
nih,7R36AG088233-02,ASST_NON_R36AG088233_7529,University of Virginia,Virginia,University of Virginia-Main Campus,Virginia,Charlottesville,Public,234076,39477.62,12604.38,52082,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R36AG088233_7529,https://reporter.nih.gov/project-details/11178909,270349462,39477.62,52082,2025-07-31,2026-02-09,TRUE,TRUE,TRUE,0,1,21221.45,5509.980000000003,0,0,0,0,5,13,,unitid:234076,E,FALSE,TRUE,TRUE
nih,5K01HL164874-03,ASST_NON_K01HL164874_7529,Indiana University Indianapolis,Indiana,Indiana University-Indianapolis,Indiana,Indianapolis,Public,151111,324013.07,12466.93,336480,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_K01HL164874_7529,https://reporter.nih.gov/project-details/10897905,268132892,324013.07,336480,2025-07-31,2026-01-20,TRUE,TRUE,TRUE,0,1,32549,16186.48000000001,0,0,0,0,5,35,,unitid:151111,E,FALSE,TRUE,TRUE
nih,5R01EB033917-02,ASST_NON_R01EB033917_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,958163.15,12358.85,970522,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01EB033917_7529,https://reporter.nih.gov/project-details/10896140,270194574,958163.15,970510.9,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,308837.18,273155.3,0,0,0,0,4,27,,unitid:130794,E,FALSE,TRUE,TRUE
nih,5F31GM147952-02,ASST_NON_F31GM147952_7529,University of Connecticut Storrs,Connecticut,,,,,,79486.17,12185.83,91672,2025-05-06,,https://www.usaspending.gov/award/ASST_NON_F31GM147952_7529,https://reporter.nih.gov/project-details/10840294,266724366,79486.17,91672,2025-05-22,2026-02-09,TRUE,FALSE,TRUE,0,1,3346.9900000000016,1622.1900000000023,0,0,0,0,5,24,,university of connecticut storrs|connecticut,E,FALSE,TRUE,TRUE
nih,1F31AG084260-01A1,ASST_NON_F31AG084260_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,37349.99,11624.01,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG084260_7529,https://reporter.nih.gov/project-details/10899976,266717415,37349.99,48974,2025-06-30,2025-06-05,TRUE,FALSE,TRUE,0,1,5421.459999999999,3069.459999999999,0,0,0,0,2,15,,unitid:215293,E,FALSE,TRUE,TRUE
nih,5F31GM149178-02,ASST_NON_F31GM149178_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,78180.5,10925.5,89106,2025-05-05,2025-11-28,https://www.usaspending.gov/award/ASST_NON_F31GM149178_7529,https://reporter.nih.gov/project-details/10840281,266724388,89106,89106,2025-05-31,2025-05-20,TRUE,FALSE,TRUE,10925.5,1.1397471236433638,10925.5,0,10925.5,0,0,0,5,27,,unitid:147767,E,FALSE,TRUE,TRUE
nih,5K22CA276631-02,ASST_NON_K22CA276631_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,295510.16,10744.4300000001,306254.59,2025-09-19,,https://www.usaspending.gov/award/ASST_NON_K22CA276631_7529,https://reporter.nih.gov/project-details/10910988,268143025,295510.16,306254.59,2025-08-05,2026-01-05,FALSE,TRUE,TRUE,0,1,12547.410000000003,12547.410000000003,0,0,0,0,4,23,,unitid:179867,E,FALSE,TRUE,TRUE
nih,3U01GM132133-05S2,ASST_NON_U01GM132133_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,6230.43,9527.57,15758,2025-03-21,,https://www.usaspending.gov/award/ASST_NON_U01GM132133_7529,https://reporter.nih.gov/project-details/10726926,271678274,1729748.3,2299286.78,2025-06-30,2026-03-20,TRUE,FALSE,TRUE,1723517.87,277.6290400502052,31219.080000000005,4251.69000000001,0,0,0,0,17,76,,unitid:215293,E,FALSE,TRUE,TRUE
nih,1F32AG084196-01A1,ASST_NON_F32AG084196_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,67315.94,9512.06,76828,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F32AG084196_7529,https://reporter.nih.gov/project-details/10902655,266731403,67315.94,76828,2025-07-31,2025-06-20,TRUE,TRUE,TRUE,0,1,24373.850000000006,12227.970000000001,0,0,0,0,4,14,,unitid:153658,E,FALSE,TRUE,TRUE
epa,02D48323,ASST_NON_02D48323_068,Jackson State University,Mississippi,Jackson State University,Mississippi,Jackson,Public,175856,31590,8410,40000,2025-03-25,2025-08-31,https://www.usaspending.gov/award/ASST_NON_02D48323_068/,,198417694,31590,40000,2025-08-31,2025-01-08,TRUE,TRUE,TRUE,0,1,11700,11700,0,0,0,0,2,7,,unitid:175856,E,FALSE,TRUE,TRUE
nih,5F31DA053795-03,ASST_NON_F31DA053795_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,150054.59,8365.41,158420,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_F31DA053795_7529,https://reporter.nih.gov/project-details/10838458,266721161,150054.59,158420,2025-05-31,2026-02-09,TRUE,FALSE,TRUE,0,1,6894.970000000001,3971.779999999999,0,0,0,0,7,36,,unitid:135726,E,FALSE,TRUE,TRUE
nih,5K01HL169359-02,ASST_NON_K01HL169359_7529,Rockefeller University,New York,,,,,,265941.87,8090.09000000003,274031.96,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_K01HL169359_7529,https://reporter.nih.gov/project-details/10914262,268132925,265941.87,274031.96,2025-08-31,2026-01-20,TRUE,TRUE,TRUE,0,1,23930.790000000008,19707.630000000005,0,0,0,0,4,22,,rockefeller university|new york,E,FALSE,TRUE,TRUE
nih,1F31EY037190-01,ASST_NON_F31EY037190_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,22226.5,7747.5,29974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY037190_7529,https://reporter.nih.gov/project-details/11071228,266723672,22226.5,29974,2025-05-31,2025-12-19,TRUE,FALSE,TRUE,0,1,11528,0,0,564,0,0,4,8,,unitid:162928,E,TRUE,TRUE,TRUE
nih,5K01HL159038-03,ASST_NON_K01HL159038_7529,New York Medical College,New York,,,,,,398228.17,7680.83000000002,405909,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_K01HL159038_7529,https://reporter.nih.gov/project-details/10914794,268132858,398228.17,405909,2025-08-31,2026-01-20,TRUE,TRUE,TRUE,0,1,55894.07999999999,42556.62999999999,0,0,0,0,6,33,,new york medical college|new york,E,FALSE,TRUE,TRUE
nih,5R25DA056016-03,ASST_NON_R25DA056016_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,521004.62,7415.39000000001,528420.01,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R25DA056016_7529,https://reporter.nih.gov/project-details/10876298,270334148,521004.62,528420.01,2025-06-30,2026-03-20,TRUE,FALSE,TRUE,0,1,142378.26,60149.149999999994,0,0,0,0,6,33,,unitid:123961,E,FALSE,TRUE,TRUE
nih,1F31AI186506-01,ASST_NON_F31AI186506_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,30454.38,7058.62,37513,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186506_7529,https://reporter.nih.gov/project-details/10998785,266718368,30454.38,37513,2025-08-31,2025-04-21,TRUE,TRUE,TRUE,0,1,5037.720000000001,5037.720000000001,0,0,0,0,3,9,,unitid:229027,E,FALSE,TRUE,TRUE
nih,1R25EB036584-01,ASST_NON_R25EB036584_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,260970.55,6788.45000000001,267759,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R25EB036584_7529,https://reporter.nih.gov/project-details/10888842,270334435,260970.55,267759,2025-06-30,2026-02-09,TRUE,FALSE,TRUE,0,1,147623.51,75040.5,0,0,0,0,3,15,,unitid:229027,E,FALSE,TRUE,TRUE
nih,1F31AG090102-01,ASST_NON_F31AG090102_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,42335.2,6638.8,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG090102_7529,https://reporter.nih.gov/project-details/10996049,266717491,40140,48974,2025-07-31,2025-06-05,TRUE,TRUE,TRUE,-2195.199999999997,0.9481471683138382,15529.199999999997,15529.199999999997,0,0,0,0,3,15,,unitid:243744,E,FALSE,TRUE,TRUE
nih,3R35GM145374-03S2,ASST_NON_R35GM145374_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,2171206,6322,2177528,2025-06-01,,https://www.usaspending.gov/award/ASST_NON_R35GM145374_7529,https://reporter.nih.gov/project-details/11061126,270347304,2765501.04,2860820,2027-06-30,2025-07-21,TRUE,TRUE,TRUE,594295.04,1.273716561210682,652564.8,639921.28,0,683292,0,0,8,39,,unitid:144050,E,TRUE,TRUE,TRUE
nih,5F31GM146347-03,ASST_NON_F31GM146347_7529,Albert Einstein College of Medicine,New York,,,,,,136472.33,6231.67000000001,142704,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31GM146347_7529,https://reporter.nih.gov/project-details/10843279,266724352,136472.33,142704,2025-05-15,2026-02-09,TRUE,FALSE,TRUE,0,1,5837.230000000003,5837.230000000003,0,0,0,0,6,37,,albert einstein college of medicine|new york,E,FALSE,TRUE,TRUE
nih,1F31AG086073-01A1,ASST_NON_F31AG086073_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,42993.51,5980.49,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG086073_7529,https://reporter.nih.gov/project-details/11009236,266717448,42993.51,48974,2025-07-31,2025-06-05,TRUE,TRUE,TRUE,0,1,12017.169999999998,5763.87,0,0,0,0,3,14,,unitid:130794,E,FALSE,TRUE,TRUE
nih,5R00HL155845-04,ASST_NON_R00HL155845_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,494564.86,5758.76000000001,500323.62,2025-06-13,2025-11-28,https://www.usaspending.gov/award/ASST_NON_R00HL155845_7529,https://reporter.nih.gov/project-details/10894837,270129192,498000,500323.62,2025-08-31,2025-06-20,TRUE,TRUE,TRUE,3435.140000000014,1.0069457826016996,119011.53,115576.39,3435.1399999999994,0,0,0,5,25,,unitid:147767,E,FALSE,TRUE,TRUE
nih,1R01DC021326-01A1,ASST_NON_R01DC021326_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,534644.84,5697.68000000005,540342.52,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021326_7529,https://reporter.nih.gov/project-details/10900055,270180062,534644.84,540342.52,2025-05-31,2026-02-09,TRUE,FALSE,TRUE,0,1,119717.50999999995,103748.69,0,0,0,0,3,15,,unitid:243744,E,FALSE,TRUE,TRUE
nih,1R36AG088283-01,ASST_NON_R36AG088283_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,46928.22,5153.78,52082,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R36AG088283_7529,https://reporter.nih.gov/project-details/10952583,270349463,46928.22,46489.3,2025-08-31,2026-03-20,TRUE,TRUE,TRUE,0,1,5080.32,0,0,0,0,0,3,12,,unitid:139658,E,FALSE,TRUE,TRUE
nih,3R37AI148064-13S1,ASST_NON_R37AI148064_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1882416,4838,1887254,2025-05-15,,https://www.usaspending.gov/award/ASST_NON_R37AI148064_7529,https://reporter.nih.gov/project-details/11160010,270350764,914246.88,2503928,2027-03-31,2025-06-05,TRUE,TRUE,TRUE,-968169.12,0.48567738480760897,35334.549999999996,0,2940.96,616674,0,0,9,35,,icahn school of medicine at mount sinai|new york,E,TRUE,TRUE,TRUE
nih,1F31AI189116-01,ASST_NON_F31AI189116_7529,University of Texas Health Sciences Center,Texas,,,,,,34071.5,4602.5,38674,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31AI189116_7529,https://reporter.nih.gov/project-details/11071349,266718396,34071.5,38674,2025-11-30,2025-04-04,TRUE,TRUE,TRUE,0,1,24249.7,14560.7,0,0,0,0,3,14,,university of texas health sciences center|texas,E,FALSE,TRUE,TRUE
nih,1F31EY035931-01A1,ASST_NON_F31EY035931_7529,Baylor College of Medicine,Texas,,,,,,44608,4366,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31EY035931_7529,https://reporter.nih.gov/project-details/10998599,266723643,44608,48974,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,0,1,19888.08,0,0,0,0,0,3,7,,baylor college of medicine|texas,E,FALSE,TRUE,TRUE
nih,1F31AG090063-01,ASST_NON_F31AG090063_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,41077.58,4226.42,45304,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG090063_7529,https://reporter.nih.gov/project-details/10996436,266717483,41077.58,45304,2025-09-04,2025-06-05,TRUE,TRUE,TRUE,0,1,2352,0,0,0,0,0,2,9,,unitid:215062,E,FALSE,TRUE,TRUE
nih,1F31AI186499-01,ASST_NON_F31AI186499_7529,University of Texas Health Sciences Center,Texas,,,,,,34164.04,4149.96,38314,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186499_7529,https://reporter.nih.gov/project-details/10999180,266718367,34164.04,38314,2025-08-31,2025-04-21,TRUE,TRUE,TRUE,0,1,17749.58,10693.580000000002,0,0,0,0,2,14,,university of texas health sciences center|texas,E,FALSE,TRUE,TRUE
nih,5R01DC021325-02,ASST_NON_R01DC021325_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,914461.17,4079.68999999994,918540.86,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021325_7529,https://reporter.nih.gov/project-details/10861046,270180061,914461.17,918540.86,2025-05-31,2025-09-05,TRUE,FALSE,TRUE,0,1,105387.66000000003,5491.97000000003,0,0,0,0,5,25,,unitid:157085,E,FALSE,TRUE,TRUE
nih,5F31AG076290-03,ASST_NON_F31AG076290_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,114184.5,3916.5,118101,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG076290_7529,https://reporter.nih.gov/project-details/10909195,266717306,114184.5,118101,2025-08-31,2025-06-05,TRUE,TRUE,TRUE,0,1,31194,26490,0,0,0,0,5,33,,unitid:221999,E,FALSE,TRUE,TRUE
nih,5R25EB033070-02,ASST_NON_R25EB033070_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,362422.7,3786.62,366209.32,2025-04-21,,https://www.usaspending.gov/award/ASST_NON_R25EB033070_7529,https://reporter.nih.gov/project-details/10829907,270334416,362422.7,366209.32,2025-04-30,2026-01-28,TRUE,FALSE,TRUE,0,1,58990.78000000001,4868.270000000019,0,0,0,0,6,26,,unitid:233921,E,FALSE,TRUE,TRUE
nih,1F31AI186463-01,ASST_NON_F31AI186463_7529,Henry Ford Health + Michigan State University Health Sciences,Michigan,,,,,,32432.24,3335.76,35768,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186463_7529,https://reporter.nih.gov/project-details/10996356,266718358,32432.24,35768,2025-08-15,2025-04-21,TRUE,TRUE,TRUE,0,1,8672.16,3012.7100000000028,0,0,0,0,3,11,,henry ford health + michigan state university health sciences|michigan,E,FALSE,TRUE,TRUE
nih,1R01MD019279-01,ASST_NON_R01MD019279_7529,University of Cincinnati,Ohio,University of Cincinnati-Main Campus,Ohio,Cincinnati,Public,201885,239669.43,3330.57000000001,243000,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01MD019279_7529,https://reporter.nih.gov/project-details/10857634,270238648,239669.43,243000,2025-06-30,2026-02-09,TRUE,FALSE,TRUE,0,1,233994.2,217731.03,0,0,0,0,2,11,,unitid:201885,E,FALSE,TRUE,TRUE
nih,1F31AG087599-01,ASST_NON_F31AG087599_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,45720.9,3253.1,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG087599_7529,https://reporter.nih.gov/project-details/10899143,266717452,45720.9,48974,2025-06-30,2025-06-05,TRUE,FALSE,TRUE,0,1,4704,0,0,0,0,0,3,13,,unitid:162928,E,FALSE,TRUE,TRUE
nih,1R01HG013794-01,ASST_NON_R01HG013794_7529,Henry Ford Health + Michigan State University Health Sciences,Michigan,,,,,,474812.88,3224.12,478037,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R01HG013794_7529,https://reporter.nih.gov/project-details/10983102,270221377,474812.88,475509.56,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,380267.69,272680.24,0,0,0,0,6,22,,henry ford health + michigan state university health sciences|michigan,E,FALSE,TRUE,TRUE
nih,1F31AG084238-01A1,ASST_NON_F31AG084238_7529,University of Southern California,California,University of Southern California,California,Los Angeles,Private not-for-profit,123961,45885.57,3088.43,48974,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG084238_7529,https://reporter.nih.gov/project-details/10826583,266717412,45885.57,48974,2025-08-14,2025-06-05,TRUE,TRUE,TRUE,0,1,19701.65,11272.910000000003,0,0,0,0,4,8,,unitid:123961,E,FALSE,TRUE,TRUE
nih,5F31DK134160-02,ASST_NON_F31DK134160_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,76642.1,3037.89999999999,79680,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK134160_7529,https://reporter.nih.gov/project-details/10813008,266722954,76642.1,79513.96,2026-03-31,2026-03-05,TRUE,TRUE,TRUE,0,1,2518.040000000001,0,0,0,0,0,5,27,,unitid:215062,E,FALSE,TRUE,TRUE
nih,3P01CA214091-08S2,ASST_NON_P01CA214091_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,73997,2756,76753,2025-04-22,,https://www.usaspending.gov/award/ASST_NON_P01CA214091_7529,https://reporter.nih.gov/project-details/10977258,269407198,6760756.66,14239850,2027-01-31,2026-01-20,TRUE,TRUE,TRUE,6686759.66,91.36528048434396,1543266.5699999998,915603.3,294899.4199999999,1351642,0,1351642,24,48,,unitid:134130,E,TRUE,TRUE,TRUE
nih,1F31DA059204-01A1,ASST_NON_F31DA059204_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,46501.04,2472.96,48974,2025-05-19,,https://www.usaspending.gov/award/ASST_NON_F31DA059204_7529,https://reporter.nih.gov/project-details/10900887,266721281,46501.04,48974,2025-06-30,2026-02-09,TRUE,FALSE,TRUE,0,1,10352.100000000002,79.04000000000087,0,0,0,0,4,13,,unitid:135726,E,FALSE,TRUE,TRUE
nih,1F31AI176652-01A1,ASST_NON_F31AI176652_7529,Texas A&M University Health Science Center,Texas,,,,,,35143.43,2424.57,37568,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_F31AI176652_7529,https://reporter.nih.gov/project-details/10826749,266718189,35143.43,37568,2025-05-31,2025-06-20,TRUE,FALSE,TRUE,0,1,4326.489999999998,0,0,0,0,0,5,14,,texas a&m university health science center|texas,E,FALSE,TRUE,TRUE
nih,5F31GM151846-02,ASST_NON_F31GM151846_7529,Baylor College of Medicine,Texas,,,,,,94785.87,1882.13,96668,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31GM151846_7529,https://reporter.nih.gov/project-details/10906657,266724422,94785.87,96668,2025-06-30,2024-10-04,TRUE,FALSE,TRUE,0,1,25754.780000000002,1875.5699999999997,0,0,0,0,3,22,,baylor college of medicine|texas,E,FALSE,TRUE,TRUE
nih,8K00MH138729-03,ASST_NON_K00MH138729_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,79305.15,1796.95000000001,81102.1,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_K00MH138729_7529,https://reporter.nih.gov/project-details/10702052,268129166,79305.15,81102.1,2025-06-30,2025-12-19,TRUE,FALSE,TRUE,0,1,17013.42,3555.590000000004,0,0,0,0,3,14,,unitid:162928,E,FALSE,TRUE,TRUE
nih,1F31AI186614-01,ASST_NON_F31AI186614_7529,George Washington University,District Of Columbia,George Washington University,District Of Columbia,Washington,Private not-for-profit,131469,42044.26,1711.74,43756,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186614_7529,https://reporter.nih.gov/project-details/11007395,266718379,42044.26,43756,2025-06-30,2025-04-21,TRUE,FALSE,TRUE,0,1,14437.840000000004,0,0,0,0,0,3,14,,unitid:131469,E,FALSE,TRUE,TRUE
nih,5F31NR020977-02,ASST_NON_F31NR020977_7529,University of Miami Coral Gables,Florida,,,,,,85935,1687,87622,2025-08-19,,https://www.usaspending.gov/award/ASST_NON_F31NR020977_7529,https://reporter.nih.gov/project-details/10896960,266728611,85935,87622,2025-07-31,2025-09-05,FALSE,TRUE,TRUE,0,1,1694.0699999999997,1694.0699999999997,0,0,0,0,4,22,,university of miami coral gables|florida,E,FALSE,TRUE,TRUE
nih,5F31AG082498-02,ASST_NON_F31AG082498_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,77525.55,1624.45,79150,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG082498_7529,https://reporter.nih.gov/project-details/10873075,266717393,77525.55,79150,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,0,1,3679.290000000008,762.6900000000023,0,0,0,0,4,23,,unitid:229027,E,FALSE,TRUE,TRUE
nih,5F31AG081095-02,ASST_NON_F31AG081095_7529,Baylor College of Medicine,Texas,,,,,,95053.24,1614.75999999999,96668,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG081095_7529,https://reporter.nih.gov/project-details/10915446,266717380,95053.24,96668,2025-08-06,2025-06-05,TRUE,TRUE,TRUE,0,1,26081.63,4729.510000000002,0,0,0,0,4,22,,baylor college of medicine|texas,E,FALSE,TRUE,TRUE
nih,1F31AI181059-01A1,ASST_NON_F31AI181059_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,41083.6,1600.4,42684,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI181059_7529,https://reporter.nih.gov/project-details/10996860,266718257,41083.6,42684,2025-08-09,2025-04-21,TRUE,TRUE,TRUE,0,1,11760,9408,0,0,0,0,3,12,,unitid:233921,E,FALSE,TRUE,TRUE
nih,1F31GM154483-01,ASST_NON_F31GM154483_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,38859.02,1347.98,40207,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31GM154483_7529,https://reporter.nih.gov/project-details/10902766,266724446,38859.02,40207,2025-05-31,2026-02-09,TRUE,FALSE,TRUE,0,1,2749.2000000000007,292.9500000000007,0,0,0,0,3,15,,utah state higher education system--university of utah|utah,E,FALSE,TRUE,TRUE
nih,1F31DA060032-01,ASST_NON_F31DA060032_7529,New York University,New York,New York University,New York,New York,Private not-for-profit,193900,38690,1176,39866,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31DA060032_7529,https://reporter.nih.gov/project-details/10824977,266721314,38690,39866,2025-09-17,2026-02-09,TRUE,TRUE,TRUE,0,1,11764.36,9412.36,0,0,0,0,4,14,,unitid:193900,E,FALSE,TRUE,TRUE
nih,5F31HL170551-02,ASST_NON_F31HL170551_7529,Medical University of South Carolina,South Carolina,Medical University of South Carolina,South Carolina,Charleston,Public,218335,104916.35,1063.64999999999,105980,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_F31HL170551_7529,https://reporter.nih.gov/project-details/10899503,266726303,104916.35,105980,2025-06-30,2025-06-20,TRUE,FALSE,TRUE,0,1,53720.2,2317.760000000002,0,0,0,0,4,18,,unitid:218335,E,FALSE,TRUE,TRUE
nih,5T32GM139805-04,ASST_NON_T32GM139805_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,533208.65,1024.38,534233.03,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_T32GM139805_7529,https://reporter.nih.gov/project-details/11014365,271486213,533208.65,534233.03,2025-04-30,2025-12-05,TRUE,FALSE,TRUE,0,1,27986.710000000006,891.9899999999907,0,0,0,0,10,35,,utah state higher education system--university of utah|utah,E,FALSE,TRUE,TRUE
nih,5R01GM151513-02,ASST_NON_R01GM151513_7529,Claremont Graduate University,California,,,,,,732603.57,985.430000000051,733589,2025-06-16,,https://www.usaspending.gov/award/ASST_NON_R01GM151513_7529,https://reporter.nih.gov/project-details/10911338,270212298,732603.57,732603.57,2025-06-30,2026-03-20,TRUE,FALSE,TRUE,0,1,154941.69999999998,97071.41999999998,0,0,0,0,4,18,,claremont graduate university|california,E,FALSE,TRUE,TRUE
nih,1F31AI186483-01,ASST_NON_F31AI186483_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,33740,630,34370,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186483_7529,https://reporter.nih.gov/project-details/10997529,266718361,33740,34370,2025-07-31,2025-04-21,TRUE,TRUE,TRUE,0,1,12070,9718,0,0,0,0,2,9,,unitid:221999,E,FALSE,TRUE,TRUE
