agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,outlay_signal,proposal_flag
nih,4R00AG078286-02,ASST_NON_R00AG078286_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,228148.31,31795.69,259944,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R00AG078286_7529,https://reporter.nih.gov/project-details/11126965,270126396,228148.31,241407.2,2025-08-31,2026-01-28,TRUE,TRUE,TRUE,0,1,94402.67999999998,51335.17,0,0,0,0,3,15,,unitid:157085,E,FALSE,TRUE,TRUE
nih,3R35GM119426-09S1,ASST_NON_R35GM119426_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,1964981,30893,1995874,2025-06-11,,https://www.usaspending.gov/award/ASST_NON_R35GM119426_7529,https://reporter.nih.gov/project-details/11084684,270345465,1830096.09,4327563,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,-134884.90999999992,0.9313556161611741,245571.09000000003,138263.08999999997,75218.92,421686,0,0,23,48,,unitid:139658,E,TRUE,TRUE,TRUE
nih,5K99MH135062-02,ASST_NON_K99MH135062_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,268739.74,30204.26,298944,2025-05-08,2025-11-28,https://www.usaspending.gov/award/ASST_NON_K99MH135062_7529,https://reporter.nih.gov/project-details/10991690,268155242,268739.74,298944,2026-11-30,2026-02-20,TRUE,TRUE,TRUE,0,1,98093.72,98093.72,0,0,0,0,3,23,,unitid:147767,E,FALSE,TRUE,TRUE
nih,5R01AI173108-02,ASST_NON_R01AI173108_7529,University of Oklahoma Health Sciences Center,Oklahoma,University of Oklahoma-Health Sciences Center,Oklahoma,Oklahoma City,Public,207342,1032409.38,29572.62,1061982,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R01AI173108_7529,https://reporter.nih.gov/project-details/10897165,270148717,1032409.38,1034986.91,2025-07-31,2026-02-20,TRUE,TRUE,TRUE,0,1,425418.42,310184.60000000003,0,0,0,0,4,25,,unitid:207342,E,FALSE,TRUE,TRUE
nih,5R01AI178975-02,ASST_NON_R01AI178975_7529,University of Virginia,Virginia,University of Virginia-Main Campus,Virginia,Charlottesville,Public,234076,1203474.72,27566.28,1231041,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_R01AI178975_7529,https://reporter.nih.gov/project-details/10851825,270149142,1203474.72,1226996.81,2025-04-30,2026-03-05,TRUE,FALSE,TRUE,0,1,1615.5800000000163,0,0,0,0,0,4,25,,unitid:234076,E,FALSE,TRUE,TRUE
nih,1F31HG013889-01,ASST_NON_F31HG013889_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,21494.75,27479.25,48974,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_F31HG013889_7529,https://reporter.nih.gov/project-details/10997667,266725271,48974,48974,2025-10-31,2025-04-21,TRUE,TRUE,TRUE,27479.25,2.278416822712523,29939.23,0,27479.25,0,0,0,2,10,,unitid:130794,E,FALSE,TRUE,TRUE
nih,5F31DA059253-02,ASST_NON_F31DA059253_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,70503.7,26164.3,96668,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31DA059253_7529,https://reporter.nih.gov/project-details/10932885,266721291,70503.7,96668,2025-09-25,2026-02-09,TRUE,TRUE,TRUE,0,1,13924.820000000003,12657.7,0,0,0,0,4,25,,unitid:130794,E,FALSE,TRUE,TRUE
nih,5F31MD017957-03,ASST_NON_F31MD017957_7529,University of Houston,Texas,University of Houston,Texas,Houston,Public,225511,83303.65,25408.35,108712,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_F31MD017957_7529,https://reporter.nih.gov/project-details/10976430,266726636,83303.65,108712,2025-10-31,2025-05-05,TRUE,TRUE,TRUE,0,1,14258.18,1449.2000000000007,0,0,0,0,9,28,,unitid:225511,E,FALSE,TRUE,TRUE
nih,5R25AG076396-03,ASST_NON_R25AG076396_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,940445.59,24272.5800000001,964718.17,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R25AG076396_7529,https://reporter.nih.gov/project-details/10847467,270333326,940445.59,964718.17,2025-05-31,2025-11-20,TRUE,FALSE,TRUE,0,1,83298.16000000003,0,0,0,0,0,8,33,,unitid:134130,E,FALSE,TRUE,TRUE
nih,1R25DC021132-01A1,ASST_NON_R25DC021132_7529,Creighton University,Nebraska,Creighton University,Nebraska,Omaha,Private not-for-profit,181002,58698.68,24256.93,82955.61,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R25DC021132_7529,https://reporter.nih.gov/project-details/10936053,270334209,58698.68,82955.61,2025-06-30,2026-02-09,TRUE,FALSE,TRUE,0,1,5831.720000000001,0,0,0,0,0,3,13,,unitid:181002,E,FALSE,TRUE,TRUE
nih,5K01HL159032-03,ASST_NON_K01HL159032_7529,University of Mississippi Medical Center,Mississippi,,,,,,295009.86,24172.14,319182,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_K01HL159032_7529,https://reporter.nih.gov/project-details/10898077,268132855,295009.86,319182,2025-07-31,2026-01-20,TRUE,TRUE,TRUE,0,1,37509.93000000001,24028.08,0,0,0,0,5,29,,university of mississippi medical center|mississippi,E,FALSE,TRUE,TRUE
nih,5F31HL165896-03,ASST_NON_F31HL165896_7529,University of Connecticut Storrs,Connecticut,,,,,,119473.68,23946.32,143420,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_F31HL165896_7529,https://reporter.nih.gov/project-details/10904774,266726214,119473.68,143420,2025-08-18,2025-09-05,TRUE,TRUE,TRUE,0,1,7056,4704,0,0,0,0,5,38,,university of connecticut storrs|connecticut,E,FALSE,TRUE,TRUE
nih,5R01DC021065-02,ASST_NON_R01DC021065_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,1218458.36,23324.8699999999,1241783.23,2025-05-23,,https://www.usaspending.gov/award/ASST_NON_R01DC021065_7529,https://reporter.nih.gov/project-details/10839390,270180031,1218458.36,1241783.23,2025-06-30,2025-12-05,TRUE,FALSE,TRUE,0,1,164363.55000000005,100106.54000000004,0,0,0,0,4,25,,unitid:134130,E,FALSE,TRUE,TRUE
