unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
458210,64,80,56,50,,33,71,71,,,,,100,,57,57,64,80,56,50,,33,71,71,,,,,100,,33,33,67,67,80,80
458229,50,100,44,,,40,60,67,50,,,,,,50,50,50,100,44,,,40,60,67,50,,,,,,40,40,60,60,,
458274,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,67,,75,
458405,62,79,43,69,59,60,67,100,50,88,67,,64,,,,,,,,,,,,,,,,,,35,,50,,84,
458441,32,15,35,33,28,50,,,,,100,,71,,,,,,,,,,,,,,,,,,29,,67,,53,
458681,31,54,19,71,19,14,100,100,,0,100,,29,,,,,,,,,,,,,,,,,,29,,67,,33,
458803,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,100,,100,
458812,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,100,,83,
458821,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,100,
458830,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,100,
458858,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,25,,33,
458867,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,100,,100,
458919,23,17,29,0,25,0,,,,,100,,,23,25,25,25,17,33,0,29,0,,,,,100,,,25,33,33,0,0,20,25
458964,0,0,0,,0,,,,,,,,,50,0,0,0,0,0,,0,,,,,,,,,50,0,0,,,0,0
458973,50,33,100,0,50,,,,,,,100,,25,25,25,50,33,100,0,50,,,,,,,100,,25,0,0,,,67,67
459019,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,100,,,
459046,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,0,,,
459055,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,0,,100,
459064,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,33,
459116,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,80,
459170,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,48,
459198,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,50,,100,
459204,72,66,73,74,51,79,71,74,52,44,72,,89,0,,,,,,,,,,,,,,,,,73,,84,,51,
459213,70,71,70,63,60,74,74,74,74,75,61,,58,,100,100,100,,100,,,,,,,,100,,,,71,,72,,67,100
459231,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,100,,79,
459259,21,20,21,27,20,0,,,,,,,,,11,17,17,0,23,20,18,0,,,,,,,,,19,14,40,33,0,0
459268,14,20,12,0,22,20,0,0,0,,,,,,6,11,11,25,7,0,22,0,0,0,0,,,,,,14,10,0,0,17,17
459277,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,88,,94,
459286,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,71,
459295,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,80,,83,
459301,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,67,,,
459329,66,57,72,64,75,73,57,57,,0,,,67,,,,,,,,,,,,,,,,,,63,,,,69,
459347,72,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,69,,100,,100,
459374,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,100,,91,
459392,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,100,
459408,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,76,
459426,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,87,,92,
459499,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,
459514,88,75,89,89,81,93,,,,,,,,,,,,,,,,,,,,,,,,,83,,89,,93,
459523,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,80,
459532,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
459541,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,
459550,74,50,75,74,50,100,67,67,,100,,,67,,,,,,,,,,,,,,,,,,61,,100,,,
459578,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,40,,60,
459727,42,33,43,47,0,0,,,,,50,,0,23,35,39,39,33,40,47,,0,,,,,25,,0,26,41,40,33,33,50,40
459842,50,0,60,43,0,67,100,100,,,,,,,27,45,45,0,56,33,0,67,100,100,,,,,,,50,43,100,100,0,0
459851,40,0,50,100,0,0,,,,,0,,,,33,33,33,0,50,100,,0,,,,,0,,,,50,50,,,0,0
459949,29,19,37,33,35,28,14,14,,,,100,50,40,12,24,29,19,37,33,35,28,14,14,,,,100,50,40,28,28,21,21,34,34
459958,62,63,61,60,42,76,50,,50,,,,50,,,,,,,,,,,,,,,,,,62,,75,,50,
459967,71,74,69,72,86,70,100,100,100,,0,,67,,,,,,,,,,,,,,,,,,70,,67,,77,
459985,60,69,49,56,,61,100,,100,,,,100,3,,,,,,,,,,,,,,,,,61,,82,,35,
459994,20,25,0,33,0,,,,,,,,,60,20,20,20,25,0,33,0,,,,,,,,,60,0,0,0,0,50,50
460011,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,75,,88,
460020,36,57,29,35,38,33,,,,0,50,,0,,,,,,,,,,,,,,,,,,36,,0,,71,
460093,60,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,61,,50,,50,
460109,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,100,,38,
460118,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,83,,100,
460127,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,67,,50,
460136,59,49,60,49,52,61,72,71,100,,100,,68,0,,,,,,,,,,,,,,,,,60,,57,,55,
460145,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,45,,,
460172,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,85,,72,
460181,59,52,60,68,44,92,67,67,,100,62,,,,,,,,,,,,,,,,,,,,59,,71,,48,
460190,64,66,64,68,65,63,14,33,0,67,66,,63,,,,,,,,,,,,,,,,,,69,,80,,19,
460206,66,54,68,71,63,56,86,83,100,78,65,,,,,,,,,,,,,,,,,,,,63,,81,,68,
460349,0,0,0,,,0,,,,,0,,,,0,0,0,0,0,,,0,,,,,0,,,,0,0,,,0,0
460376,0,0,0,,,,0,0,,,,0,,100,0,0,0,0,0,,,,0,0,,,,0,,100,,,,,0,0
460394,33,30,34,36,16,32,46,50,25,,50,0,42,6,,,,,,,,,,,,,,,,,37,,0,,29,
460464,33,30,36,33,25,30,64,65,0,33,25,,25,8,,,,,,,,,,,,,,,,,36,,,,31,
460482,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,0,,0,
460525,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,100,,60,
460534,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,69,,52,
460543,68,68,69,69,48,72,38,36,50,88,71,100,64,1,,,,,,,,,,,,,,,,,67,,78,,61,
460677,57,33,68,,,57,,,,,,,,7,,,,,,,,,,,,,,,,,56,,,,100,
460701,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,100,,,
460756,35,,35,100,,100,33,38,30,,100,0,13,,,,,,,,,,,,,,,,,,35,,33,,33,
460765,77,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,100,,100,,22,
460808,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
460817,59,70,48,65,45,67,100,100,,0,100,,69,,,,,,,,,,,,,,,,,,44,,50,,72,
460826,47,63,39,63,46,45,,,,100,75,,16,,,,,,,,,,,,,,,,,,35,,100,,77,
460835,64,79,51,68,64,17,0,0,,0,100,,50,,,,,,,,,,,,,,,,,,39,,100,,93,
460862,67,,67,72,100,75,100,,100,,50,,25,3,,,,,,,,,,,,,,,,,80,,0,,73,
460871,100,,100,,100,,,,,,,,,,100,100,100,,100,,100,,,,,,,,,,,,100,100,,
460914,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,91,,88,
460932,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,90,
460969,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,50,,88,
460978,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,84,,28,
460987,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,97,,50,
460996,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,91,,95,
461014,32,30,32,0,39,33,50,50,,50,13,,,,,,,,,,,,,,,,,,,,40,,25,,0,
461023,32,25,33,27,0,25,,,,,39,,,,17,21,21,0,26,14,0,,,,,,25,,,,32,26,0,0,38,0
461032,22,25,0,25,25,,0,,0,,,,,,100,100,100,100,,100,,,,,,,,,,,0,,50,100,0,
461087,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,95,
461111,60,60,,100,,50,,,,,,,,40,,,,,,,,,,,,,,,,,60,,,,,
461148,71,70,72,100,100,,100,100,,,50,70,,2,66,66,66,63,71,100,100,,100,100,,,50,66,,2,52,48,83,70,72,70
461175,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,54,
461193,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,87,,89,
461218,86,67,87,86,85,92,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,100,
461245,93,88,100,100,89,80,100,,100,,,,,,,,,,,,,,,,,,,,,,0,,,,97,
461254,91,91,91,95,,79,100,100,,,,83,100,,,,,,,,,,,,,,,,,,100,,0,,0,
461263,100,,100,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
461272,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,33,,70,
461306,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,13,
461315,9,0,14,0,,,100,100,,0,,,0,,,,,,,,,,,,,,,,,,14,,,,0,
461342,90,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,80,,100,,93,
461388,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,25,,100,
461421,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,67,,88,
461494,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,57,,70,
461500,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,50,
461528,69,43,100,50,,100,100,100,,,,,100,8,0,0,0,0,,0,,,,,,,,,,33,100,,67,0,40,0
461537,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,100,
461555,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,75,,81,
461573,64,64,60,72,55,50,100,100,,,,,,,,,,,,,,,,,,,,,,,68,,61,,47,
461582,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
461607,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,33,,100,
461625,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,
461652,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,100,
461689,55,22,58,53,43,63,50,57,0,100,,,39,,,,,,,,,,,,,,,,,,55,,72,,46,
461704,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,74,,80,
461713,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
461722,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,100,,71,
461740,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,
461759,34,18,55,,36,0,,,,,0,,,,4,16,20,17,29,,21,0,,,,,,,,,33,22,,,40,0
461768,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,100,,67,
461786,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,25,
461795,27,19,37,,20,32,0,0,,,,27,100,,22,27,27,19,37,,20,32,0,0,,,,27,100,,31,31,33,33,21,21
461810,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
461829,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,3,
461838,93,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,92,,80,,96,
461847,33,33,,33,,,,,,,,,,44,33,33,33,33,,33,,,,,,,,,,44,,,,,33,33
461856,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,72,,100,
461865,58,59,58,100,56,100,100,100,,,,,,,,,,,,,,,,,,,,,,,70,,82,,0,
461874,74,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,85,,100,,0,
461883,100,100,100,,,,,,,,,100,,,100,100,100,100,100,,,,,,,,,100,,,,,,,100,100
461892,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
461908,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,88,,80,
461917,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,75,,67,
461926,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,91,,78,
461944,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,100,,,
461953,65,100,63,57,,100,,,,,,,,,,,,,,,,,,,,,,,,,73,,100,,40,
461962,81,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,62,,100,,84,
461999,59,0,60,59,60,67,100,100,,,,,0,,,,,,,,,,,,,,,,,,58,,50,,61,
462008,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,100,,100,
462017,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,71,,64,
462035,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,100,,67,
462053,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,86,
462062,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,100,,91,
462071,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,100,,78,
462336,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,100,,100,
462354,65,59,72,71,0,60,0,0,,,60,50,100,8,65,65,65,59,72,71,0,60,0,0,,,60,50,100,8,61,61,86,86,60,60
463056,65,62,69,67,60,56,80,80,,100,75,56,45,16,44,62,65,62,69,67,60,56,80,80,,100,75,56,45,16,64,64,68,68,64,64
464226,23,26,12,20,8,27,50,50,50,0,,50,18,,17,22,23,26,12,20,8,27,50,50,50,0,,50,18,,21,21,15,15,33,33
466921,33,,33,33,,,,,,,,,,33,33,33,33,,33,33,,,,,,,,,,33,0,0,50,50,,
466930,0,,0,0,,0,,,,,,,,50,0,0,0,,0,0,,0,,,,,,,,50,0,0,0,0,,
467094,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,100,,100,
467863,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,50,,63,
467872,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,100,,79,
467906,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,83,,100,
468246,59,63,59,59,40,62,100,100,,100,,,55,,,,,,,,,,,,,,,,,,56,,52,,67,
468255,85,,85,88,,80,100,100,,0,100,,100,,,,,,,,,,,,,,,,,,84,,80,,100,
468291,53,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,47,,80,,57,
468769,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,100,,81,
468848,66,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,64,,83,,72,
468893,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,80,
468909,63,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,61,,78,,84,
468963,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,81,,65,
469416,74,58,83,,,74,,,,,,,,,3,6,24,25,24,,,24,,,,,,,,,78,26,,,58,17
469610,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,100,,,
469629,63,63,56,67,41,42,,,,82,83,,,,,,,,,,,,,,,,,,,,76,,20,,38,
469911,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60,,92,
470038,56,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,54,,77,,82,
470047,100,,100,100,,,,,,,,,100,,,,,,,,,,,,,,,,,,100,,,,,
470296,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,100,
470393,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,100,,100,
474863,33,20,34,43,22,39,25,50,0,,0,,0,30,27,40,40,25,45,50,25,38,100,100,,,,,,33,27,36,50,100,50,
474915,67,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,63,,77,,71,
474924,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,67,,43,
475015,97,100,97,96,100,100,,,,,100,,100,,,,,,,,,,,,,,,,,,100,,,,95,
475024,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,33,,75,
475060,31,19,33,45,29,50,0,0,,,100,,40,,,,,,,,,,,,,,,,,,31,,100,,0,
475121,5,0,6,8,5,0,0,0,0,0,0,,,1,3,5,5,0,6,7,4,0,0,0,,0,0,,,1,6,6,0,0,0,0
475176,66,67,65,68,50,68,71,71,71,50,50,100,61,,,,,,,,,,,,,,,,,,63,,68,,74,
475282,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,100,,100,
475325,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,67,,40,
475404,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,100,,100,
475431,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,91,
475468,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,92,
475486,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,67,,86,
475547,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,100,,100,
475556,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,100,,71,
475565,25,23,26,36,20,23,40,40,,0,,36,29,15,,,,,,,,,,,,,,,,,25,,0,,26,
475574,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
475608,57,67,40,71,0,0,,,,,100,100,,,14,43,57,67,40,71,0,0,,,,,100,100,,,25,25,33,33,86,86
475635,0,0,,0,,,,,,,,,,100,0,0,0,0,,0,,,,,,,,,,100,,,0,0,,
475653,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,0,
475662,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,
475705,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
475714,72,74,63,70,80,71,,,,,100,,,,,,,,,,,,,,,,,,,,100,,100,,70,
475723,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,68,
475741,100,,100,100,,,,,,,,,,,100,100,100,,100,100,,,,,,,,,,,100,100,,,,
475839,50,25,63,71,0,,0,,0,,50,,,,,,,,,,,,,,,,,,,,50,,0,,100,
476063,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,67,,85,
476179,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,50,,50,
476230,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,100,,40,
476489,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,
476498,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,90,
476568,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,0,
476595,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,76,,,
476601,12,12,,12,,,,,,,,,,,12,12,12,12,,12,,,,,,,,,,,23,23,,,0,0
476610,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,0,,80,
476629,59,75,58,61,50,50,,,,0,,,100,,,,,,,,,,,,,,,,,,52,,92,,47,
476683,61,67,60,74,50,100,50,50,,,100,,,39,,,,,,,,,,,,,,,,,94,,50,,46,
476692,75,75,,75,,,,,,,,,,25,0,0,0,0,,0,,,,,,,,,,25,100,0,,,0,0
476708,64,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,65,,80,,56,
476717,53,53,,53,,,,,,,,,,10,0,53,53,53,,53,,,,,,,,,,10,58,58,,,14,14
476726,78,81,77,67,,78,100,100,,,,,,,,,,,,,,,,,,,,,,,76,,0,,79,
476735,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,100,
476753,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,75,,75,
476780,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
476799,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,85,,81,
476805,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,100,,86,
476841,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,80,,83,
476850,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,57,,50,
476869,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,83,,,
476878,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,92,,75,
476887,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,60,
476896,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,100,,52,
476902,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,100,,100,
476939,76,83,75,33,43,81,75,75,,,100,,,,,,,,,,,,,,,,,,,,76,,81,,45,
476984,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,100,,72,
476993,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,96,,98,
477002,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,98,
477233,63,60,65,58,100,,100,100,,,33,,100,28,,,,,,,,,,,,,,,,,60,,56,,77,
478582,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,100,
478591,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,80,,52,
478616,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,50,,50,
478917,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,91,
478953,73,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,55,,82,,86,
479062,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,81,,94,
479424,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,81,,73,
479956,34,36,31,36,0,30,0,,0,100,33,100,0,2,17,28,31,33,30,36,0,14,0,,0,0,33,100,0,2,31,26,37,38,34,31
479965,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,100,
479974,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,100,
479983,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,100,,75,
479992,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
480000,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,22,,,
480019,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,55,
480028,41,55,0,40,29,50,50,50,,100,,0,50,,,,,,,,,,,,,,,,,,42,,0,,44,
480037,70,69,72,75,62,76,71,79,33,,60,,62,,,,,,,,,,,,,,,,,,66,,81,,89,
480073,9,0,13,0,25,0,,,,,,,,,0,0,13,0,17,0,25,0,,,,,,,,,13,14,0,,0,0
480091,18,2,21,19,15,26,33,33,,25,50,,7,2,0,0,0,,0,0,,,,,,,,,,,20,0,40,0,3,0
480125,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,92,,28,
480161,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,100,,67,
480204,56,51,57,42,35,59,67,67,,100,67,,88,,,,,,,,,,,,,,,,,,56,,74,,20,
480310,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,50,,100,
480471,57,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,55,,86,,88,
480523,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,100,,8,
480532,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,50,,50,
480550,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,80,,33,
480657,50,50,50,50,25,100,,,,,67,,,,,,,,,,,,,,,,,,,,45,,67,,50,
480727,96,96,100,100,,,,,,,,75,,,,,,,,,,,,,,,,,,,100,,100,,90,
480781,0,0,0,,0,0,,,,,0,,0,100,,,,,,,,,,,,,,,,,0,,,,0,
480824,57,66,57,55,45,71,50,71,0,50,44,0,50,,,,,,,,,,,,,,,,,,60,,74,,27,
480833,67,63,67,67,54,75,87,86,100,88,58,,64,,,,,,,,,,,,,,,,,,68,,87,,44,
480842,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,
480851,65,59,72,67,58,66,100,100,,,,,,,,,,,,,,,,,,,,,,,63,,100,,50,
480879,67,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,73,,67,,33,
480888,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,75,,0,
480903,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,80,,100,
480921,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,57,,100,
480930,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,25,,75,
480967,24,17,28,,,0,,,,32,,,8,2,,,,,,,,,,,,,,,,,26,,,,22,
480976,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,80,
480985,0,,0,0,,,,,,,,,,60,0,0,0,,0,0,,,,,,,,,,60,0,0,,,,
480994,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,75,
481003,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,100,,78,
481021,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,59,
481049,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,,
481058,0,0,0,,,,0,0,,,,,,,0,0,0,0,0,,,,0,0,,,,,,,,,,,0,0
481100,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,98,
481128,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,
481137,61,69,53,63,0,0,50,50,,,100,,75,,,,,,,,,,,,,,,,,,67,,73,,45,
481146,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,100,,88,
481155,56,56,57,50,58,,,,,,,,50,,,,,,,,,,,,,,,,,,61,,50,,0,
481191,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,83,
481207,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,,,
481225,75,100,50,,,,,,,,,75,,,75,75,75,100,50,,,,,,,,,75,,,,,,,75,75
481243,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,100,,89,
481252,83,,83,,100,100,,,,0,,,,17,,,,,,,,,,,,,,,,,80,,100,,,
481298,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,100,,8,
481313,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,92,,,
481331,94,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,94,,,,,
