opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
008955,PRUONTOS HAIR DESIGN INSTITUTE,The Salon Professional Academy-Altoona,PA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
008958,STENOGRAPH INSTITUTE OF TEXAS,STENOGRAPH INSTITUTE OF TEXAS,TX,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
008959,CLARKSBURG BEAUTY ACADEMY,Clarksburg Beauty Academy and School of Massage Therapy,WV,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
008976,CLAYTON COLLEGE AND STATE UNIVERSITY,Clayton State University,GA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
008981,MARINELLO SCHOOL OF BEAUTY,Marinello School of Beauty,CA,1996,2008,2009,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
008988,LURLEEN B WALLACE STATE JUNIOR COLLEGE,Lurleen B Wallace Community College,AL,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009003,OLEAN BUSINESS INSTITUTE,Olean Business Institute,NY,1996,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009010,MADISONVILLE COMMUNITY COLLEGE,Madisonville Community College,KY,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009022,ASSOCIATED TECHNICAL COLLEGE,Associated Technical College-Los Angeles,CA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009025,SOUTH EASTERN COLLEGE OF BEAUTY CULTURE,Empire Beauty School-Matthews,NC,1996,2012,2013,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009032,EMPIRE COLLEGE SCHOOL OF BUSINESS,Empire College,CA,1996,2023,2024,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
009033,PUEBLO COLLEGE OF BUSINESS AND TECHNOLOGY,PUEBLO COLLEGE OF BUSINESS AND TECHNOLOGY,CO,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
009036,DOROTHY CHRYSLER SCHOOL OF BEAUTY CULTURE,DOROTHY CHRYSLER SCHOOL OF BEAUTY CULTURE,IL,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009038,MR BERNARDS SCHOOL OF HAIR FASHION INC,Mr Bernard's School of Hair Fashion Inc,ME,1996,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
009043,ELMIRA BUSINESS INSTITUTE,Elmira Business Institute,NY,1996,2021,2022,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009047,HUNTINGTON JUNIOR COLLEGE,Huntington Junior College,WV,1996,2024,,1,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,,A,,
009054,WEST VIRGINIA NORTHERN COMMUNITY COLLEGE,West Virginia Northern Community College,WV,1996,2024,,1; 4,yes,no,Public,2-year,Public 2-year,,A,,
009058,BETHEL COLLEGE,Bethel University,MN,1996,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
009059,BETHEL THEOLOGICAL SEMINARY,BETHEL THEOLOGICAL SEMINARY,MN,1996,1996,1997,,no,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
009065,HARTFORD CONSERVATORY,Hartford School of Music,CT,1996,2010,2011,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,M,,
009077,UTICA SCHOOL OF COMMERCE,Utica School of Commerce,NY,1996,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009078,CAPRI INSTITUTE OF HAIR DESIGN,Capri Institute of Hair Design-Clifton,NJ,1996,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009079,WESTERN BUSINESS COLLEGE,Everest College-Portland,OR,1996,2016,2017,1; 5,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D; M,,
009082,INTERNATIONAL BUSINESS COLLEGE,International Business College-El Paso,TX,1996,2019,2020,1; 2; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009088,ITT TECHNICAL INSTITUTE-HAR BRANCH,ITT Technical Institute-Dayton,OH,1996,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009089,HANNIBAL-LAGRANGE COLLEGE,Hannibal-LaGrange University,MO,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
009104,RIVERSIDE HAIRSTYLING ACADEMY,Toni & Guy Hairdressing Academy-Jacksonville,FL,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
009110,JOSEFS SCHOOL OF HAIR DESIGN INC,JOSEFS SCHOOL OF HAIR DESIGN INC,ND,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009129,LEARNING INSTITUTE FOR BEAUTY SCIENCES,Empire Beauty School-Malden,MA,1996,2007,2008,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
009131,STATE BEAUTY SCHOOL,STATE BEAUTY SCHOOL,PA,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009139,MAPLE WOODS COMMUNITY COLLEGE,MAPLE WOODS COMMUNITY COLLEGE,MO,1996,1998,1999,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
009140,LONGVIEW COMMUNITY COLLEGE,LONGVIEW COMMUNITY COLLEGE,MO,1996,1998,1999,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
009145,GOVERNORS STATE UNIVERSITY,Governors State University,IL,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009153,MID-MAINE MEDICAL CENTER SCHOOL OF RADIOLOGIC TECH,MID-MAINE MEDICAL CENTER SCHOOL OF RADIOLOGIC TECH,ME,1996,1998,1999,5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,M,,
009157,WYOMING TECHNICAL INSTITUTE,WyoTech,WY,1996,2024,,1; 5,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
009158,DON BOSCO TECHNICAL INSTITUTE,Don Bosco Technical Institute,CA,1996,2006,2007,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,M,,
009159,PAUL D CAMP COMMUNITY COLLEGE,Paul D Camp Community College,VA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009160,RAPPAHANNOCK COMMUNITY COLLEGE,Rappahannock Community College,VA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009172,COMMUNITY HOSPITAL SCHOOL OF NURSING,Springfield Regional School of Nursing,OH,1996,2012,2013,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
009183,BEN HILL-IRWIN TECHNICAL INSTITUTE,East Central Technical College,GA,1996,2009,2010,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
009185,ROSE STATE COLLEGE,Rose State College,OK,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
009186,DEAN INSTITUTE OF TECHNOLOGY,Dean Institute of Technology,PA,1996,2019,2020,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009187,WEST SIDE INSTITUTE OF TECHNOLOGY,WEST SIDE INSTITUTE OF TECHNOLOGY,OH,1996,2001,2002,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009192,SIERRA NEVADA COLLEGE,Sierra Nevada University,NV,1996,2022,2023,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,M,,
009194,LAKESHORE TECHNICAL COLLEGE,Lakeshore Technical College,WI,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009198,SCHOOL OF COMMUNICATIONS ELECTRONICS,SCHOOL OF COMMUNICATIONS ELECTRONICS,CA,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009204,KIAMICHI AREA VOCATIONAL TECHNICAL SCH SD 7-ATOKA,Kiamichi Technology Center-McAlester,OK,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009223,MBTI BUSINESS TRAINING INSTITUTE,MBTI BUSINESS TRAINING INSTITUTE,WI,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009224,DEVRY INSTITUTE OF TECHNOLOGY,DEVRY UNIVERSITY,GA,1996,2002,2003,1; 5,yes,no,For-profit,4-year,For-profit 4-year,likely_combination_or_successor,C,139533,
009225,TEXAS STATE TECHNICAL COLLEGE-HARLINGEN CAMPUS,Texas State Technical College-Harlingen,TX,1996,2015,2016,1,yes,no,Public,2-year,Public 2-year,likely_combination_or_successor,C,487320,
009226,FRANCIS MARION UNIVERSITY,Francis Marion University,SC,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009228,DEVRY INSTITUTE,DEVRY COLLEGE OF TECHNOLOGY,NJ,1996,2001,2002,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,other_exit,A,,
009230,WAYNE COUNTY COMMUNITY COLLEGE,Wayne County Community College District,MI,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009231,WASHINGTON COUNTY TECHNICAL COLLEGE,Washington County Community College,ME,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009232,CATHOLIC THEOLOGICAL UNION AT CHICAGO,Catholic Theological Union at Chicago,IL,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
009245,CASTLE COLLEGE,CASTLE COLLEGE,NH,1996,1998,1999,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,M,,
009248,SAMARITAN HOSPITAL SCHOOL OF NURSING,Samaritan Hospital School of Nursing,NY,1996,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
009256,MORAINE PARK TECHNICAL COLLEGE,Moraine Park Technical College,WI,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009259,LARAMIE COUNTY COMMUNITY COLLEGE,Laramie County Community College,WY,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
009262,NEW ENGLAND SCHOOL OF ACCOUNTING,NEW ENGLAND SCHOOL OF ACCOUNTING,MA,1996,2002,2003,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
009267,KEE BUSINESS COLLEGE,Altierus Career College-Chesapeake,VA,1996,2018,2019,1; 5,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
009268,KELSEY-JENNEY COLLEGE,KELSEY-JENNEY COLLEGE,CA,1996,2002,2003,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
009270,THE ART INSTITUTE OF ATLANTA,The Art Institute of Atlanta,GA,1996,2023,2024,1; 5,yes,no,For-profit,4-year,For-profit 4-year,apparent_main_campus_closure,D,,
009272,CRAFTON HILLS COLLEGE,Crafton Hills College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
009275,NORTHERN KENTUCKY UNIVERSITY,Northern Kentucky University,KY,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009279,EDUTEK PROFESSIONAL COLLEGES,EDUTEK PROFESSIONAL COLLEGES,CA,1996,1996,1997,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
009283,MIDWAY PARIS BEAUTY SCHOOL,Midway Paris Beauty School,NY,1996,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009284,BRITTANY BEAUTY CENTER,Brittany Beauty Academy,NY,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009292,ANDOVER COLLEGE,Kaplan University-Maine Campus,ME,1996,2010,2011,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009303,JOSEPHS COLLEGE OF BEAUTY-NORFOLK,JOSEPHS COLLEGE OF BEAUTY-NORFOLK,NE,1996,1998,1999,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009313,OWENSBORO JUNIOR COLLEGE OF BUSINESS,Daymar College-Louisville,KY,1996,2017,2018,1; 2; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,A; D,,
009314,MONTANA STATE UNIVERSITY COLL OF TECHN-GREAT FALLS,Great Falls College Montana State University,MT,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009322,WILLIAMSBURG TECHNICAL COLLEGE,Williamsburg Technical College,SC,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009333,UNIVERSITY OF ILLINIOS AT SPRINGFIELD,University of Illinois Springfield,IL,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009335,MESIVTA OF EASTERN PARKWAY-YESHIVA ZICHRON MEILECH,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NY,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
009336,JOHNSTON COMMUNITY COLLEGE,Johnston Community College,NC,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009343,BRYANT AND STRATTON COLLEGE,BRYANT AND STRATTON COLLEGE,OH,1996,2002,2003,1; 5,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A,,
009344,RAMAPO COLLEGE OF NEW JERSEY,Ramapo College of New Jersey,NJ,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009345,THE RICHARD STOCKTON COLLEGE OF NEW JERSEY,Stockton University,NJ,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
009354,MEDCENTER ONE COLLEGE OF NURSING,Sanford College of Nursing,ND,1996,2014,2015,1; 7,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,M,,
009361,EMPIRE TECHNICAL SCHOOL OF NEW JERSEY,EMPIRE TECHNICAL SCHOOL OF NEW JERSEY,NJ,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
009378,NEW ENGLAND SCHOOL OF HAIR DRESSING,NEW ENGLAND SCHOOL OF HAIR DRESSING,CT,1996,2001,2002,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009387,PERRY TECHNICAL INSTITUTE,Perry Technical Institute,WA,1996,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
009401,COLORADO CHRISTIAN UNIVERSITY,Colorado Christian University,CO,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
009407,BRIARWOOD COLLEGE,Lincoln College of New England-Southington,CT,1996,2018,2019,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
009409,CENTRAL CITY BUSINESS INSTITUTE,CENTRAL CITY BUSINESS INSTITUTE,NY,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009412,NATIONAL INSTITUTE OF TECHNOLOGY,Fortis College-Salt Lake City,UT,1996,2024,,1; 5,yes,no,For-profit; Nonprofit,2-year; 4-year,For-profit 2-year,,A,,
009416,NASSON INSTITUTE,NASSON INSTITUTE,RI,1996,1998,1999,5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009419,STATE COLLEGE OF BEAUTY CULTURE INC,State College of Beauty Culture,WI,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009420,WASHINGTON BUSINESS SCHOOL OF NORTH VIRGINIA,Sanford-Brown College-Tysons Corner,VA,1996,2015,2016,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
009430,TRI-COUNTY COMMUNITY COLLEGE,Tri-County Community College,NC,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009432,EXECUTIVE SECRETARIAL SCHOOL OF TEXAS,ESS COLLEGE OF BUSINESS,TX,1996,2002,2003,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009433,SHERMAN KENDALLS ACADEMY OF BEAUTY ARTS AND SCI,Sherman Kendall Academy-Salt Lake City,UT,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009449,PENNCO TECH,Pennco Tech-Bristol,PA,1996,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009451,CHAPARRAL CAREER COLLEGE,Brown Mackie College-Tucson,AZ,1996,2010,2011,1,yes,no,For-profit,4-year,For-profit 4-year,other_exit,A; N,,
009452,INTERSTATE CAREER COLLEGE,INTERSTATE CAREER COLLEGE,AZ,1996,1997,1998,,no,no,For-profit,2-year,For-profit 2-year,other_exit,,,1996-1997 files do not expose the same closure-status fields as later directory files.
009455,COIFFURE SCHOOL OF COSMETOLOGY ARTS AND SCI INC,COIFFURE SCHOOL OF COSMETOLOGY ARTS AND SCI INC,IL,1996,2001,2002,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
009459,PIERRE'S SCHOOL OF BEAUTY CULTURE,Empire Beauty School-Florence,NJ,1996,2024,,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009464,TENNESSEE TECHNOLOGY CENTER AT PULASKI,Tennessee College of Applied Technology-Pulaski,TN,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
009466,SAN ANTONIO COLLEGE OF MED AND DENTAL ASSTS-SOUTH,Brightwood College-McAllen,TX,1996,2018,2019,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
009468,COLLEGE OF COIFFURE ART LTD,College of Coiffure Art Ltd,MT,1996,2007,2008,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
009475,EDUCATORS OF BEAUTY,Educators of Beauty College of Cosmetology-Peru,IL,1996,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
009479,ST VINCENTS MEDICAL CENTER OF RICHMOND-SCH OF NURS,St Paul's School of Nursing-Staten Island,NY,1996,2024,,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
