opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
034553,CRESCENT COSMETOLOGY UNIVERSITY,Crescent Cosmetology University Inc,VA,2002,2005,2006,1; 3; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
034664,MARS HILL GRADUATE SCHOOL,The Seattle School of Theology & Psychology,WA,2002,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
034963,YESHIVA SHAAREI TORAH OF ROCKLAND,Yeshiva Shaarei Torah of Rockland,NY,2002,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
035043,NATIONAL GRADUATE SCHOOL OF QUALITY SYSTEMS MGMT,National Graduate School of Quality Management,MA,2002,2017,2018,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
035134,APEX SCHOOL OF THEOLOGY,Apex School of Theology,NC,2002,2019,2020,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,M,,
035223,POWDER SPRINGS BEAUTY COLLEGE,Powder Springs Beauty College,GA,2002,2010,2011,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035253,BLUE CLIFF COLLEGE,Blue Cliff College-Gulfport,MS,2002,2012,2013,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035313,COLEGIO PENTECOSTAL MIZPA,Universidad Pentecostal Mizpa,PR,2002,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
035323,ADVANCED COLLEGE OF TECHNOLOGY,ADVANCED COLLEGE OF TECHNOLOGY,CA,2002,2004,2005,1,yes,no,For-profit,2-year,For-profit 2-year,likely_combination_or_successor,C,112516,
035344,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,American Institute of Alternative Medicine,OH,2002,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
035363,INSTITUTE FOR THERAPEUTIC MASSAGE,Institute for Therapeutic Massage,NJ,2002,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035383,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,Alexandria School of Scientific Therapeutics,IN,2002,2021,2022,1; 4; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
035413,BEHOLD BEAUTY ACADEMY,Behold Beauty Academy,TX,2002,2007,2008,1; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035414,CAREER TECH INSTITUTE,CAREER TECH INSTITUTE,TX,2002,2004,2005,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035423,EXTENDED HEALTH EDUCATION,Concorde Career College-Grand Prairie,TX,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035433,DEEP MUSCLE THERAPY SCHOOL,Harris School of Business-Wilmington Campus,DE,2002,2020,2021,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035444,EDNET CAREER INSTITUTE,EDNET CAREER INSTITUTE,CA,2002,2004,2005,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035453,COLORADO SCHOOL OF PROFESSIONAL PSYCHOLOGY,University of the Rockies,CO,2002,2018,2019,1; 5,yes,no,For-profit; Nonprofit,4-year,For-profit 4-year,apparent_main_campus_closure,D,,
035483,MCELLIS TRAINING INSTITUTE,MCELLIS TRAINING INSTITUTE,NJ,2002,2003,2004,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035493,ULTIMATE MEDICAL ACADEMY,Ultimate Medical Academy,FL,2002,2024,,1; 7,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,,A,,
035503,OCCUPATIONAL TRAINING SERVICES INC,Occupational Training Services Inc,CA,2002,2007,2008,1; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
035514,STATE BEAUTY ACADEMY,State Beauty Academy,TX,2002,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
035564,KUSSAD INSTITUTE OF COURT REPORTING,Kussad Institute of Court Reporting,TX,2002,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
035614,SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,Susquehanna County Career and Technology Center,PA,2002,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
035643,HOPE CAREER INSTITUTE,Superior Career Institute,FL,2002,2014,2015,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
035683,LEON STUDIO 1 SCH OF HAIR DESIGN & CAREER TRNG CTR,Leon Studio One School of Beauty Knowledge,NY,2002,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035704,THE ENGLISH CENTER,M-DCPS The English Center,FL,2002,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
035723,EAST VALLEY INSTITUTE OF TECHNOLOGY,East Valley Institute of Technology,AZ,2002,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
035733,AERONAUTICAL INSTITUTE OF TECHNOLOGIES,Aviation Institute of Maintenance-Dallas,TX,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035744,SOMERSET SCHOOL OF MASSAGE THERAPY,Cortiva Institute-Somerset School of Massage Therapy,NJ,2002,2010,2011,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
035745,UNIVERSITY COLLEGE OF CRIMINAL JUSTICE OF PR,UNIVERSITY COLLEGE OF CRIMINAL JUSTICE OF PR,PR,2002,2004,2005,5,yes,no,Public,2-year,Public 2-year,other_exit,A,,
035773,COLLEEN OHARAS BEAUTY ACADEMY,Coba Academy,CA,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035783,TRI-STATE INSTITUTE OF MASSOTHERAPY,Tri-State College,OH,2002,2009,2010,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
035793,TEXAS COUNTY TECHNICAL INSTITUTE,Texas County Technical College,MO,2002,2024,,1,yes,no,For-profit; Nonprofit,2-year,For-profit 2-year,,A,,
035823,TALENT ACADEMY,Talent Academy,PA,2002,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035844,COLORADO SCHOOL OF HEALING ARTS,Colorado School of Healing Arts,CO,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035853,CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA,Centro de Capacitacion y Asesoramiento Vetelba,PR,2002,2013,2014,1; 5; 7,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
035873,GENESIS VOCATIONAL TRAINING,GENESIS VOCATIONAL TRAINING,TX,2002,2004,2005,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035924,CITY OF HOPE GRADUATE SCHOOL OF BIOLOGICAL SCIENCE,Irell & Manella Graduate School of Biological Sciences at City of Hope,CA,2002,2023,2024,1; 3; 5; 7,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
035953,CHARLESTON SCHOOL OF MASSAGE,Charleston School of Massage,SC,2002,2012,2013,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035954,CENTRAL FLORIDA CAREER INSTITUTE,Angley College,FL,2002,2011,2012,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,apparent_main_campus_closure,M,,
035983,AVALON BEAUTY COLLEGE,Paul Mitchell the School-Santa Barbara,CA,2002,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036003,AMERICAN TECHNOLOGICAL COLLEGE,American Technological College,PR,2002,2009,2010,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036014,ASSOCIATED TRAINING SERVICES,Associated Training Services,WI,2002,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036043,DRYADES YMCA SCHOOL OF COMMERCE,DRYADES YMCA SCHOOL OF COMMERCE,LA,2002,2003,2004,1; 5,yes,no,For-profit,2-year,Unknown,other_exit,P,,
036054,DICKERSON BEAUTY ACADEMY,DICKERSON BEAUTY ACADEMY,VA,2002,2003,2004,1,yes,no,For-profit,2-year,Unknown,other_exit,W,,
036073,MERIT TECHNICAL INSTITUTE,MERIT TECHNICAL INSTITUTE,NJ,2002,2003,2004,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036083,CARIBBEAN FORENSIC AND TECHNICAL COLLEGE,Caribbean Forensic and Technical College,PR,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036103,MJ'S BEAUTY ACADEMY INC,MJ's Beauty Academy Inc,TX,2002,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
036114,FLORIDA BARBER ACADEMY,Florida Barber Academy,FL,2002,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036123,BIRTHWISE MIDWIFERY SCHOOL,Birthwise Midwifery School,ME,2002,2022,2023,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036143,UNITED BEAUTY COLLEGE,David's Academy of Beauty,CA,2002,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
036153,COMMUNITY BUSINESS COLLEGE,Community Business College,CA,2002,2007,2008,1; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036163,AVIATION INSTITUTE OF MAINTENANCE,Aviation Institute of Maintenance-Kansas City,MO,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036173,HEALING MOUNTAIN MASSAGE SCHOOL,Healing Mountain Massage School,UT,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036183,FLORIDA INSTITUTE OF ANIMAL ARTS,Institute of Technical Arts,FL,2002,2015,2016,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036203,NATIONAL FASHION AND BEAUTY COLLEGE,NATIONAL FASHION AND BEAUTY COLLEGE,PR,2002,2004,2005,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036233,VEES SCHOOL OF BEAUTY CULTURE,Vees School of Beauty Culture,IL,2002,2012,2013,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036263,BROWN AVEDA INSTITUTE,Brown Aveda Institute-Mentor,OH,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036273,LAMAR INSTITUTE OF TECHNOLOGY,Lamar Institute of Technology,TX,2002,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
036274,JACKSONVILLE BEAUTY INSTITUTE,Jacksonville Beauty Institute,FL,2002,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036276,FLORIDA EDUCATION INSTITUTE,Florida Education Institute,FL,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036293,HELMA INSTITUTE OF MASSAGE THERAPY,Helma Institute of Massage Therapy,NJ,2002,2007,2008,1; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
036393,WEST COAST ULTRASOUND INSTITUTE,Smith Chason College,CA,2002,2024,,1,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
036423,VALLEY CAREER COLLEGE,Institute of Technology,OR,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036454,RUDY & KELLY ACADEMY OF HAIR AND NAILS,"Rudy & Kelly Academy, A Paul Mitchell Partner School",VA,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036463,DESIGN'S SCHOOL OF COSMETOLOGY,Design's School of Cosmetology,CA,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036513,ST JOSEPH'S MEDICAL CENTER SCHOOL OF RADIOGRAPHY,St Joseph's Medical Center School of Radiography,NY,2002,2015,2016,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
036523,METROPOLITAN LEARNING INSTITUTE,Metropolitan Learning Institute,NY,2002,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
036543,CAREER TRAINING SOLUTIONS,Eastern Virginia Career College,VA,2002,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036663,SOMERSET CHRISTIAN COLLEGE,Pillar College,NJ,2002,2024,,1; 4,yes,no,Nonprofit,2-year; 4-year,Nonprofit 4-year,,A,,
036863,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,Colorado Chinese Medicine University,CO,2002,2024,,1; 4,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,A,,
036914,AVE MARIA SCHOOL OF LAW,Ave Maria School of Law,FL,2002,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
037003,EUCLID BEAUTY COLLEGE,Regency Beauty Institute-Cleveland,OH,2002,2016,2017,1; 4; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
037263,TEMPLE BAPTIST COLLEGE,Ohio Mid-Western College,OH,2002,2015,2016,1; 4; 5; 7,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
000137,UNIVERSITY OF COLORADO SYSTEM OFFICE,University of Colorado System Office,CO,2003,2010,2011,2,yes,no,Public,4-year,Public 4-year,other_exit,A,,
000156,INSTITUTE OF PAPER SCIENCE AND TECHNOLOGY,INSTITUTE OF PAPER SCIENCE AND TECHNOLOGY,GA,2003,2004,2005,2,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,139755,
000228,SAINT MARY'S COLLEGE OF AVE MARIA UNIVERSITY,SAINT MARY'S COLLEGE OF AVE MARIA UNIVERSITY,MI,2003,2003,2004,2,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,170806,
000331,PENNSYLVANIA STATE SYSTEM OF HIGHER ED-CENTRAL OFF,Pennsylvania State System of Higher Education-Central Office,PA,2003,2010,2011,2,yes,no,Public,4-year,Public 4-year,other_exit,A,,
000359,UNIVERSITY OF NORTH TEXAS SYSTEM,University of North Texas System,TX,2003,2010,2011,1; 2,yes,no,Public,4-year,Public 4-year,other_exit,A,,
000374,UNION THEOLOGICAL SEMINARY & PRESBYTERIAN SCHOOL-CHARLOTTE,UNION THEOLOGICAL SEMINARY & PRESBYTERIAN SCHOOL-CHARLOTTE,NC,2003,2003,2004,2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,N,,
000381,FAIRMONT STATE COMMUNITY AND TECHNICAL COLLEGE,FAIRMONT STATE COMMUNITY AND TECHNICAL COLLEGE,WV,2003,2004,2005,1; 2,yes,no,Public,2-year,Public 2-year,other_exit,A; N,,
000642,MEDICAL IMAGING AND THERAPEUTIC SCIENCES,Muhlenberg Harold B & Dorothy A Snyder Schools-School of Imaging,NJ,2003,2010,2011,2,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
000905,BETHEL SEMINARY OF THE EAST,Bethel Seminary of the East,PA,2003,2010,2011,2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
000946,CAREER CENTERS OF TEXAS-CORPUS CHRISTI,Kaplan College-Corpus Christi,TX,2003,2010,2011,2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
001091,ARKANSAS STATE UNIVERSITY-SEARCY,Arkansas State University-Beebe,AR,2003,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
002286,CAROLINA BEAUTY COLLEGE 15,CAROLINA BEAUTY COLLEGE 15,NC,2003,2003,2004,2,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
003112,JOHN DEWEY COLLEGE-UNIVERSITY DIVISION,John Dewey College-University Division,PR,2003,2010,2011,2,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
009135,ILLINOIS EASTERN COMMUNITY COLLEGE SYSTEM OFFICE,Illinois Eastern Community College-System Office,IL,2003,2024,,1; 5,yes,no,Public,2-year,Public 2-year,,C,145707,
012481,DOLPHIN TECHNICAL INSTITUTE,Dolphin Technical Institute,TX,2003,2005,2006,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
022141,WEST SUBURBAN COLLEGE OF NURSING,Oak Point University,IL,2003,2023,2024,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,M,,
022962,METRO TECH-SOUTH BRYANT CAMPUS,METRO TECH-SOUTH BRYANT CAMPUS,OK,2003,2004,2005,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
025536,DIVERSIFIED LANGUAGE INSTITUTE-CENTRAL OFFICE,Diversified Vocational College,CA,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
034275,ANTELOPE VALLEY MEDICAL COLLEGE,University of Antelope Valley,CA,2003,2024,,1; 5,yes,no,For-profit,2-year; 4-year,For-profit 4-year,,D,,
034523,INSTITUTO PRE-VOCACIONAL E INDUST DE PUERTO RICO,Colegio Educativo Tecnologico Industrial Inc,PR,2003,2024,,1,yes,no,For-profit; Nonprofit,2-year,Nonprofit 2-year,,A,,
034714,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION,North Central Industrial Technical Education,PA,2003,2007,2008,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
034734,MINNEAPOLIS SCHOOL OF MASSAGE AND BODYWORK,Minneapolis School of Massage and Bodywork,MN,2003,2007,2008,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
035135,WILLIAMSON CHRISTIAN COLLEGE,Williamson Christian College,TN,2003,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
035533,SOUTHEASTERN SCH OF NEUROMUSCULAR & MASSAGE THER-JACKSONVL,Southeastern College-Jacksonville,FL,2003,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
035554,SOUTHEASTERN SCH OF NEUROMUSCULAR & MASSAGE THER-CHARLESTON,Southeastern College-Charleston,SC,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035633,ACADEMY OF COSMETOLOGY,Academy of Cosmetology,TX,2003,2009,2010,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
035703,WINSTON SALEM BIBLE COLLEGE,Carolina Christian College,NC,2003,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
035883,IRENE'S MYOMASSOLOGY INSTITUTE,Irene's Myomassology Institute,MI,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
035904,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA,NTMA Machinist Career College,CA,2003,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
035933,SOUTHWEST INSTITUTE OF HEALING ARTS,Southwest Institute of Healing Arts,AZ,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036024,INSTITUTE OF NETWORK TECHNOLOGY,Institute of Network Technology,CA,2003,2007,2008,1; 6,yes,yes,For-profit,2-year,For-profit 2-year,other_exit,A,,
036113,BRIGHTON CENTER'S CENTER FOR EMPLOYMENT TRAINING,Brighton Center's Center for Employment Training,KY,2003,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
036124,VALLEY GRANDE INSTITUTE FOR ACADEMIC STUDIES,Valley Grande Institute for Academic Studies,TX,2003,2024,,1,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
036223,INTERNATIONAL TECHNOLOGICAL UNIVERSITY,International Technological University,CA,2003,2022,2023,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
036315,BRIAN UTTING SCHOOL OF MASSAGE,Cortiva Institute-Brian Utting School of Massage,WA,2003,2008,2009,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036333,CALIFORNIA LEARNING CENTER,California Learning Center,CA,2003,2006,2007,1; 5,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036433,MR JOHN'S SCHOOL OF COSMETOLOGY & NAILS,Mr John's School of Cosmetology & Nails-Jacksonville,IL,2003,2020,2021,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036443,INSTITUTO TECNOLOGICO EMPRESARIAL,Instituto Tecnologico Empresarial,PR,2003,2005,2006,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036506,PC AGE,P C Age-Jersey City,NJ,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036507,PC AGE II,PC Age II,NJ,2003,2006,2007,1,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036553,ILLINOIS CAREERPATH INSTITUTE,Illinois CareerPath Institute,IL,2003,2013,2014,1; 5; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
036593,COMPUTER QUEST LTD,Quest Career College,OH,2003,2007,2008,1,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036603,SOFTWARE EDUCATION OF AMERICA,Software Education of America,CA,2003,2005,2006,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,D,,
036614,SOUTH FLORIDA INSTITUTE OF TECHNOLOGY,South Florida Institute of Technology,FL,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036624,ACADEMY EDUCATION SERVICES,Academy Education Services,CA,2003,2007,2008,1; 5; 7,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036633,HOOD THEOLOGICAL SEMINARY,Hood Theological Seminary,NC,2003,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
036634,ANDREWS ACADEMY OF COSMETOLOGY,University of Cosmetology,MO,2003,2010,2011,1; 7,yes,no,For-profit,2-year,For-profit 2-year,apparent_main_campus_closure,M,,
036643,LA LAN 2000 COMPUTER TRAINING CENTER,La Lan 2000 Computer Training Center,CA,2003,2005,2006,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036683,BIRTHINGWAY COLLEGE OF MIDWIFERY,Birthingway College of Midwifery,OR,2003,2022,2023,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
036693,ILLINOIS WELDING SCHOOL,Illinois Welding School,IL,2003,2006,2007,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036703,TONI & GUY HAIRDRESSING ACADEMY,Tigi Hairdressing Academy-Colorado Springs,CO,2003,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036763,FAMILY OF FAITH COLLEGE,Family of Faith Christian University,OK,2003,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
036764,RONNY J'S BARBER STYLING,Ronny J's Barber Styling,TX,2003,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036773,GALENA CITY SCH DIST-PROJECT EDUC RESIDENTIAL SCH,Galena City Sch Dist-Project Educ Residential Sch,AK,2003,2007,2008,1; 7,yes,no,Public,2-year,Public 2-year,other_exit,A,,
036783,BODY DYNAMICS SCHOOL OF MASSAGE THERAPY,Pima Medical Institute-Albuquerque,NM,2003,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036803,JAY'S TECHNICAL INSTITUTE,Jay's Technical Institute,TX,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036813,CALIFORNIA HEALING ARTS COLLEGE,California Healing Arts College,CA,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036824,DALLAS BARBER & STYLIST COLLEGE,Dallas Barber & Stylist College,TX,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
036833,WORLD CLASS UNIVERSITY,Music City Barber College,TN,2003,2017,2018,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
036843,EVANSTON NORTHWESTERN HEALTHCARE SCH OF ANESTHESIA,NorthShore University HealthSystem School of Nurse Anesthesia,IL,2003,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
036883,NORTHWEST ARKANSAS AVIATION TECHNOLOGIES CENTER,Arkansas Aviation Technologies Center,AR,2003,2006,2007,1; 5; 7,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
036894,FAITH EVANGELICAL LUTHERAN SEMINARY,Faith International University,WA,2003,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
036983,WEST COAST UNIVERSITY,West Coast University-Los Angeles,CA,2003,2024,,1,yes,no,For-profit,4-year,For-profit 4-year,,A,,
036984,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,California College of Vocational Careers,CA,2003,2013,2014,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037043,BLUE WATER COLLEGE OF COSMETOLOGY,Blue Water College of Cosmetology Inc,MI,2003,2016,2017,1; 5,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
037063,SCHOOL OF HEALTH CAREERS,Hollywood Institute,FL,2003,2024,,1; 7,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037093,EDWARD VIA VIRGINIA COLLGE OF OSTEOPATHIC MEDICINE,Edward Via College of Osteopathic Medicine,VA,2003,2024,,1; 4,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
037143,TREND BARBER COLLEGE,Trend Barber College,TX,2003,2024,,1,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037183,CENTURION PROFESSIONAL TRAINING,Centurion Professional Training,NY,2003,2006,2007,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,apparent_main_campus_closure,D,,
037243,DIGIPEN INSTITUTE OF TECHNOLOGY,DigiPen Institute of Technology,WA,2003,2024,,1; 5,yes,no,For-profit,4-year,For-profit 4-year,,A,,
037303,BATON ROUGE COMMUNITY COLLEGE,Baton Rouge Community College,LA,2003,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
037323,INTERNATIONAL YACHT RESTORATION SCHOOL,IYRS School of Technology & Trades,RI,2003,2024,,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
037354,CHARLIE'S GUARD-DETECTIVE BUREAU AND ACADEMY INC,Charlie's Guard-Detective Bureau and Academy Inc,PR,2003,2024,,1; 5,yes,no,For-profit,2-year,For-profit 2-year,,A,,
037473,BEXLEY HALL SEMINARY,"Bexley Hall Seabury Western Theological Seminary Federation, Inc.",IL,2003,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
037723,SAGINAW CHIPPEWA TRIBAL COLLEGE,Saginaw Chippewa Tribal College,MI,2003,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
037844,TOHONO O'ODHAM COMMUNITY COLLEGE,Tohono O'odham Community College,AZ,2003,2024,,1,yes,no,Nonprofit; Public,2-year,Public 2-year,,A,,
037894,RIVER PARISHES COMMUNITY COLLEGE,River Parishes Community College,LA,2003,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
038104,NATIONAL TECHNOLOGICAL UNIVERSITY,National Technological University,MN,2003,2005,2006,1; 5,yes,no,For-profit,4-year,For-profit 4-year,likely_combination_or_successor,C,125231,
