opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
006319,Union Memorial Hospital School of Nursing,MD,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009890,Valley Commercial College,CA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031146,Washington Beauty College,IN,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023395,West Coast Training,OR,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030899,Yonkers Beauty Culture School,NY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010951,Adult Vocational Education,MO,1999,Public 2-year,Public,2-year,Public,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010969,Aladdin Beauty College #13,TX,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023369,Alpha Beauty School,SC,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023565,American Beauty Academy,MS,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011517,American Career College,MS,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030011,Aurora Beauty College,NC,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022714,Bayonne Hospital School of Nursing,NJ,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002134,Burdett College - Main Campus,MA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022037,Burdette Tomlin Memorial Hospital School of Radiologic Technology,NJ,1999,Public 2-year,Public,2-year,Public,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031233,Capitol Court Reporting & Captioning Institute,VA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008431,Casco Bay College,ME,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009245,Castle College,NH,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009409,Central City Business Institute,NY,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006532,Chester County Hospital School of Nursing (The),PA,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007834,Clarissa School of Fashion Design,PA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025216,Columbia College of Business,OR,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022149,Computer Processing Institute,MA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022528,Continental Dental Assistant School,NY,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030270,Dixon College,OK,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025858,Drake School of Westchester,NY,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021432,East Coast Bible College,NC,1999,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012604,Empire Beauty School,PA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006492,Fairview Hospital School of Nursing,OH,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006599,Fort Sanders School of Nursing,TN,1999,Unknown,Unknown,Unknown,Nonprofit,2-year,2002,Q,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031259,Foundation College,CA,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030916,Franklin Academy,PA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023315,Grand Island College,NE,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008555,Hair Design Institute at Livingston St,NY,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024907,Hair Fashions By Kaye Beauty College,IN,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012008,Hollywood School of Beauty Culture & Advanced Hair Design,NM,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030878,ITT Technical Institute,TX,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011336,KT's College of Hair Design,NE,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010211,Kinyon-Campbell Business School,MA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031304,Learning Enhancement School of Business,NY,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023099,Lewis Weinberger and Hill Beauty School,OH,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031084,Lexington Baptist College,KY,1999,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012556,M.J. Murphy Beauty College of Jackson,MI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012555,M.J. Murphy Beauty College of Saginaw,MI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030195,Macon Beauty School,GA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022047,Marin Beauty College,CA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009802,Mary Kawakami College of Beauty,UT,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002771,Mater Dei College,NY,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022362,May Technical College,MT,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031883,Medtech Health Care Training,VA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006456,Millard Fillmore Hospital School of Nursing,NY,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001394,Morse School of Business,CT,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022399,Mr Johns Academy of Beauty Culture,NM,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025586,Mr Rich's Beauty College,MT,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009416,Nasson Institute,RI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032055,Occupational Training Center,AZ,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021214,Ocean State Business Institute,RI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025087,Omni Technical School,FL,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010753,Paterno's Dermalogics Institute,NJ,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025380,Professional Beauty College of Conroe,TX,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
013090,Quincy Beauty Academy,MA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025533,RCH Technical Institute,WA,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023181,Roffler Academy of Hair Design,CO,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023070,Ross Medical Education Center,MI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006575,Saint Vincent Hospital Health Center - School of Nursing,PA,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006516,Saint Vincent Medical Center School of Nursing,OH,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022489,Sawyer College of Business,OH,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,Z,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021717,School of Medical Secretarial Sciences,RI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004815,Sisters of Charity Hospital School of Nursing,NY,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006473,St Vincent's Hospital School of Nursing,NY,1999,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,4-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010712,State College Of Beauty,MI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007482,TAD Technical Institute,MA,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025724,Tara Lara Academy of K-9 Hair Design,OR,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023526,Temple Academy of Cosmetology,TX,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030984,Tiger Welding Institute,OK,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011854,University of Central Texas,TX,1999,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009736,Virginia Farrell Beauty School,MI,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023360,Volunteer Beauty Academy,TN,1999,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005546,Worcester Technical Institute,MA,1999,Public 2-year,Public,2-year,Public,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025883,Advance Beauty College,SC,2000,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025907,Advance Technology Institute,FL,2000,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030081,American College Of Beauty Culture,MI,2000,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031266,American College of Professional Education,WA,2000,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031064,American Weld Testing School,TX,2000,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A; P,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
