opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,metrics_year_two_years_prior,student_headcount_two_years_prior,student_fte_two_years_prior,staff_headcount_two_years_prior,staff_fte_two_years_prior,matched_headcount_year,matched_student_headcount,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule,headcount_note,metrics_note
003873,Mount Senario College,WI,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
002584,Notre Dame College,NH,2002,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,4-year,2000,,,,,,,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030884,Omni Technical School,OH,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022471,Oregon College of Beauty & Barbering,OR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034013,Phoenix First Pastors College,AZ,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023601,Professional Career College,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
026234,RTI Technical Institute,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
006569,Saint Francis Medical Center,PA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009720,Saint Francis School of Practical Nursing,NY,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
026107,Shirley Baker Career Institute,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022185,South Texas Vocational Technical Institute,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
033623,SunCoast Institute of Technology,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,1999,N,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031050,Swinson's School of Cosmetic Art,NC,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030818,Taylors Institute of Cosmetology,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
002898,Wadhams Hall,NY,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034193,Western Mass Precision Institute,MA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
012562,California Paramedical and Technical College,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010642,Charmayne Beauty Academy,OH,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034745,Dahan Institute of Massage Studies,NV,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
036054,Dickerson Beauty Academy,VA,2003,Unknown,Unknown,Unknown,For-profit,2-year,2001,,,,,,,2003,W,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
008891,Gordon Phillips Beauty School,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
020634,Gordon Phillips Beauty School,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2004,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022623,Heald College,CA,2003,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
024960,Huntington College of Dental Technology,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030626,ICT: School of Welding,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023622,Institute of Textile Technology,VA,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2001,,,,,,,2003,C,199193,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031167,Instituto Fontecha,PR,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
024935,International Academy of Hairstyling,FL,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030293,International Institute of Chinese Medicine,NM,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030947,KRS Computer and Business School,MN,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
032593,Los Angeles College of Micro Technology,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
002412,Mary Holmes College,MS,2003,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
002034,Mid State College,ME,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034703,NCPT,GA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030329,Northwest Institute of Acupuncture & Oriental Medicine,WA,2003,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2001,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
008954,Pittsburgh Beauty Academy,PA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010210,Prospect Hall School of Business,FL,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031278,Rhode Island Beauty Academy,RI,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
032973,Roswell Beauty College of Cosmetology Arts & Sciences,NM,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025420,Sierra Academy of Aeronautics-Airline Training Center,CA,2003,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,,,,,,,2004,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
