snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2024-12-01,December 2024,HCM1,04181400,461865,Best Care College,East Orange,NJ,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00260300,184348,Drew University,Madison,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,02132300,183725,Fortis Institute,Wayne,NJ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03424500,437723,New Community Career and Technical Institute,Newark,NJ,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03666300,440794,Pillar College,Newark,NJ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04131200,455187,Total Image Beauty Academy,Union City,NJ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04271600,491826,"Avenue Academy, A Cosmetology Institute (The)",Albuquerque,NM,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00996200,363633,Luna Community College,Las Vegas,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03206300,188261,Mesalands Community College,Tucumcari,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02357600,187596,Navajo Technical University,Crownpoint,NM,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04171000,461430,Advanced Training Institute,Las Vegas,NV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02237500,182148,Las Vegas College,Las Vegas,NV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02248200,454555,Milan Institute of Cosmetology,Reno,NV,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2024-12-01,December 2024,HCM1,04296700,496733,Sierra Academy of Style,Carson City,NV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04223100,482194,ARROJO Academy,New York,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00643500,188915,Arnot Ogden Medical Center,Elmira,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02506000,188942,Associated Beth Rivkah Schools,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04243200,488004,Central Yeshiva Beth Joseph,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,01161400,190707,Champlain Valley Physicians Hospital Medical Center,Plattsburgh,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02125500,190008,Circle in the Square Theatre School,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00269900,190044,Clarkson University,Potsdam,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,04251400,488305,Elim Bible Institute and College,Lima,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03433500,427335,Lia Schorr Institute of Cosmetic Skin Care Training (The),New York,NY,United States,Private for-profit,Proprietary,Adverse Action Taken by Accreditor/State Agency,No
2024-12-01,December 2024,HCM1,00276000,192749,Manhattanville College,Purchase,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,01167700,192970,Memorial Sloan Kettering Cancer Center,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00397400,193070,Mesivtha Tifereth Jerusalem of America,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,03120700,421841,New York Conservatory For Dramatic Arts (The),New York,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04282200,493798,New York Seminary (The),Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04228300,484011,Paul Mitchell the School Schenectady,Schenectady,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03129200,405854,Rabbinical College of Ohr Shimon Yisroel,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00397800,194763,Rabbinical Seminary of America,Flushing,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00281500,195155,Saint Bernard's School of Theology and Ministry,Rochester,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00646100,195702,Saint Elizabeth Medical Center,Utica,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02556700,386153,Seminar L'Moros Bais Yaakov,Brooklyn,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00947900,195784,St. Paul's School of Nursing,Staten Island,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01236400,189811,St. Paul's School of Nursing,Rego Park,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02191600,196583,Torah Temimah Talmudical Seminary,Staten Island,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00289000,196884,Union Theological Seminary,New York,NY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00288300,197045,Utica University,Utica,NY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,01229300,417910,VEEB Nassau County School of Practical Nursing,Hicksville,NY,United States,Public,Public,Severe Program Review Findings,No
2024-12-01,December 2024,HCM1,01192100,197337,Westchester School of Beauty Culture,Mount Vernon,NY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04244300,483018,Antioch College,Yellow Springs,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00301400,201195,Baldwin Wallace University,Berea,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00302600,201690,Central State University,Wilberforce,OH,United States,Public,Public,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00747300,201803,Choffin Career & Technical Center,Youngstown,OH,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04254900,490692,Cincinnati School of Barbering & Hair Design,Cincinnati,OH,United States,Private for-profit,Proprietary,Financial Statement Late or Missing,No
2024-12-01,December 2024,HCM1,03319300,434830,Creative Images Institute of Cosmetology,Dayton,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00304100,202514,Defiance College,Defiance,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,02334300,407470,Empire Beauty School,Cincinnati,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04235000,487861,Felbry College-School of Nursing,Columbus,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00941200,487302,Fortis College,Cuyahoga Falls,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02190700,205179,Fortis College,Centerville,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04074300,203386,Hondros College of Nursing,Westerville,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04225700,483920,LaBarberia Institute of Hair,Mayfield Heights,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00306600,203580,Lake Erie College,Painesville,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00307200,203775,Malone University,Canton,OH,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,02328500,250902,Moler - Pickens Beauty College,Fairfield,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01284800,204121,Moler Hollywood Beauty Academy,Cincinnati,OH,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00303500,204617,Ohio Dominican University,Columbus,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,01028000,204714,Ohio State Beauty Academy,Lima,OH,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00311300,205027,Pontifical College Josephinum,Columbus,OH,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,03425300,439899,Rosedale Bible College,Irwin,OH,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00311600,205203,University of Rio Grande,Rio Grande,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03116400,421717,Vanguard - Sentinel Joint Vocational School District,Fremont,OH,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02245600,407832,Warren County Career Center,Lebanon,OH,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00314100,206491,Wilberforce University,Wilberforce,OH,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04060300,449728,ATA College,Tulsa,OK,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04224700,483276,JB's Hair Design and Barber College,Oklahoma City,OK,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00315700,207209,Langston University,Langston,OK,United States,Public,Public,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00531200,250993,Red River Technology Center School District 19,Duncan,OK,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00314900,206862,Southern Nazarene University,Bethany,OK,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00318000,207856,Southwestern Christian University,Bethany,OK,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00767800,207254,Spartan College of Aeronautics and Technology,Tulsa,OK,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00961800,207962,Tulsa Welding School,Tulsa,OK,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03074500,208637,East West College of The Healing Arts,Portland,OR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02495500,210599,All-State Career School,Essington,PA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03110700,250285,Aviation Institute of Maintenance,Philadelphia,PA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2024-12-01,December 2024,HCM1,00323900,211307,Bucks County Community College,Newtown,PA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04127500,451495,CDE Career Institute,Tannersville,PA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00711000,211927,Delaware County Community College,Media,PA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02203900,212434,Erie Institute of Technology,Erie,PA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03011600,385503,Fortis Institute,Scranton,PA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03948300,446640,Harrisburg University of Science and Technology,Harrisburg,PA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00328000,213303,Keystone College,La Plume,PA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04267300,491677,Lehigh Valley Barber & Beauty Academy,Bethlehem,PA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02269900,215053,Pennsylvania College of Art & Design,Lancaster,PA,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,Yes
2024-12-01,December 2024,HCM1,04288000,497189,Rapha School (The),Home,PA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01321400,213932,Roxborough Memorial Hospital,Philadelphia,PA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00337600,216357,Thiel College,Greenville,PA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00330600,216542,University of Valley Forge,Phoenixville,PA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00338600,216551,Valley Forge Military College,Wayne,PA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03104400,,Advantage Technical College,Manatí,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02303800,,American Educational College,Bayamón,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04176000,,American Technical Institute,Bayamón,PR,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03758300,,Bayamón Community College,Bayamón,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03608300,,Caribbean Forensic & Technical College,San Juan,PR,United States,Private for-profit,Proprietary,Provisional Certification,No
2024-12-01,December 2024,HCM1,02241900,,Commonwealth of Puerto Rico Department of Education,Hato Rey,PR,United States,Public,Public,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03070500,,D'Mart Institute,Barranquitas,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03112100,,Dewey University,Hato Rey,PR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02189300,,Emma's Beauty Academy,Mayaguez,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02576100,,Escuela Técnica De Electricidad,Ponce,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03781400,,Industrial Technical College,Humacao,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02343600,,Institute of Beauty Careers,Arecibo,PR,United States,Private for-profit,Proprietary,Other (Common Ownership),No
2024-12-01,December 2024,HCM1,02504500,,Mayagüez Institute of Technology,Mayagüez,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02260600,,NUC University,Bayamon,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02482400,,Ponce Health Sciences University,Ponce,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03085700,,Professional Technical Institution,Bayamon,PR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02588600,,Seminario Evangelico de Puerto Rico,San Juan,PR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02335500,,Theological University of the Caribbean,"St Just,Trujillo Alto",PR,United States,Private not-for-profit,Private Non-Profit,Administrative Capability,No
2024-12-01,December 2024,HCM1,03531300,,Universidad Pentecostal Mizpa,Rio Piedras,PR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04283600,493822,College Unbound,Providence,RI,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00536300,217989,Denmark Technical College,Denmark,SC,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00760200,217837,Northeastern Technical College,Cheraw,SC,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04228600,487807,Top of the Line Barber College,Charleston,SC,United States,Private for-profit,Proprietary,Administrative Capability,No
2024-12-01,December 2024,HCM1,00405700,219204,National American University,Rapid City,SD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02297800,219125,Paul Mitchell the School Rapid City,Rapid City,SD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02143700,219374,Sinte Gleska University,Mission,SD,United States,Public,Public,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,04142000,219851,Austin's Beauty College,Clarksville,TN,United States,Private for-profit,Proprietary,Financial Statement Late or Missing,No
2024-12-01,December 2024,HCM1,00885900,220464,John A Gupton College,Nashville,TN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04246100,490115,Nashville Film Institute,Nashville,TN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03830300,446525,SAE Institute of Technology,Nashville,TN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03001800,220206,Welch College,Gallatin,TN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,01155300,222105,William R  Moore College of Technology,Memphis,TN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04267200,490522,Allgood Beauty Institute,Frisco,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02058600,224013,BK Cosmo College of Cosmetology,Kerrville,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04279400,494630,Christ Mission College,San Antonio,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00354600,223320,Coastal Bend College,Beeville,TX,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04280900,493743,Houston Barber School,Houston,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02318200,225991,KD Conservatory College of Film and Dramatic Arts,Dallas,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04270700,493549,McAllen Careers Institute,McAllen,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03422300,437778,Milan Institute,San Antonio,TX,United States,Private for-profit,Proprietary,Outstanding Liability and/or Offset Owed,No
2024-12-01,December 2024,HCM1,04245800,488110,Natural Images Beauty College,Clute,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04125400,451565,Paul Mitchell The School Austin,Austin,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00360200,227429,Paul Quinn College,Dallas,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04168700,459514,Peloton College,Dallas,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02176100,418913,Pipo Academy of Hair Design,El Paso,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03026500,223463,Remington College,Garland,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04165800,458098,Salon Professional Academy (The),Lewisville,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04131700,451556,Southwest University at El Paso,El Paso,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00361800,228486,Southwestern Christian College,Terrell,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04286500,494719,Tonsorial Arts Barber College,Texarkana,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04300500,497392,Top of the Line Barber School,San Antonio,TX,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03714300,443298,Trend Barber College,Houston,TX,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00365400,227863,University of Saint Thomas,Houston,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00366900,229887,Wiley University,Marshall,TX,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04279900,494649,Esteem Academy of Beauty,South Ogden,UT,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03082100,406486,Myotherapy Massage College,Millcreek City,UT,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03110400,421610,Paul Mitchell The School St. George,Saint George,UT,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02556800,230214,Paul Mitchell the School Salt Lake City,Salt Lake,UT,United States,Private for-profit,Proprietary,Audit - Severe Findings,No
2024-12-01,December 2024,HCM1,04193200,475495,Rocky Mountain University of Health Professions,Provo,UT,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03126300,427973,Aviation Institute of Maintenance,Norfolk,VA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2024-12-01,December 2024,HCM1,03883400,445762,Aviation Institute of Maintenance,Manassas,VA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2024-12-01,December 2024,HCM1,00370300,231554,Bluefield University,Bluefield,VA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,03876300,446206,Culpeper Cosmetology Training Center,Culpeper,VA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00372400,232706,Marymount University,Arlington,VA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,02320900,232919,Tidewater Tech,Norfolk,VA,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2024-12-01,December 2024,HCM1,04179900,476568,Tomorrow's Image Barber & Beauty Academy of Virginia,Newport News,VA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00376600,234164,Virginia Union University,Richmond,VA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,04239500,490106,Virginia University of Integrative Medicine,Vienna,VA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00376200,234137,Virginia University of Lynchburg,Lynchburg,VA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00394600,,University of the Virgin Islands,St.  Thomas,VI,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02541900,236018,BJ's Beauty & Barber College,Tacoma,WA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01148100,235088,Divers Institute of Technology,Seattle,WA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03689400,443049,Faith International University,Tacoma,WA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,02202200,236744,Stylemasters College of Hair Design,Longview,WA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04117400,449861,Milwaukee Career College,Milwaukee,WI,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00387400,239424,Nashotah House,Nashotah,WI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00387500,239512,Northland College,Ashland,WI,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,03819300,449339,American Public University System,Charles Town,WV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00380800,237181,Bethany College,Bethany,WV,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04298000,498386,Boone Career and Technical Center,Foster,WV,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04242900,487977,Martinsburg College,Martinsburg,WV,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00382600,237899,West Virginia State University,Institute,WV,United States,Public,Public,Default Rate,Yes
2024-12-01,December 2024,HCM1,00383100,238078,Wheeling University,Wheeling,WV,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,01174900,238096,Wood County Technical Center,Parkersburg,WV,United States,Public,Public,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00845200,,Aberystwyth University,Aberystwyth,,Wales,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00844900,,Acadia University,Wolfville,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04156700,,Ambrose University,Calgary,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04021400,,"American College, Dublin Limited (The)",Dublin 2,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03816400,,American Graduate School in Paris,Paris,,France,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00788100,,American University of Paris,Paris,,France,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,02244400,,American University of the Caribbean,Cupecoy,,St. Maarten,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03533300,,Bath Spa University,Bath,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03300400,,"Charles University, First Faculty of Medicine",Prague 2,,Czech Republic,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00683800,,Dalhousie University,Halifax,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04116300,,EDHEC Business School,Roubaix Cedex 1,,France,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
