snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2024-12-01,December 2024,HCM1,00156000,139348,Columbia Theological Seminary,Decatur,GA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04242300,487959,Dalton Institute of Esthetics and Cosmetology,Dalton,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00411700,139746,Grady Health System,Atlanta,GA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03804400,444714,Gwinnett College,Marietta,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04260000,491570,Institute of Medical Ultrasound,Atlanta,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02520000,365091,International School of Skin and Nailcare,Sandy Springs,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00158700,140720,Paine College,Augusta,GA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,01303900,139579,South University,Savannah,GA,United States,Private for-profit,Proprietary,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04287100,495208,Webb's Barber School of Arts,Macon,GA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04203800,481146,Woodruff Medical and Wellness Training,Tucker,GA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03438300,,Pacific Islands University,Mangilao,GU,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00184600,152992,Briar Cliff University,Sioux City,IA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00186400,153533,Iowa Lakes Community College,Estherville,IA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00842400,153782,La' James International College,Fort Dodge,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2024-12-01,December 2024,HCM1,01300600,153746,La' James International College,Cedar Falls,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2024-12-01,December 2024,HCM1,02134500,154332,La' James International College,Davenport,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2024-12-01,December 2024,HCM1,02274100,153764,La' James International College - Des Moines,Johnston,IA,United States,Private for-profit,Proprietary,Provisional Certification,No
2024-12-01,December 2024,HCM1,00794100,154545,Salon Professional Academy (The),Cedar Falls,IA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04203500,476869,Austin Kade Academy,Idaho Falls,ID,United States,Private for-profit,Proprietary,Administrative Capability,No
2024-12-01,December 2024,HCM1,04124700,457527,Ambria College of Nursing,Hoffman Estates,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03747300,443702,Bexley Seabury Seminary Federation,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02202600,143473,Cannella School of Hair Design,Villa Park,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02349500,143491,Cannella School of Hair Design,Chicago,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00168200,145275,Garrett - Evangelical Theological Seminary,Evanston,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02556600,147642,John Amico School of Hair Design 2,Niles,IL,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00170000,146339,Judson University,Elgin,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00172100,146977,McCormick Theological Seminary,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00173600,147697,Northern Baptist Theological Seminary,Lisle,IL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02297500,147819,Oehrlein School of Cosmetology,East Peoria,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01083600,373216,Pivot Point Academy,Bloomingdale,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,01087900,148292,Richland Community College,Decatur,IL,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00174900,148487,Roosevelt University,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00166300,148982,Spertus College of Judaica,Chicago,IL,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04189600,462053,State Career College,Gurnee,IL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03176300,438735,Aviation Institute of Maintenance,Indianapolis,IN,United States,Private for-profit,Proprietary,Other - CIO Problems (Eligibility),No
2024-12-01,December 2024,HCM1,00178900,150215,Christian Theological Seminary,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04258200,491552,Christina and Company Education Center,Lafayette,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,02140800,151810,Martin University,Indianapolis,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,04121000,451228,MyComputerCareer at Indianapolis,Indianapolis,IN,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00182400,152099,Oakland City University,Oakland City,IN,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,04246600,488129,Textures Institute of Cosmetology,Indianapolis,IN,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00191700,155070,Barclay College,Haviland,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,00190400,154721,Bethany College,Lindsborg,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00190800,154855,Central Christian College of Kansas,McPherson,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00191300,154998,Dodge City Community College,Dodge City,KS,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00191400,155007,Donnelly College,Kansas City,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00193100,155496,Manhattan Christian College,Manhattan,KS,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,Yes
2024-12-01,December 2024,HCM1,02134800,155353,Old Town Barber  College,Wichita,KS,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00193700,155627,Ottawa University,Ottawa,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00250900,179317,Saint Paul School of Theology,Leawood,KS,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00194000,155900,Southwestern College,Winfield,KS,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,04205300,476902,Y's Hair International,Overland Park,KS,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04038300,447935,ATA College,Louisville,KY,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02535600,156417,Clear Creek Baptist Bible College,Pineville,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00196400,156745,Georgetown College,Georgetown,KY,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00196800,157058,Kentucky State University,Frankfort,KY,United States,Public,Public,Financial Statement Late or Missing,Yes
2024-12-01,December 2024,HCM1,00197100,157207,Lexington Theological Seminary,Lexington,KY,United States,Private not-for-profit,Private Non-Profit,Financial Statement Late or Missing,No
2024-12-01,December 2024,HCM1,04177600,461722,Lindsey Institute of Cosmetology,Bowling Green,KY,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00198800,157863,Union College,Barbourville,KY,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,03294300,434821,Blue Cliff College,Metairie,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03010400,158617,Crescent City School of Gaming & Bartending,New Orleans,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,03480300,439738,Fortis College,Baton Rouge,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04217000,481465,Healthcare Training Institute,Kenner,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02536400,159531,Louisiana Academy of Beauty,Eunice,LA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04234600,484190,Park Place Premier Barber School,New Orleans,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02269300,160597,Stevenson's Academy of Hair Design,New Orleans,LA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02337400,164599,Bancroft School of Massage Therapy,Worcester,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00215100,165884,Benjamin Franklin Cummings Institute,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,00216700,164775,Berkshire Community College,Pittsfield,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03248300,164614,Boston Baptist College,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,02274300,165495,Conway School of Landscape Design,Northampton,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,04116900,451255,DiGrigoli School of Cosmetology,West Springfield,MA,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00527900,382416,Greater Lowell Regional Vocational Technical School,Tyngsboro,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00466100,166018,Hampshire College,Amherst,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2024-12-01,December 2024,HCM1,00215400,166054,Hellenic College & Holy Cross Greek Orthodox School of Theology,Brookline,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,02197900,167297,North Bennet Street School,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00217400,167376,Northern Essex Community College,Haverhill,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00221400,167677,Saint John's Seminary,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2024-12-01,December 2024,HCM1,03104000,412535,Shawsheen Valley School of Practical Nursing,Billerica,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,00632200,165060,Signature Healthcare Brockton Hospital School of Nursing,Brockton,MA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
2024-12-01,December 2024,HCM1,04122000,459408,Tri County Regional Vocational Technical High School,Franklin,MA,United States,Public,Public,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03130500,429128,Urban College of Boston,Boston,MA,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,03493300,373784,All-State Career,Baltimore,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
2024-12-01,December 2024,HCM1,02269700,162830,Aveda Institute Maryland,Bel Air,MD,United States,Private for-profit,Proprietary,Compliance Audit Late or Missing,No
2024-12-01,December 2024,HCM1,01031900,163347,Fortis Institute - Towson,Towson,MD,United States,Private for-profit,Proprietary,Financial Responsibility,No
