UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,BAGR100,BAGR150,BAGR200,L4GR100,L4GR150,L4GR200        
170736,93,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,0,.,100,.,.,.,.,81,100,100
170790,12,10,14,20,8,8,.,5,10,13,11,6,36,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,14,.,13,.,.,.,.,4,12,18
170806,49,39,60,.,100,100,.,29,25,59,57,20,29,35,26,44,49,38,59,.,100,100,.,30,25,57,57,20,29,35,49,47,44,45,53,53,31,57,59,.,.,.
170967,41,32,48,.,0,0,.,22,.,52,29,0,.,.,17,27,39,30,46,.,0,0,.,22,.,49,29,0,.,.,27,27,43,42,63,58,25,42,42,.,.,.
170976,93,93,94,100,96,96,75,82,89,94,89,88,94,.,81,92,93,93,94,100,96,96,75,82,89,94,89,88,94,.,86,86,94,94,95,95,81,93,94,.,.,.
171012,100,100,.,.,.,.,.,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,15,18,18
171100,82,79,84,61,80,80,100,65,67,86,77,67,79,10,63,80,82,80,84,65,80,80,100,65,67,86,77,73,79,10,72,73,80,81,85,85,58,82,83,.,.,.
171128,68,64,80,14,58,55,100,38,44,69,78,75,53,21,33,62,68,64,80,14,58,55,100,38,44,69,78,75,53,21,57,57,68,68,72,72,30,72,74,.,.,.
171137,56,54,58,50,58,59,50,40,40,59,45,73,67,29,27,49,56,54,58,50,58,59,50,40,40,59,45,73,67,29,51,51,50,50,62,62,18,55,59,.,.,.
171146,46,42,50,100,56,56,.,29,36,51,43,55,41,.,19,37,46,42,50,100,56,56,.,29,36,51,43,55,41,.,39,39,47,47,55,55,14,38,44,.,.,.
171155,12,12,11,100,0,0,0,0,4,14,12,20,8,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,.,17,.,19,.,.,.,.,5,10,15
171225,31,28,35,33,50,67,0,29,0,32,0,43,0,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,.,0,.,36,.,.,.,.,10,23,30
171234,38,38,38,.,.,.,.,0,0,58,100,29,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,14,.,62,.,.,.,.,14,16,24
171304,26,21,31,25,50,50,.,10,22,30,10,5,11,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,30,.,34,.,.,.,.,13,23,29
171395,33,25,38,57,50,50,.,25,20,31,31,100,100,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,25,.,36,.,.,.,.,17,27,30
171456,53,47,59,24,29,29,.,28,42,55,50,43,63,.,36,53,57,48,64,38,20,20,.,41,51,58,55,33,63,.,40,44,60,58,60,62,28,50,52,.,.,.
171483,24,24,25,13,25,25,.,0,25,25,17,30,25,23,53,59,59,57,67,0,.,.,.,.,.,64,.,100,.,6,21,0,29,75,26,64,25,58,58,.,.,.
171492,63,59,69,0,67,67,.,28,83,66,75,65,50,.,51,61,63,59,69,0,67,67,.,28,83,66,75,65,50,.,55,55,70,70,63,63,43,58,59,.,.,.
171535,17,16,18,0,14,14,0,11,14,17,9,17,33,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,9,.,21,.,.,.,.,7,15,20
171571,58,55,60,83,56,55,67,32,48,62,50,61,58,28,33,52,58,55,60,83,56,55,67,32,48,62,50,61,58,28,51,51,53,53,63,63,31,56,60,.,.,.
171599,44,35,57,0,0,0,.,30,25,51,27,71,50,21,34,43,44,35,57,0,0,0,.,30,25,51,27,71,50,21,39,39,48,48,52,52,43,49,49,.,.,.
171775,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,.,.,55,.,.,.,.,10,55,70
171881,54,55,54,100,0,0,.,0,50,56,.,67,100,.,46,54,54,55,54,100,0,0,.,0,50,56,.,67,100,.,31,31,74,74,33,33,36,42,45,.,.,.
171988,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,77,.,38,.,100,.,.,.,.,66,79,79
171997,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,50,.,100,.,.,.,.,38,68,68
172015,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,82,.,100,.,.,.,.,34,70,70
172033,100,100,.,.,.,.,.,.,.,.,.,100,100,.,0,0,0,0,.,.,.,.,.,.,.,.,.,0,0,.,100,0,100,0,100,0,33,100,100,.,.,.
172051,50,45,53,25,20,20,.,24,52,52,51,46,62,.,21,43,50,45,53,25,20,20,.,24,52,52,51,46,62,.,40,40,51,51,58,58,16,48,51,.,.,.
172200,17,16,18,20,27,27,.,1,13,19,6,19,25,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,18,.,20,.,.,.,.,.,.,.
172264,51,49,53,.,.,.,.,29,39,57,33,85,83,26,39,50,51,50,53,.,.,.,.,29,39,58,33,85,83,27,37,37,59,60,69,69,42,53,54,.,.,.
172291,25,22,27,8,100,100,.,13,15,28,9,13,.,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,38,.,32,.,.,.,.,10,21,30
172307,32,31,33,13,50,33,100,14,28,38,19,48,.,17,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,30,.,47,.,.,.,.,21,29,32
172334,60,50,66,.,100,100,.,42,30,63,31,86,50,28,47,58,60,50,66,.,100,100,.,42,30,63,31,86,50,28,54,54,62,62,65,65,47,64,64,.,.,.
172422,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,.,.,85,.,.,.,.,84,87,91
172440,31,18,45,0,60,60,.,10,33,39,50,16,.,.,22,24,24,20,30,0,.,.,.,13,29,28,57,8,.,.,5,0,0,0,70,62,16,21,21,.,.,.
172495,26,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,66,.,.,.,.,6,60,60
172617,28,21,34,0,34,33,50,18,33,30,16,20,33,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,30,.,32,.,.,.,.,12,22,40
172635,13,13,13,.,0,.,0,12,20,18,4,8,.,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,0,.,14,.,.,.,.,1,10,19
172644,60,56,64,33,70,70,100,40,50,64,43,70,59,22,34,54,60,56,64,33,70,70,100,40,50,64,43,70,59,22,56,56,55,55,66,66,24,52,56,.,.,.
172671,30,29,30,100,.,.,.,0,31,31,0,33,.,24,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,0,.,31,.,.,.,.,14,26,32
172680,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,100,.,100,.,.,.,.,7,85,85
172699,55,54,56,73,59,58,100,36,47,61,44,20,77,26,28,49,55,54,56,73,59,58,100,36,47,61,44,20,77,26,44,44,57,57,64,64,27,57,60,.,.,.
172866,100,100,.,.,.,.,.,.,.,100,.,.,.,.,100,100,100,100,.,.,.,.,.,.,.,100,.,.,.,.,100,100,.,.,.,.,.,.,.,.,.,.
172918,61,63,57,25,0,0,.,0,29,64,53,50,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,68,.,66,.,.,.,.,57,62,62
172954,47,47,48,0,13,13,.,21,60,49,75,50,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,56,.,45,.,.,.,.,42,46,46
172963,22,16,27,20,24,24,0,9,16,25,18,50,0,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,.,18,.,27,.,.,.,.,12,24,27
173045,56,51,60,33,70,70,.,44,55,63,59,47,41,2,48,54,56,51,60,33,70,70,.,44,55,63,59,47,41,2,54,54,62,62,55,55,47,59,60,.,.,.
173063,48,43,54,.,44,47,0,23,35,56,50,0,40,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,.,34,.,63,.,.,.,.,36,42,44
173115,36,42,27,0,0,0,.,.,0,49,14,.,.,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,43,.,38,.,.,.,.,41,45,46
173124,50,44,56,24,20,20,.,27,48,52,37,56,60,33,37,46,49,43,55,24,20,20,.,27,48,51,37,56,60,33,39,38,56,54,55,55,30,45,47,.,.,.
173142,57,56,57,.,50,100,0,0,14,59,33,100,63,23,49,56,57,56,57,.,50,100,0,0,14,59,33,100,63,23,51,51,56,56,62,62,47,62,62,.,.,.
173160,75,69,78,100,75,74,100,40,50,80,67,37,33,.,67,74,75,69,78,100,75,74,100,40,50,80,67,37,33,.,65,65,78,78,77,77,64,74,75,.,.,.
173203,47,48,45,0,100,100,.,5,24,54,14,.,0,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,52,.,59,.,.,.,.,40,48,48
173258,91,90,92,.,88,88,.,87,88,92,95,75,92,.,88,90,91,90,92,.,88,88,.,87,88,92,95,75,92,.,87,87,90,90,92,92,88,94,94,.,.,.
173300,69,65,73,33,43,43,.,36,71,73,53,71,44,22,65,69,69,65,73,33,43,43,.,36,71,73,53,71,44,22,53,53,72,72,76,76,63,68,68,.,.,.
173328,51,47,56,.,39,39,.,41,25,59,69,0,43,36,42,50,51,47,56,.,39,39,.,41,25,59,69,0,43,36,38,38,59,59,61,61,36,47,48,.,.,.
173416,53,53,56,.,62,62,.,23,42,60,41,61,0,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,66,.,56,.,.,.,.,47,54,56
173452,74,71,78,0,67,67,.,0,40,76,100,.,75,.,54,73,74,71,78,0,67,67,.,0,40,76,100,.,75,.,69,69,78,78,76,76,44,75,75,.,.,.
173461,34,36,32,17,0,0,.,10,23,36,25,67,40,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,33,.,39,.,.,.,.,22,32,34
173559,42,46,35,29,25,25,.,11,27,50,11,0,.,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,.,41,.,49,.,.,.,.,36,44,44
173638,37,34,43,33,50,50,.,7,31,45,47,100,50,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,49,.,40,.,.,.,.,34,41,42
173647,76,67,83,100,64,64,.,57,66,80,68,80,56,15,73,75,76,67,83,100,64,64,.,57,66,80,68,80,56,15,78,78,80,80,72,72,75,78,78,.,.,.
173665,69,64,72,0,65,65,.,59,59,74,57,33,100,.,62,69,69,64,72,0,65,65,.,59,59,74,57,33,100,.,60,60,71,71,77,77,55,65,66,.,.,.
173708,33,35,27,.,50,50,.,10,33,39,20,0,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,38,.,39,.,.,.,.,25,32,34
173735,36,33,42,13,0,.,0,6,27,45,23,50,29,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,40,.,43,.,.,.,.,30,36,37
173744,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,100,.,76,.,.,.,.,8,84,85
173799,18,14,21,.,46,46,.,12,9,20,23,0,.,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,.,23,.,19,.,.,.,.,14,24,25
173902,88,88,88,0,81,81,100,76,86,89,96,100,91,5,83,87,88,88,88,0,81,81,100,76,86,89,96,100,91,5,85,85,91,91,88,88,88,93,93,.,.,.
173911,26,27,26,0,25,25,.,22,18,29,20,.,50,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,29,.,33,.,.,.,.,21,30,33
173920,53,51,54,29,44,45,0,40,40,56,40,38,51,31,30,47,52,51,53,29,43,43,0,40,39,55,40,38,51,31,41,40,53,52,59,58,28,50,53,.,.,.
174020,33,27,37,.,41,41,.,22,0,42,0,.,20,45,15,31,33,27,37,.,41,41,.,22,0,42,0,.,20,45,31,31,50,50,31,31,13,46,48,.,.,.
174066,84,83,86,50,83,83,80,78,77,85,82,88,85,9,73,83,84,83,86,50,83,83,80,78,77,85,82,88,85,9,75,75,82,82,88,88,71,84,85,.,.,.
174075,53,50,57,67,100,100,.,0,33,59,63,100,0,32,43,52,53,50,57,67,100,100,.,0,33,59,63,100,0,32,51,51,50,50,57,57,39,51,52,.,.,.
174127,58,69,54,.,62,62,.,75,47,58,43,50,100,20,47,56,58,69,54,.,62,62,.,75,47,58,43,50,100,20,62,62,52,52,61,61,54,63,63,.,.,.
174136,14,15,12,6,7,8,0,7,18,20,6,40,27,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,.,26,.,22,.,.,.,.,8,19,22
174154,71,33,80,50,100,100,.,38,.,93,.,50,.,.,38,38,38,0,60,.,.,.,.,25,.,50,.,50,.,.,76,50,100,.,20,0,56,56,56,.,.,.
174190,66,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,.,100,.,56,.,.,.,.,18,65,75
174233,62,59,66,43,55,53,100,57,51,64,46,50,63,27,43,60,62,59,66,43,55,53,100,57,51,64,46,50,63,27,51,51,64,64,67,67,43,61,63,.,.,.
174251,58,48,65,36,67,67,.,13,50,63,62,33,29,27,48,56,58,48,65,36,67,67,.,13,50,63,62,33,29,27,53,53,64,64,59,59,46,60,62,.,.,.
174321,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,.,50,.,89,.,.,.,.,38,62,62
174358,55,47,61,0,43,43,.,40,43,57,52,86,50,24,39,53,55,47,61,0,43,43,.,40,43,57,52,86,50,24,47,47,53,53,62,62,34,55,57,.,.,.
174376,13,12,14,.,12,12,.,7,8,21,19,0,8,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,.,13,.,14,.,.,.,.,6,14,17
174428,19,16,22,17,29,29,100,11,18,21,13,0,50,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,.,18,.,24,.,.,.,.,10,24,28
174437,59,53,63,0,100,100,.,36,44,67,33,35,100,.,51,57,58,51,62,0,100,100,.,36,44,65,33,30,100,.,52,52,53,53,75,71,41,52,53,.,.,.
174473,40,35,48,33,67,67,.,11,23,49,7,100,50,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,69,.,46,.,.,.,.,36,43,43
174491,70,66,73,50,53,59,0,29,44,75,62,83,.,.,62,68,70,65,72,50,53,59,0,29,44,74,62,83,.,.,65,63,68,68,77,77,57,67,69,.,.,.
174507,0,.,0,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,.
174525,53,55,50,.,.,.,.,0,100,54,100,.,.,.,36,55,55,50,67,.,.,.,.,0,.,67,100,.,.,.,38,40,60,60,100,100,13,29,33,.,.,.
174570,31,36,22,0,.,.,.,.,0,33,0,0,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,67,.,39,.,.,.,.,24,31,31
174738,24,23,26,33,30,30,.,11,15,30,14,0,40,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,32,.,28,.,.,.,.,18,27,29
174747,78,.,78,75,77,77,100,38,57,84,.,.,43,10,74,78,78,.,78,75,77,77,100,38,57,84,.,.,43,10,70,70,80,80,82,82,80,85,85,.,.,.
174756,34,39,25,100,23,20,33,11,31,41,22,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,42,.,40,.,.,.,.,26,33,34
174783,44,42,47,0,31,31,0,29,32,46,24,67,69,36,25,38,43,41,45,0,31,31,0,29,32,44,24,67,69,36,34,33,40,39,55,54,22,44,47,.,.,.
174792,76,76,.,100,79,77,100,46,60,79,.,.,85,8,69,75,76,76,.,100,79,77,100,46,60,79,.,.,85,8,64,64,79,79,79,79,69,74,75,.,.,.
174817,65,61,69,50,75,75,.,36,50,69,67,58,67,.,54,65,65,61,69,50,75,75,.,36,50,69,67,58,67,.,64,64,72,72,63,63,59,62,62,.,.,.
174844,85,82,87,.,86,86,.,67,76,86,87,50,85,11,82,84,85,82,87,.,86,86,.,67,76,86,87,50,85,11,84,84,85,85,85,85,82,85,85,.,.,.
174862,52,37,65,0,71,71,.,31,25,57,40,.,75,29,46,52,53,39,68,0,57,57,.,31,30,59,50,.,75,26,44,46,59,60,55,58,50,58,59,.,.,.
174899,67,56,74,67,58,64,0,40,67,69,46,100,65,1,58,67,67,56,74,67,58,64,0,40,67,69,46,100,65,1,58,58,66,66,75,75,61,69,70,.,.,.
174914,80,79,81,67,77,77,.,60,72,81,76,88,44,14,70,78,80,79,81,67,77,77,.,60,72,81,76,88,44,14,71,71,77,77,85,85,70,80,81,.,.,.
174978,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,100,.,83,.,.,.,.,5,76,76
175005,64,100,64,.,73,75,0,47,72,63,85,67,50,27,48,61,64,100,64,.,73,75,0,49,72,63,80,60,50,26,58,59,66,68,75,75,55,68,68,.,.,.
175014,48,51,48,100,33,33,.,17,42,53,29,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,60,.,52,.,18,18,18,.,.,.
175041,32,36,26,33,33,33,.,15,16,57,18,50,46,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,.,32,.,53,.,.,.,.,19,29,32
175078,41,35,46,50,22,25,0,14,18,51,40,36,21,31,27,37,40,34,45,50,22,25,0,14,18,50,36,36,21,31,33,32,49,49,44,43,33,47,48,.,.,.
175120,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,.,.,.,48,.,.,.,.,57,60,60
175227,47,48,42,0,27,30,0,9,62,53,0,20,100,13,38,38,38,17,57,.,33,50,0,.,0,44,.,.,.,46,100,100,100,100,0,0,0,0,0,.,.,.
175236,45,47,43,67,57,57,.,14,22,51,22,50,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,40,.,56,.,.,.,.,39,45,47
175263,34,36,30,0,20,20,.,0,50,37,11,33,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,48,.,45,.,.,.,.,27,38,39
175272,60,54,63,25,48,48,.,33,55,63,43,67,61,30,43,56,59,54,62,25,45,45,.,33,53,61,43,67,61,30,50,49,65,64,63,62,41,59,60,.,.,.
175315,21,19,24,0,15,15,.,17,13,28,11,17,24,23,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,.,24,.,25,.,.,.,.,11,22,25
175342,47,34,54,0,50,100,0,47,0,17,83,.,57,.,32,44,46,34,52,0,50,100,0,46,0,17,83,.,57,.,44,43,40,38,70,70,25,45,47,.,.,.
175421,46,32,58,0,100,100,.,33,35,54,80,21,100,.,33,45,46,32,58,0,100,100,.,33,35,54,80,21,100,.,42,42,54,54,43,43,35,46,47,.,.,.
175430,39,41,37,33,.,.,.,10,33,43,0,.,67,44,36,39,39,41,37,33,.,.,.,10,33,43,0,.,67,44,31,31,20,20,56,56,47,51,54,.,.,.
175494,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83,.,.,.,65,.,.,.,.,85,85,85
175519,33,25,41,0,.,.,.,35,0,4,25,100,17,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,11,.,.,.,.,29,33,35
175573,46,42,49,100,33,0,50,37,60,55,20,30,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,21,.,59,.,.,.,.,33,50,68
175616,46,38,52,.,50,50,.,38,29,50,43,.,67,.,29,44,46,38,52,.,50,50,.,38,29,50,43,.,67,.,39,39,48,48,55,55,23,39,40,.,.,.
175643,33,31,34,6,33,50,0,24,34,42,22,17,55,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,.,24,.,23,.,.,.,.,31,41,43
175652,39,42,35,67,50,50,.,29,23,52,0,50,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,40,.,53,.,.,.,.,27,40,43
175698,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,.,.,.,.,.,.,.,.,70,70,70
175722,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,.,.,.,.,.,43,86,86
175786,32,32,31,40,13,14,0,29,40,34,31,68,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,41,.,31,.,.,.,.,33,33,36
175810,43,45,42,67,36,36,.,34,48,52,52,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,54,.,48,.,.,.,.,36,39,41
175829,50,51,49,50,100,100,.,41,63,54,29,75,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,35,.,60,.,.,.,.,43,50,51
175856,35,31,37,0,0,0,.,34,40,30,33,.,81,.,26,35,35,31,37,0,0,0,.,34,40,30,33,.,81,.,39,39,50,50,21,21,23,42,43,.,.,.
175883,43,41,44,38,60,75,0,34,67,48,36,.,33,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,30,.,47,.,.,.,.,31,38,40
175935,32,35,30,33,67,67,.,26,63,39,17,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,31,.,28,.,.,.,.,25,33,39
175980,57,51,63,0,100,100,.,49,54,59,.,13,85,.,55,57,57,51,63,0,100,100,.,49,54,59,.,13,85,.,48,48,29,29,76,76,66,68,68,.,.,.
176008,35,37,35,.,50,50,.,30,58,45,.,44,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,40,.,.,.,.,32,43,43
176017,68,64,70,71,72,74,0,49,63,71,56,.,83,.,54,66,68,64,70,71,72,74,0,49,63,71,56,.,83,.,53,53,65,65,75,75,48,67,69,.,.,.
176035,37,16,45,100,0,0,.,35,0,53,.,.,22,.,29,36,37,16,46,100,0,0,.,36,.,54,.,.,22,.,42,42,41,41,33,34,36,47,49,.,.,.
176044,26,18,34,100,33,50,0,25,33,27,25,27,.,.,15,23,26,18,34,100,33,50,0,25,33,27,25,27,.,.,25,25,27,27,.,.,16,27,29,.,.,.
176053,62,53,69,50,47,46,50,43,67,69,.,.,32,31,50,61,62,53,69,50,47,46,50,43,67,69,.,.,32,31,46,46,95,95,66,66,52,65,66,.,.,.
176062,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,.,.,.,71,.,.,.,.,0,47,47
176071,44,43,46,50,63,62,100,40,36,47,43,37,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,.,41,.,50,.,.,.,.,35,44,46
176080,63,60,66,38,62,60,75,44,57,70,55,69,65,.,41,60,63,60,66,38,62,60,75,44,57,70,55,69,65,.,47,47,62,62,74,74,40,64,66,.,.,.
176169,39,34,43,0,50,75,0,29,44,42,32,21,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,52,.,44,.,.,.,.,28,39,53
176178,38,37,39,20,11,15,0,33,35,43,31,34,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,40,.,47,.,.,.,.,26,37,40
176239,39,40,39,67,63,63,.,30,41,45,.,28,67,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,41,.,48,.,.,.,.,30,39,44
176318,25,21,27,.,0,.,0,26,.,0,.,0,0,5,2,2,23,20,24,.,0,.,0,24,.,0,.,0,0,5,23,22,4,4,100,80,14,19,31,.,.,.
176336,80,75,100,.,.,.,.,100,.,67,.,.,.,.,0,0,100,.,100,.,.,.,.,100,.,.,.,.,.,.,100,100,.,.,67,.,0,0,0,.,.,.
176354,43,46,40,100,.,.,.,34,29,53,22,31,75,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,58,.,.,.,.,33,41,42
176372,52,44,56,50,56,56,.,41,54,60,32,50,43,.,38,49,52,44,56,50,56,56,.,41,54,60,32,50,43,.,43,43,56,56,59,59,31,50,52,.,.,.
176406,31,18,38,.,.,.,.,30,.,.,.,.,100,20,19,28,31,18,38,.,.,.,.,30,.,.,.,.,100,20,31,31,50,50,29,29,25,40,43,.,.,.
176433,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,.,0,50,50
176479,42,35,47,.,100,100,.,27,50,46,.,25,36,.,32,39,42,35,47,.,100,100,.,27,50,46,.,25,36,.,39,39,46,46,44,44,35,51,54,.,.,.
176628,51,45,55,0,0,0,0,46,36,60,29,.,14,33,34,47,51,45,55,0,0,0,0,46,36,60,29,.,14,33,42,42,61,61,54,54,35,51,52,.,.,.
176664,39,38,40,100,100,100,.,100,17,39,25,.,.,21,28,38,39,38,40,100,100,100,.,100,17,39,25,.,.,21,37,37,40,40,.,.,20,36,37,.,.,.
176716,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,.,.,.,100,.,.,.,.,25,83,84
176770,67,.,67,0,.,.,.,.,.,100,.,.,.,.,50,100,100,.,100,.,.,.,.,.,.,100,.,.,.,.,100,100,.,.,0,.,0,0,100,.,.,.
176789,59,54,64,0,100,.,100,0,.,61,100,.,.,7,36,52,60,54,67,0,100,.,100,0,.,62,100,.,.,8,56,56,100,100,56,57,26,41,41,.,.,.
176798,62,75,59,.,.,.,.,80,.,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,100,.,.,.,.,62,62,62
176910,27,22,38,.,.,.,.,13,0,35,50,.,.,.,19,24,26,20,39,.,.,.,.,18,0,33,0,.,.,.,25,30,31,33,31,0,30,36,36,.,.,.
176947,52,33,72,0,0,0,.,38,50,55,29,25,63,35,43,48,49,32,68,0,0,0,.,38,50,51,29,33,63,35,42,42,50,50,65,57,36,44,44,.,.,.
176965,53,47,57,50,58,70,0,39,37,56,44,68,69,24,39,51,53,47,57,50,58,70,0,39,37,56,44,68,69,24,45,45,49,49,61,61,31,51,52,.,.,.
176983,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,.,.,.,87,.,.,.,.,93,93,93
177038,33,50,0,.,.,.,.,.,.,50,.,0,.,.,33,33,33,50,0,.,.,.,.,.,.,50,.,0,.,.,100,100,.,.,0,0,0,0,0,.,.,.
