UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,BAGR100,BAGR150,BAGR200,L4GR100,L4GR150,L4GR200        
107992,63,72,53,100,.,.,.,67,75,60,53,0,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,.,100,.,63,.,.,.,.,44,48,48
108065,71,.,.,.,.,.,.,.,.,.,.,.,.,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,.,.,.,.,.,.,.,69,88,88
108092,42,37,47,32,50,50,50,35,38,44,36,.,33,.,29,39,42,35,47,30,47,47,50,27,42,45,33,.,33,.,38,37,51,48,46,47,20,31,33,.,.,.
108232,44,36,51,67,40,42,33,31,39,42,33,33,56,17,13,35,43,35,48,100,41,43,33,29,33,42,11,32,56,17,26,22,38,33,55,55,7,45,48,.,.,.
108667,35,30,44,.,52,52,0,31,25,28,38,33,33,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,.,.,31,.,.,.,.,18,30,36
108807,29,25,32,50,30,32,20,25,28,34,24,34,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,50,.,27,.,.,.,.,11,28,35
108852,58,53,63,100,.,.,.,44,60,68,0,.,56,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,74,.,53,.,.,.,.,62,64,65
108977,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,50,.,50,.,.,.,.,14,54,55
109040,64,49,67,50,78,74,100,30,69,50,57,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,.,83,.,67,.,.,.,.,43,69,74
109208,27,26,28,17,37,38,19,15,23,31,19,25,22,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,33,.,29,.,.,.,.,14,29,36
109350,30,28,33,.,38,38,.,14,30,35,48,40,0,8,33,100,100,100,.,.,.,.,.,.,100,100,.,.,.,.,27,.,33,.,37,100,.,.,.,.,.,.
109651,75,69,79,.,78,78,.,67,78,66,67,100,77,.,30,67,75,69,79,.,78,78,.,67,78,66,67,100,77,.,81,81,75,75,74,74,33,71,74,.,.,.
109721,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,.,.,.,5,.,.,.,.,46,55,55
109730,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,0,.,.,.,.,72,79,79
109785,61,57,63,75,71,71,71,34,55,67,55,69,71,.,44,59,61,57,63,75,71,71,71,34,55,67,55,69,71,.,41,41,46,46,91,91,51,66,67,.,.,.
109819,22,20,24,43,25,26,0,18,20,28,28,10,25,10,0,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,20,.,33,.,25,0,.,.,.,.,.,.
109907,31,21,37,0,25,27,20,15,37,29,27,25,33,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,.,.,24,.,.,.,.,19,28,35
109934,42,33,43,.,0,0,.,50,43,0,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,.,100,.,40,.,.,.,.,0,53,53
110060,0,0,0,.,.,.,.,0,0,0,.,.,0,22,0,0,0,0,0,.,.,.,.,0,0,0,.,.,0,22,0,0,.,.,0,0,2,2,4,.,.,.
110097,72,73,72,67,70,70,67,35,64,78,64,75,80,.,60,69,72,73,72,67,70,70,67,35,64,78,64,75,80,.,64,64,75,75,75,75,56,71,73,.,.,.
110194,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87,.,96,.,73,.,.,.,.,77,87,87
110219,33,34,31,0,33,33,.,29,45,35,13,33,.,1,29,33,33,29,37,.,50,50,.,39,50,29,0,27,.,.,31,30,43,50,38,40,45,45,52,.,.,.
110246,34,31,36,15,35,36,0,23,24,40,34,39,67,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,33,.,41,.,.,.,.,19,36,41
110334,33,30,36,0,50,52,0,40,28,45,40,13,30,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,0,.,34,.,.,.,.,14,35,43
110361,63,61,64,50,66,71,46,43,56,75,57,57,52,23,43,60,63,61,64,50,66,71,46,43,56,75,57,57,52,23,57,57,67,67,68,68,41,62,64,.,.,.
110370,72,62,77,0,78,77,100,47,70,55,.,33,83,.,54,68,72,62,77,0,78,77,100,47,70,55,.,33,83,.,52,52,90,90,77,77,52,67,67,.,.,.
110404,94,92,96,.,99,99,.,100,87,93,87,.,100,3,81,92,94,92,96,.,99,99,.,100,87,93,87,.,100,3,90,90,100,100,94,94,86,92,92,.,.,.
110413,73,70,76,100,82,86,50,61,76,73,69,65,58,23,68,72,73,70,76,100,82,86,50,61,76,73,69,65,58,23,74,74,72,72,73,73,66,71,72,.,.,.
110422,85,82,89,86,87,88,71,92,79,87,81,84,81,1,60,82,85,82,89,86,87,88,71,92,79,87,81,84,81,1,81,81,85,85,86,86,53,83,85,.,.,.
110468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,25,25,.,.,.
110486,50,41,55,50,64,65,0,43,49,50,44,67,48,3,22,43,50,41,55,50,64,65,0,43,49,50,44,67,48,3,46,46,46,46,60,60,15,46,50,.,.,.
110495,55,51,57,67,59,61,33,56,53,63,58,49,44,3,25,47,55,51,57,67,59,61,33,56,53,63,58,49,44,3,54,54,56,56,58,58,19,57,62,.,.,.
110510,54,49,58,50,66,66,0,45,54,53,52,63,56,1,25,46,54,49,58,50,66,66,0,45,54,53,52,63,56,1,53,53,52,52,58,58,19,59,63,.,.,.
110529,66,64,69,71,78,78,57,50,60,76,69,64,60,2,27,57,66,64,69,71,78,78,57,50,60,76,69,64,60,2,62,62,68,68,70,70,30,67,72,.,.,.
110538,64,60,67,40,57,58,43,47,61,69,63,73,61,4,34,59,64,60,67,40,57,58,43,47,61,69,63,73,61,4,58,58,65,65,71,71,29,65,68,.,.,.
110547,46,39,51,.,56,58,0,44,48,46,36,28,32,4,17,38,46,39,51,.,56,58,0,44,48,46,36,28,32,4,46,46,46,46,47,47,12,48,54,.,.,.
110556,56,50,60,56,50,51,33,38,57,66,55,55,49,2,21,47,56,50,60,56,50,51,33,38,57,66,55,55,49,2,54,54,58,58,60,60,19,58,63,.,.,.
110565,69,64,73,60,75,75,57,63,66,75,69,80,65,2,33,61,69,64,73,60,75,75,57,63,66,75,69,80,65,2,66,66,67,67,74,74,26,69,73,.,.,.
110574,46,39,49,50,56,56,50,44,42,55,39,51,37,5,13,37,46,39,49,50,56,56,50,44,42,55,39,51,37,5,43,43,56,56,47,47,17,47,54,.,.,.
110583,73,68,76,71,78,78,40,62,70,77,70,66,66,2,38,66,73,68,76,71,78,78,40,62,70,77,70,66,66,2,70,70,73,73,75,75,29,73,77,.,.,.
110592,51,46,55,0,67,67,29,38,51,46,47,46,47,3,17,43,51,46,55,0,67,67,29,38,51,46,47,46,47,3,51,51,49,49,53,53,9,52,59,.,.,.
110608,56,50,61,25,66,66,57,41,53,68,58,51,53,6,23,47,56,50,61,25,66,66,57,41,53,68,58,51,53,6,53,53,59,59,61,61,15,55,60,.,.,.
110617,54,48,60,13,57,57,58,43,53,58,57,57,57,3,22,46,54,48,60,13,57,57,58,43,53,58,57,57,57,3,52,52,52,52,58,58,15,54,60,.,.,.
110635,94,93,95,100,96,96,93,81,87,95,92,95,94,.,82,92,94,93,95,100,96,96,93,81,87,95,92,95,94,.,89,89,92,92,96,96,76,92,94,.,.,.
110644,86,84,88,100,91,91,76,78,80,88,90,89,85,.,66,84,86,84,88,100,91,91,76,78,80,88,90,89,85,.,81,81,87,87,89,89,64,86,88,.,.,.
110653,87,84,89,100,92,92,82,77,81,87,85,96,86,7,72,85,87,84,89,100,92,92,82,77,81,87,85,96,86,7,85,85,86,86,88,88,69,85,86,.,.,.
110662,92,91,93,81,95,95,80,84,90,93,93,94,91,3,84,92,92,91,93,81,95,95,80,84,90,93,93,94,91,3,89,89,93,93,94,94,81,91,92,.,.,.
110671,76,73,78,67,83,83,75,72,74,75,69,69,65,15,62,74,76,73,78,67,83,83,75,72,74,75,69,69,65,15,75,75,80,80,76,76,62,77,79,.,.,.
110680,88,85,90,43,92,92,92,74,82,88,87,95,86,.,72,86,88,85,90,43,92,92,92,74,82,88,87,95,86,.,84,84,88,88,90,90,68,87,89,.,.,.
110705,86,84,87,86,90,90,85,81,81,88,83,94,84,.,73,84,86,84,87,86,90,90,85,81,81,88,83,94,84,.,82,82,87,87,88,88,69,84,85,.,.,.
110714,77,75,79,83,79,79,80,70,75,77,78,78,75,5,62,75,77,75,79,83,79,79,80,70,75,77,78,78,75,5,77,77,74,74,78,78,55,76,77,.,.,.
110875,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,67,.,.,.,.,72,81,81
110918,0,0,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,0,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.
111054,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,100,.,90,.,.,.,.,14,83,83
111081,64,61,66,50,58,58,.,50,68,63,27,73,82,19,55,62,64,61,66,50,58,58,.,50,68,63,27,73,82,19,50,50,63,63,67,67,56,66,68,.,.,.
111188,63,63,62,100,64,65,60,25,60,74,50,56,0,6,49,60,63,63,62,100,64,65,60,25,60,74,50,56,0,6,63,63,64,64,63,63,48,61,61,.,.,.
111434,35,36,35,50,38,44,25,50,25,52,63,38,59,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,36,.,.,.,.,15,35,41
111461,43,36,51,0,60,60,56,25,38,54,40,31,45,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,.,50,.,45,.,.,.,.,22,42,49
111513,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,62,.,.,.,88,.,.,.,.,77,77,79
111638,43,44,43,.,80,75,100,40,32,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,38,.,29,.,.,.,.,.,.,.
111708,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,88,.,94,.,.,.,.,0,61,64
111717,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,.,43,.,11,.,.,.,.,3,72,88
111726,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,.,.,.,83,.,.,.,.,0,86,88
111744,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,100,.,50,.,.,.,.,1,71,75
111762,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,.,100,.,66,.,.,.,.,1,73,82
111799,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,.,0,.,59,.,.,.,.,0,65,78
111887,29,24,34,33,46,49,8,25,27,34,47,20,36,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,25,.,35,.,.,.,.,15,33,40
111896,29,27,31,17,67,67,.,8,31,28,25,33,100,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,100,.,29,.,.,.,.,14,27,32
111920,35,32,38,0,51,54,18,22,28,40,33,17,42,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,0,.,35,.,.,.,.,18,36,43
111939,28,27,29,50,45,46,0,25,25,37,32,16,43,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,31,.,.,.,.,10,28,35
111948,84,80,86,100,93,93,.,75,85,82,80,86,75,.,76,82,84,80,86,100,93,93,.,74,85,82,81,86,75,.,81,80,86,86,83,84,73,80,81,.,.,.
111966,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,.
112075,63,58,66,0,52,54,0,52,59,71,74,78,32,.,54,62,63,58,66,0,52,54,0,52,59,71,74,78,32,.,61,61,60,60,65,65,47,59,60,.,.,.
112084,35,32,38,0,.,.,.,0,35,45,0,0,0,27,33,33,33,32,35,0,.,.,.,0,35,43,0,0,0,27,39,36,8,8,50,50,37,48,50,.,.,.
112172,42,36,46,33,58,58,67,33,38,53,44,31,51,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,0,.,42,.,.,.,.,23,40,45
112181,39,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,24,.,36,.,.,.,.,16,86,90
112190,37,34,42,67,52,52,31,10,25,29,27,43,39,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,100,.,36,.,.,.,.,21,37,44
112260,91,90,92,.,84,84,.,100,91,93,92,100,87,.,83,90,91,90,92,.,84,84,.,100,91,93,92,100,87,.,100,100,100,100,89,89,81,92,93,.,.,.
112288,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,22,.,19,.,.,.,.,13,53,59
112367,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,26,.,.,.,.,75,90,90
112385,23,24,23,.,44,42,100,11,20,17,0,0,0,19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,0,.,27,.,.,.,.,10,25,31
112394,44,39,51,.,52,52,.,13,48,41,0,83,.,14,30,43,44,39,51,.,52,52,.,13,48,41,0,83,.,14,44,44,34,34,54,54,22,45,46,.,.,.
112455,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,.,0,.,86,.,.,.,.,7,64,64
112561,27,28,26,0,0,0,0,14,16,31,.,58,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,29,.,.,.,.,22,38,40
112570,48,49,44,100,100,100,.,26,44,52,56,38,100,3,32,49,49,53,42,100,100,100,.,14,50,47,50,50,100,3,17,0,53,58,48,48,27,40,44,.,.,.
112686,11,11,12,.,40,67,0,4,12,0,50,4,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,.,.,.,7,.,.,.,.,6,14,19
112826,25,22,29,.,44,46,0,19,21,32,20,20,18,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,26,.,.,.,.,6,21,29
113096,31,27,36,0,39,40,25,20,25,36,27,28,33,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,25,.,36,.,.,.,.,11,29,38
113111,34,31,36,0,50,51,0,6,28,40,37,44,50,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,32,.,.,.,.,13,31,38
113193,44,38,51,0,69,69,67,38,36,45,58,38,73,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,.,40,.,48,.,.,.,.,22,43,48
113218,32,29,35,0,38,38,.,14,30,36,25,29,0,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,100,.,35,.,.,.,.,12,33,41
113236,34,33,34,33,44,45,0,20,26,38,26,27,53,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,0,.,34,.,.,.,.,.,.,.
113333,67,66,67,100,79,80,17,58,46,69,67,57,75,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,56,.,67,.,.,.,.,60,69,72
113449,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,67,.,96,.,.,.,.,34,74,79
113537,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,100,.,.,.,.,.,.,.
113573,27,23,32,0,49,49,50,7,26,34,40,19,39,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,28,.,.,.,.,12,29,35
113582,75,.,75,.,.,.,.,.,0,100,.,.,100,.,75,75,75,.,75,.,.,.,.,.,0,100,.,.,100,.,.,.,50,50,100,100,33,33,50,.,.,.
113616,100,.,100,.,100,100,.,.,.,.,.,.,.,.,100,100,100,.,100,.,100,100,.,.,.,.,.,.,.,.,.,.,.,.,100,100,.,.,.,.,.,.
113634,47,42,52,20,57,57,0,32,34,44,43,41,66,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,.,0,.,49,.,.,.,.,27,47,53
113698,79,69,82,100,91,94,50,90,77,71,68,95,50,13,72,78,79,69,82,100,91,94,50,90,77,71,68,95,50,13,72,72,86,86,78,78,62,74,74,.,.,.
113856,30,26,34,50,59,60,0,29,25,36,15,14,50,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,0,.,30,.,.,.,.,16,30,36
113980,35,32,38,.,67,68,33,23,28,55,40,36,38,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,50,.,39,.,.,.,.,17,38,45
114123,51,80,48,.,.,.,.,50,57,42,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,50,.,45,.,.,.,.,.,.,.
114266,35,28,42,0,51,52,0,13,23,43,46,36,56,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,.,.,.,35,.,.,.,.,13,35,44
114354,75,65,76,100,80,90,25,79,74,78,50,69,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,67,.,100,.,.,.,.,.,.,.
114433,40,36,44,40,67,67,67,23,37,41,.,14,60,19,38,38,38,.,38,.,.,.,.,.,.,38,.,.,.,.,37,33,59,.,39,40,.,.,.,.,.,.
114460,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,75,.,89,.,.,.,.,13,73,73
114637,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,61,94,94
114716,57,55,59,.,65,67,27,59,35,63,52,50,71,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,.,67,.,58,.,.,.,.,.,.,.
114761,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,50,.,.,.,.,20,69,74
114789,24,20,28,18,32,32,40,14,22,33,27,29,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,50,.,30,.,.,.,.,11,24,28
114813,50,46,53,100,36,38,0,53,41,72,.,50,0,.,40,48,50,46,53,100,36,38,0,53,41,72,.,50,0,.,44,44,57,57,57,57,56,67,69,.,.,.
114859,33,29,38,60,49,49,67,25,29,38,37,23,46,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,.,14,.,37,.,.,.,.,13,34,42
114938,32,26,37,0,50,45,67,25,28,49,36,38,0,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,.,.,.,32,.,.,.,.,14,31,39
114947,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,71,.,32,.,.,.,.,90,91,94
115001,31,27,36,0,35,34,50,11,22,41,40,29,32,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,0,.,29,.,.,.,.,19,39,47
115010,69,64,71,100,82,81,100,63,68,63,46,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,69,.,.,.,.,.,.,.
115126,42,36,47,100,57,58,25,19,31,46,35,42,50,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,0,.,43,.,.,.,.,19,42,49
115296,28,24,32,14,38,39,27,15,24,36,28,27,39,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,33,.,30,.,.,.,.,11,30,36
115357,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,.,100,.,86,.,.,.,.,17,80,80
115393,32,26,37,100,60,62,0,25,31,37,20,48,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,.,.,.,30,.,.,.,.,18,35,41
115409,92,93,91,.,97,97,100,86,85,92,100,88,100,6,88,92,92,93,91,.,97,97,100,86,85,92,100,88,100,6,93,93,86,86,94,94,84,93,93,.,.,.
115658,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,.,.,100,.,.,.,.,20,80,80
115728,54,39,61,.,73,73,.,44,53,17,75,100,50,36,46,53,54,39,61,.,73,73,.,44,53,17,75,100,50,36,52,52,58,58,53,53,27,39,40,.,.,.
115755,46,38,51,27,40,45,0,37,40,51,54,57,33,9,23,40,46,38,51,27,40,45,0,37,40,51,54,57,33,9,42,42,48,48,50,50,22,49,53,.,.,.
115773,75,100,67,.,100,.,100,.,75,67,.,.,.,13,100,100,100,.,100,.,.,.,.,.,100,100,.,.,.,.,100,100,50,100,0,.,60,80,80,.,.,.
115861,37,30,43,50,75,75,.,40,37,44,75,26,0,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,.,.,.,42,.,.,.,.,18,36,43
115931,77,80,68,100,68,63,100,67,78,83,75,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,.,92,.,71,.,.,.,.,64,80,81
116226,100,.,100,.,.,.,.,.,.,100,.,.,.,.,100,100,100,.,100,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,100,100,50,50,50,.,.,.
116350,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,50,.,45,.,.,.,.,18,60,60
116439,55,52,59,100,69,69,33,35,37,61,50,56,53,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,.,0,.,57,.,.,.,.,32,54,59
116563,68,.,68,.,.,.,.,0,83,69,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,50,.,.,.,.,24,75,75
116846,50,100,33,.,.,.,.,0,.,0,.,.,100,50,50,50,50,100,33,.,.,.,.,0,.,0,.,.,100,50,50,50,.,.,50,50,33,33,33,.,.,.
117052,36,38,33,25,59,57,100,12,35,43,38,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,0,.,40,.,.,.,.,17,34,40
117104,47,45,47,.,100,100,.,50,48,41,33,60,0,33,30,43,46,45,47,.,100,100,.,50,48,44,0,60,0,34,55,52,62,62,22,25,23,31,37,.,.,.
117140,63,59,66,100,71,74,50,52,64,64,64,67,54,.,53,61,63,59,66,100,71,74,50,52,63,64,64,67,54,.,59,59,73,73,61,61,53,66,68,.,.,.
117168,63,55,66,.,65,68,0,100,67,58,100,0,100,.,42,58,63,55,66,.,65,68,0,100,67,58,100,0,100,.,59,59,25,25,81,81,44,65,65,.,.,.
117195,34,29,38,100,17,9,100,0,43,33,0,30,50,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,.,.,.,27,.,.,.,.,28,38,39
117238,42,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,.,100,.,40,.,.,.,.,34,70,70
117247,27,26,29,.,35,34,67,19,24,16,17,23,43,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,.,.,.,26,.,.,.,.,15,24,31
117274,24,20,33,29,0,.,0,9,22,33,25,0,20,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,33,.,24,.,.,.,.,20,30,30
117283,42,38,45,.,.,.,.,.,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,.,.,.,.,.,.,.
117557,81,75,88,.,100,100,.,100,100,0,.,.,82,19,69,69,81,75,88,.,100,100,.,100,100,0,.,.,82,19,100,100,100,100,70,70,75,80,80,.,.,.
117575,0,0,.,.,.,.,.,.,.,0,.,.,.,.,0,0,0,0,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.
117627,61,64,59,0,82,82,83,25,52,71,83,100,62,12,34,45,54,59,49,.,67,72,40,8,52,60,63,100,59,13,49,50,50,39,89,68,35,57,58,.,.,.
117645,22,19,24,0,34,36,8,16,18,34,25,25,31,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,.,0,.,25,.,.,.,.,9,22,29
117672,100,.,100,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,.,.,.,.
117690,30,28,33,.,45,47,29,20,29,33,26,29,67,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,.,.,31,.,.,.,.,11,27,34
117706,37,32,41,0,60,60,0,38,29,44,37,46,44,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,0,.,36,.,.,.,.,18,37,45
117715,19,11,24,.,50,50,.,15,21,0,0,33,.,14,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,.,.,15,.,.,.,.,9,18,23
117724,24,21,29,0,40,40,.,25,24,25,17,0,25,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,.,.,.,20,.,.,.,.,8,20,26
117733,32,28,36,.,42,44,0,39,26,42,33,45,40,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,.,.,31,.,.,.,.,15,32,39
117751,73,75,72,.,56,63,0,60,92,75,64,100,33,.,67,72,73,75,72,.,56,63,0,60,92,75,64,100,33,.,79,79,79,79,57,57,53,64,67,.,.,.
117788,24,20,27,0,37,37,0,14,17,33,33,33,42,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,.,50,.,23,.,.,.,.,9,24,29
117867,24,20,27,0,43,46,0,29,22,45,33,57,22,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,.,.,22,.,.,.,.,8,20,26
117894,38,34,42,0,58,61,30,27,34,43,39,32,56,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,.,.,39,.,.,.,.,17,36,43
117946,82,75,87,.,86,86,100,81,82,80,84,.,78,.,74,80,82,75,87,.,86,86,100,81,82,80,84,.,78,.,84,84,79,79,82,82,75,83,83,.,.,.
