UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
454616,"R",4215531,"R",0,"R",2142225,"R",0,"R",918792,"R",0,"R",3296739,"R",4215531,"R",0,"R",0,"R",1530989,"R",0,"R",1917233,"R",3448222,"R",1305997,"R",2142225,"R",5528165,"R",5987549,"R",918768,"R",459384,"R",0,"R",4389357,"R",-1552002,"R",3296739,"R",406503,"R",28331,"R",85427,"R",60763,"R",24664,"R",268933,"R",789194,"R",0,"R",0,"R",5460025,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",644,"R",67496,"R",0,"R",0,"R",0,"R",5528165,"R",1444439,"R",1019446,"R",197660,"R",59759,"R",167574,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1029443,"R",542156,"R",105118,"R",31781,"R",89118,"R",0,"R",261270,"R",226246,"R",159678,"R",30960,"R",9360,"R",26247,"R",0,"R",1,"R",3287421,"R",513057,"R",99476,"R",30075,"R",84335,"R",0,"R",2560478,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-130975,"R",0,"R",0,"R",130975,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5987549,"R",2234337,"R",433214,"R",367274,"R",0,"R",2952724,"A",,"A",,-2
454625,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2095315,"R",68833,"R",0,"R",0,"R",0,"Z",0,"R",2164148,"R",-448264,"R",0,"R",7142954,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",7142954,"R",2263441,"R",1148729,"R",181606,"R",96714,"R",235213,"R",24067,"R",577112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",722592,"R",525224,"R",83034,"R",30875,"R",75091,"R",7683,"R",685,"R",2155476,"R",625950,"R",132081,"R",92101,"R",223994,"R",22919,"R",1058431,"R",1895122,"R",320677,"R",84949,"R",80976,"R",196938,"R",20150,"R",1191432,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-300666,"R",0,"R",0,"R",300666,"R",121326,"R",1,"R",0,"R",0,"R",0,"R",0,"R",121325,"R",7157957,"R",2620581,"R",481670,"R",731236,"R",74819,"R",3249651,"A",,"A",,-2
454652,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",573927,"R",0,"R",0,"R",0,"R",0,"R",0,"R",573927,"Z",0,"Z",0,"R",1531537,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",374326,"A",,"A",,"R",0,"R",1905863,"R",672330,"R",366781,"R",0,"Z",0,"Z",0,"Z",0,"R",305549,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",124464,"R",58939,"R",0,"Z",0,"Z",0,"Z",0,"R",65525,"R",929600,"R",404534,"R",42954,"R",0,"Z",0,"Z",0,"R",482112,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",60929,"R",0,"R",0,"R",0,"R",57350,"R",3579,"R",0,"R",1787323,"R",830254,"R",42954,"R",57350,"R",3579,"R",853186,"A",,"A",,-2
454689,"R",2383722,"R",0,"R",0,"R",0,"R",1535519,"R",0,"R",848203,"R",2383722,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3681313,"R",3040805,"R",0,"R",640508,"R",-425000,"R",632695,"R",0,"R",848203,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3681313,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3681313,"R",315906,"R",278695,"R",37211,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1708870,"R",1507552,"R",201318,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1016029,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1016029,"R",3040805,"R",1786247,"R",238529,"Z",0,"Z",0,"R",1016029,"A",,"A",,-2
454698,"R",1789977,"R",0,"R",360667,"R",143934,"R",1170585,"R",0,"R",619392,"R",1789977,"R",0,"R",0,"R",1161657,"R",0,"Z",0,"R",1161657,"R",800990,"R",360667,"R",6064473,"R",5409937,"R",-9988,"R",644548,"R",495000,"R",469844,"R",-990000,"R",619392,"R",1678640,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1678640,"R",0,"R",0,"R",6064473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"Z",0,"A",,"R",0,"R",6064473,"R",1772344,"R",1772344,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",2631260,"R",2631260,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",629180,"Z",0,"Z",0,"R",0,"R",143041,"Z",0,"R",486139,"R",377153,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",377153,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",5409937,"R",4403604,"Z",0,"R",143041,"Z",0,"R",863292,"A",,"A",,-2
454722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",130002,"R",8501,"Z",0,"Z",0,"Z",0,"Z",0,"R",138503,"Z",0,"Z",0,"R",154752,"R",138503,"R",0,"R",138503,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17047,"A",,"A",,"R",0,"R",310302,"R",49404,"R",49404,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14164,"R",14164,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38202,"R",38202,"R",0,"R",0,"R",0,"R",0,"R",0,"R",263411,"R",39374,"R",0,"R",113421,"R",5583,"R",0,"R",105033,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",5992,"R",0,"R",-113421,"R",0,"R",0,"R",107429,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",365181,"R",147136,"R",0,"R",5583,"R",0,"R",212462,"A",,"A",,-2
454740,"R",520359,"R",0,"R",58291,"R",207654,"R",921556,"R",0,"R",-401197,"R",520359,"R",0,"R",0,"R",76299,"R",0,"R",0,"R",76299,"R",18008,"R",58291,"R",1031837,"R",1195470,"R",-65170,"R",-228803,"R",32514,"R",-196289,"R",-8619,"R",-401197,"R",213323,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213323,"R",0,"R",0,"R",992856,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38981,"R",0,"A",,"R",0,"R",1031837,"R",580789,"R",286691,"R",4400,"R",289698,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",386542,"R",381402,"R",5140,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-289698,"R",0,"R",0,"R",289698,"R",228139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",228139,"R",1195470,"R",668093,"R",9540,"Z",0,"Z",0,"R",517837,"R",5532,"R",3172, 3
454759,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",107758,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",107758,"Z",0,"Z",0,"R",178592,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27144,"A",,"A",,"R",0,"R",205736,"R",97509,"R",0,"Z",0,"Z",0,"R",8061,"Z",0,"R",89448,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",20548,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",20548,"R",59985,"Z",0,"Z",0,"R",5985,"Z",0,"Z",0,"R",54000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-5985,"Z",0,"Z",0,"R",5985,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",178042,"R",0,"Z",0,"R",8061,"Z",0,"R",169981,"A",,"A",,-2
454768,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",594323,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",594323,"Z",0,"Z",0,"R",2056894,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",273372,"A",,"A",,"R",0,"R",2330266,"R",891065,"R",424409,"R",15664,"Z",0,"Z",0,"Z",0,"R",450992,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",135434,"R",130613,"R",4821,"Z",0,"Z",0,"Z",0,"R",0,"R",83224,"R",80261,"R",2963,"Z",0,"Z",0,"Z",0,"R",0,"R",361268,"R",255546,"R",9432,"R",73659,"R",16869,"R",5762,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-73659,"Z",0,"Z",0,"R",73659,"R",490527,"R",0,"R",0,"R",0,"R",0,"R",0,"R",490527,"R",1961518,"R",890829,"R",32880,"R",16869,"R",5762,"R",1015178,"A",,"A",,-2
454777,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",606196,"R",0,"R",0,"R",0,"R",0,"R",0,"R",606196,"R",0,"R",0,"R",3139883,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",143,"R",440017,"A",,"A",,"R",0,"R",3580043,"R",1655725,"R",625527,"Z",0,"Z",0,"Z",0,"Z",0,"R",1030198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",214974,"R",89999,"Z",0,"Z",0,"Z",0,"Z",0,"R",124975,"R",1739776,"R",520566,"Z",0,"Z",0,"Z",0,"Z",0,"R",1219210,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",67707,"R",0,"Z",0,"R",0,"R",64996,"R",2711,"R",0,"R",3678182,"R",1236092,"Z",0,"R",64996,"R",2711,"R",2374383,"A",,"A",,-2
454786,"R",4428685,"R",0,"R",897987,"R",86607,"R",2950720,"R",0,"R",1477965,"R",4428685,"R",362230,"R",390542,"R",1037481,"R",0,"R",0,"R",1790253,"R",892266,"R",897987,"R",10898799,"R",10009125,"R",0,"R",889674,"R",0,"R",1152914,"R",-564623,"R",1477965,"R",2349016,"R",10500,"R",0,"R",0,"R",0,"R",0,"R",2359516,"R",0,"R",0,"R",10877060,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21739,"R",10898799,"R",1354893,"R",1083914,"R",270979,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1161337,"R",812936,"R",174201,"R",0,"R",0,"R",0,"R",174200,"R",1161337,"R",789709,"R",162587,"R",0,"R",0,"R",0,"R",209041,"R",4645347,"R",1161337,"R",557442,"R",0,"R",0,"R",0,"R",2926568,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1686211,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1686211,"R",10009125,"R",3847896,"R",1165209,"Z",0,"Z",0,"R",4996020,"R",260985,"R",8890, 1
454795,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",311859,"R",0,"R",0,"R",0,"R",0,"R",0,"R",311859,"R",0,"R",0,"R",1757670,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",451134,"R",0,"A",,"A",,"R",10961,"R",2219765,"R",316547,"R",182920,"R",12978,"R",0,"R",0,"R",0,"R",120649,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1156234,"R",748677,"R",28552,"Z",0,"R",4743,"R",0,"R",374262,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",753420,"R",0,"R",0,"R",0,"R",0,"R",0,"R",753420,"R",2226201,"R",931597,"R",41530,"R",4743,"R",0,"R",1248331,"A",,"A",,-2
454801,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",315134,"R",0,"R",0,"R",0,"R",0,"R",0,"R",315134,"R",0,"R",0,"R",1134347,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"A",,"A",,"R",0,"R",1134347,"R",206210,"R",162722,"R",0,"R",18002,"R",25486,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",87434,"R",87434,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",307703,"R",307703,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-18002,"Z",0,"Z",0,"R",18002,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",601347,"R",557859,"R",0,"R",25486,"R",0,"R",18002,"A",,"A",,-2
454810,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",866559,"R",33604,"R",0,"R",0,"R",0,"R",328740,"R",1228903,"R",6016,"R",0,"R",6380395,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1499,"R",892046,"A",,"A",,"R",0,"R",7273940,"R",2133062,"R",1237386,"R",98964,"R",0,"R",0,"R",0,"R",796712,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",67687,"R",63547,"R",4140,"R",0,"R",0,"R",0,"R",0,"R",2152097,"R",604459,"R",29187,"R",0,"R",0,"R",0,"R",1518451,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3661945,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3661945,"R",8014791,"R",1905392,"R",132291,"R",0,"R",0,"R",5977108,"A",,"A",,-2
454829,"R",5918248,"R",0,"R",1211048,"R",1733110,"R",3320069,"R",0,"R",2598179,"R",5918248,"R",0,"R",0,"R",2598924,"R",0,"R",0,"R",2598924,"R",1387876,"R",1211048,"R",5225761,"R",9494049,"R",0,"R",-4268288,"R",8651369,"R",1784902,"R",-3569804,"R",2598179,"R",401823,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",401823,"Z",0,"Z",0,"R",5225761,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5225761,"R",1110518,"R",946013,"Z",0,"Z",0,"Z",0,"Z",0,"R",164505,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",328657,"R",247333,"R",2000,"Z",0,"R",79324,"Z",0,"R",0,"R",829569,"R",780125,"R",46808,"Z",0,"Z",0,"Z",0,"R",2636,"R",7225305,"R",2307524,"R",127707,"Z",0,"R",449173,"R",864960,"R",3475941,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9494049,"R",4280995,"R",176515,"R",528497,"R",864960,"R",3643082,"R",0,"R",0, 3
454847,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131816,"R",0,"R",0,"R",0,"R",0,"R",64600,"R",196416,"R",0,"R",0,"R",223119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",32334,"A",,"A",,"R",0,"R",255453,"R",84932,"R",84932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4088,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4088,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",132153,"R",0,"R",0,"R",70643,"R",10198,"R",2523,"R",48789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-70643,"Z",0,"Z",0,"R",70643,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",221173,"R",84932,"R",0,"R",10198,"R",2523,"R",123520,"A",,"A",,-2
454856,"R",25226791,"R",0,"R",1044300,"R",54453,"R",5028116,"Z",0,"R",20198675,"R",25226791,"Z",0,"R",1426655,"R",1394240,"R",0,"Z",0,"R",2820895,"R",1776595,"R",1044300,"R",20557004,"R",11163129,"R",-3235557,"R",6158318,"R",0,"R",14040358,"R",-1,"R",20198675,"R",920135,"R",42840,"R",193292,"Z",0,"R",193292,"R",80604,"R",1236871,"R",80604,"Z",0,"R",20418050,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24453,"R",114500,"Z",0,"Z",0,"R",1,"R",20557004,"R",7440215,"R",4498490,"R",288306,"R",746328,"R",140542,"Z",0,"R",1766549,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",496460,"R",343762,"R",34754,"Z",0,"R",0,"Z",0,"R",117944,"R",3226454,"R",676196,"R",81409,"R",373446,"R",205001,"Z",0,"R",1890402,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1119774,"Z",0,"Z",0,"R",1119774,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",11163129,"R",5518448,"R",404469,"R",345543,"Z",0,"R",4894669,"R",3235559,"R",0, 3
