UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
125532,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5201093,"R",101882,"R",168387,"R",168387,"R",0,"R",490418,"R",5961780,"R",490418,"R",0,"R",20902722,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",120827,"Z",0,"R",1730045,"A",,"R",0,"R",22753594,"R",6762353,"R",5115523,"R",885502,"R",405697,"R",69648,"Z",0,"R",285983,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3861845,"R",940295,"R",820781,"R",592830,"R",101774,"Z",0,"R",1406165,"R",6294637,"R",2287104,"R",358212,"Z",0,"Z",0,"Z",0,"R",3649321,"R",3218064,"R",903893,"R",93364,"R",704209,"R",120895,"Z",0,"R",1395703,"R",940955,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",940955,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1702737,"Z",0,"Z",0,"R",1702737,"R",10107,"R",0,"R",0,"R",1,"R",0,"Z",0,"R",10106,"R",21087961,"R",9246815,"R",2157859,"R",292317,"Z",0,"R",9390970,"A",,"A",,-2
126030,"R",38104638,"Z",0,"R",7602124,"Z",0,"R",20540110,"R",18250000,"R",17564528,"R",38104638,"R",2340000,"R",8117499,"R",5028774,"R",93569,"R",7159,"R",15587001,"R",7984877,"R",7602124,"R",7841034,"R",10809308,"R",-1052953,"R",-4021227,"R",26508466,"R",-4922711,"R",0,"R",17564528,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4956099,"R",4956099,"R",4956099,"Z",0,"R",7841034,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",7841034,"R",4293260,"R",2472462,"R",393523,"R",458080,"R",222363,"R",537937,"R",208895,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2274773,"R",1037610,"R",152508,"R",242713,"R",117818,"R",285025,"R",439099,"R",2208908,"R",859103,"R",163132,"R",235685,"R",114407,"R",276772,"R",559809,"R",2032367,"R",654193,"R",111475,"R",183677,"R",89161,"R",215697,"R",778164,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",110383,"R",27415,"R",-1120155,"R",72637,"R",175723,"R",733997,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10809308,"R",5133751,"R",848053,"R",616386,"R",1491154,"R",2719964,"R",1082193,"R",-29240, 1
126164,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",339734,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",339734,"Z",0,"Z",0,"R",994131,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",396480,"A",,"A",,"R",0,"R",1390611,"R",355172,"R",202565,"Z",0,"Z",0,"Z",0,"Z",0,"R",152607,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5970,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5970,"R",109583,"R",109583,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",704668,"R",106094,"R",7462,"R",117352,"R",158342,"R",18617,"R",296801,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-117352,"Z",0,"Z",0,"R",117352,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1175393,"R",418242,"R",7462,"R",158342,"R",18617,"R",572730,"A",,"A",,-2
126359,"R",1402891,"R",0,"R",197076,"R",500,"R",109465,"R",0,"R",1293426,"R",1402891,"R",0,"R",440469,"R",461776,"R",0,"R",0,"R",902245,"R",705169,"R",197076,"R",5364716,"R",5631573,"R",270000,"R",3143,"R",0,"R",1281313,"R",8970,"R",1293426,"R",1305000,"R",30000,"R",0,"R",0,"R",0,"R",10000,"R",1345000,"R",0,"R",0,"R",4017407,"R",1335000,"R",0,"R",1335000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",48,"R",12261,"R",0,"A",,"R",0,"R",5364716,"R",1928248,"R",1747425,"R",180823,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",147256,"R",127838,"R",19418,"R",0,"R",0,"R",0,"R",0,"R",80641,"R",69349,"R",11292,"R",0,"R",0,"R",0,"R",0,"R",406289,"R",354633,"R",51656,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3069139,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3069139,"R",5631573,"R",2299245,"R",263189,"R",0,"R",0,"R",3069139,"R",0,"R",0, 3
126605,"R",3503014,"R",0,"R",720800,"R",0,"R",1442089,"R",0,"R",2060925,"R",3503014,"R",0,"R",0,"R",3402083,"Z",0,"R",2127270,"R",5529353,"R",4808553,"R",720800,"R",11672809,"R",10689021,"R",0,"R",983788,"R",0,"R",2339150,"R",-1262013,"R",2060925,"R",1028002,"R",61171,"R",115448,"R",115448,"R",0,"R",115805,"R",1320426,"R",115805,"R",0,"R",10756834,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",915975,"Z",0,"A",,"R",0,"R",11672809,"R",3467333,"R",2124290,"R",130945,"R",2791,"R",116803,"Z",0,"R",1092504,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3263623,"R",1053093,"R",64175,"Z",0,"Z",0,"Z",0,"R",2146355,"R",2920383,"R",1046163,"R",68947,"R",917040,"R",178907,"Z",0,"R",709326,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-919831,"Z",0,"Z",0,"R",919831,"R",1037682,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1037682,"R",10689021,"R",4223546,"R",264067,"R",295710,"Z",0,"R",5905698,"R",620597,"R",0, 1
126687,"R",5967000,"R",0,"R",970000,"R",0,"R",3990000,"R",0,"R",1977000,"R",5967000,"R",0,"R",3541000,"R",1649000,"R",0,"R",78000,"R",5268000,"R",4298000,"R",970000,"R",13985000,"R",12007000,"R",-1000,"R",1977000,"Z",0,"R",1240000,"R",-1240000,"R",1977000,"R",2593000,"R",57000,"R",301000,"R",171000,"R",130000,"R",109000,"R",3060000,"R",109000,"R",0,"R",11007000,"R",2650000,"R",0,"R",2650000,"R",301000,"R",0,"R",171000,"R",0,"R",130000,"R",0,"R",0,"R",27000,"R",0,"A",,"R",0,"R",13985000,"R",5752000,"R",4404000,"R",251000,"R",332000,"R",0,"R",0,"R",765000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",697000,"R",337000,"R",19000,"R",332000,"R",0,"R",0,"R",9000,"R",1191000,"R",772000,"R",44000,"R",332000,"R",0,"R",0,"R",43000,"R",4367000,"R",538000,"R",31000,"R",331000,"R",552000,"R",0,"R",2915000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-1327000,"R",0,"R",0,"R",1327000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12007000,"R",6051000,"R",345000,"R",552000,"R",0,"R",5059000,"R",901000,"R",0, 1
126702,"R",22526909,"Z",0,"R",11932106,"Z",0,"R",17679555,"R",14095076,"R",4847354,"R",22526909,"R",800000,"R",22017787,"R",9345238,"Z",0,"R",66402,"R",32229427,"R",20297321,"R",11932106,"R",28249919,"R",27258538,"R",-1897976,"R",-906595,"R",3214774,"R",2539175,"R",0,"R",4847354,"R",3525737,"R",4056027,"R",490558,"R",490558,"Z",0,"R",2719485,"R",10791807,"R",10791807,"Z",0,"R",17906849,"R",7581764,"Z",0,"R",7581764,"R",490558,"Z",0,"R",490558,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2270748,"Z",0,"R",0,"R",28249919,"R",7037183,"R",4038560,"R",653851,"R",828321,"R",390030,"R",296734,"R",829687,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",952608,"R",402924,"R",76180,"R",112128,"R",52797,"R",40168,"R",268411,"R",8115713,"R",2798994,"R",484355,"R",561322,"R",264308,"R",201085,"R",3805649,"R",8331230,"R",384530,"R",294278,"R",980639,"R",461751,"R",351299,"R",5858733,"R",2821804,"R",166571,"R",33061,"R",332144,"R",156396,"R",118986,"R",2014646,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",239,"Z",0,"R",-2814554,"R",232731,"R",177061,"R",2404523,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27258538,"R",7791818,"R",1541725,"R",1558013,"R",1185333,"R",15181649,"R",1962586,"R",-64610, 1
126784,"R",1618204,"R",45000,"R",0,"R",0,"R",135287,"R",0,"R",1482917,"R",1618204,"R",0,"R",0,"R",10000,"R",0,"R",0,"R",10000,"R",10000,"R",0,"R",2516127,"R",1678253,"R",-165050,"R",672824,"R",0,"R",1470276,"R",-660183,"R",1482917,"R",567281,"R",0,"R",0,"R",0,"R",0,"R",0,"R",567281,"R",0,"R",0,"R",2171109,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8254,"R",336764,"R",0,"A",,"R",0,"R",2516127,"R",857205,"R",734812,"R",122393,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",262316,"R",241522,"R",20794,"Z",0,"Z",0,"Z",0,"R",0,"R",261426,"R",239325,"R",22101,"Z",0,"Z",0,"Z",0,"R",0,"R",297306,"R",265889,"R",31417,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1678253,"R",1481548,"R",196705,"Z",0,"Z",0,"R",0,"A",,"A",,-2
126827,"R",159098531,"Z",0,"R",1567599,"R",53837667,"R",11651772,"Z",0,"R",147446759,"R",159098531,"Z",0,"R",3388720,"R",3291469,"R",28145,"R",5000,"R",6713334,"R",5145735,"R",1567599,"R",22799882,"R",19312844,"R",0,"R",3487038,"R",35788782,"R",108170940,"R",-1,"R",147446759,"R",2786254,"R",329374,"R",186543,"R",186543,"Z",0,"R",203173,"R",3505344,"R",1239735,"Z",0,"R",21776916,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",935618,"Z",0,"R",87348,"R",22799882,"R",5584755,"R",3835081,"R",271775,"R",1352926,"R",116557,"Z",0,"R",8416,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1293827,"R",141340,"R",17651,"R",643526,"R",29711,"Z",0,"R",461599,"R",2372511,"R",1828486,"R",218660,"Z",0,"R",6812,"Z",0,"R",318553,"R",8993854,"R",632407,"R",280615,"R",514821,"R",974070,"R",274873,"R",6317068,"R",878969,"R",110355,"R",32965,"Z",0,"Z",0,"Z",0,"R",735649,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-2574104,"Z",0,"Z",0,"R",2574104,"R",188928,"R",0,"R",0,"R",62831,"R",0,"R",0,"R",126097,"R",19312844,"R",6547669,"R",821666,"R",1127150,"R",274873,"R",10541486,"R",0,"R",0, 1
126854,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",370450,"R",450,"R",9478,"R",9478,"R",0,"R",1150,"R",381528,"R",0,"R",0,"R",873232,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77872,"A",,"A",,"R",104135,"R",1055239,"R",664566,"R",199274,"R",38796,"R",199028,"R",1247,"R",0,"R",226221,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44089,"R",36904,"R",7185,"R",0,"R",0,"R",0,"R",0,"R",157874,"R",59537,"R",11591,"R",0,"R",0,"R",0,"R",86746,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-199028,"R",0,"R",0,"R",199028,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",866529,"R",295715,"R",57572,"R",1247,"R",0,"R",511995,"A",,"A",,-2
126951,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3636550,"R",132510,"Z",0,"Z",0,"Z",0,"Z",0,"R",3769060,"Z",0,"Z",0,"R",17576602,"R",3769060,"Z",0,"R",3769060,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",21345662,"R",6021279,"R",3373447,"R",528364,"Z",0,"R",806800,"Z",0,"R",1312668,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",790881,"R",588101,"R",58810,"Z",0,"Z",0,"Z",0,"R",143970,"R",4212017,"R",546458,"R",169402,"Z",0,"R",345804,"R",34504,"R",3115849,"R",2685228,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2685228,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",5551620,"R",1,"R",1,"R",0,"R",0,"R",0,"R",5551618,"R",19261025,"R",4508007,"R",756577,"R",1152604,"R",34504,"R",12809333,"A",,"A",,-2
127219,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108597,"R",4593,"Z",0,"Z",0,"Z",0,"R",1505,"R",114695,"R",3000,"Z",0,"R",382557,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",63496,"A",,"A",,"R",0,"R",446053,"R",150288,"R",106363,"R",4900,"Z",0,"Z",0,"Z",0,"R",39025,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",103599,"R",31024,"R",492,"Z",0,"Z",0,"Z",0,"R",72083,"R",24343,"R",7300,"R",114,"Z",0,"Z",0,"Z",0,"R",16929,"R",44287,"R",21444,"R",312,"Z",0,"Z",0,"Z",0,"R",22531,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",322517,"R",166131,"R",5818,"Z",0,"Z",0,"R",150568,"A",,"A",,-2
127228,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",491537,"R",0,"R",0,"R",0,"R",0,"R",0,"R",491537,"R",0,"R",0,"R",1560343,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",213337,"A",,"A",,"R",1557,"R",1775237,"R",389403,"R",350541,"R",38862,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",161232,"R",145141,"R",16091,"R",0,"R",0,"R",0,"R",0,"R",40221,"R",36207,"R",4014,"R",0,"R",0,"R",0,"R",0,"R",257776,"R",231693,"R",25686,"R",0,"R",0,"R",397,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",714493,"R",0,"R",0,"R",0,"R",42039,"R",0,"R",672454,"R",1563125,"R",763582,"R",84653,"R",42039,"R",397,"R",672454,"A",,"A",,-2
127316,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",885708,"R",18503,"R",41750,"R",41750,"Z",0,"Z",0,"R",945961,"Z",0,"Z",0,"R",2183125,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2357,"R",632461,"A",,"A",,"R",0,"R",2817943,"R",805060,"R",341700,"R",95025,"R",259344,"Z",0,"Z",0,"R",108991,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",230519,"R",153470,"R",61101,"R",15948,"Z",0,"Z",0,"R",0,"R",364292,"R",235943,"R",93937,"R",34412,"Z",0,"Z",0,"R",0,"R",641387,"R",398430,"R",199644,"R",43313,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-353017,"R",70486,"Z",0,"R",282531,"R",767379,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",767379,"R",2808637,"R",1129543,"R",449707,"R",70486,"Z",0,"R",1158901,"A",,"A",,-2
127680,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",701490,"R",130273,"R",0,"R",0,"R",0,"R",21562,"R",853325,"R",21562,"Z",0,"R",2368919,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",187879,"Z",0,"R",0,"R",2556798,"R",353200,"R",160795,"R",310,"R",0,"R",543,"R",0,"R",191552,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",593000,"R",314991,"R",30046,"R",0,"R",0,"R",0,"R",247963,"R",92877,"R",83367,"R",6087,"R",0,"R",0,"R",0,"R",3423,"R",1046517,"R",173990,"R",99,"R",0,"R",66730,"R",0,"R",805698,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2085594,"R",733143,"R",36542,"R",67273,"R",0,"R",1248636,"A",,"A",,-2
127699,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",322374,"R",38159,"R",0,"R",0,"R",0,"R",6084,"R",366617,"R",6084,"R",0,"R",2358270,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",160385,"Z",0,"R",0,"R",2518655,"R",992325,"R",763222,"R",22171,"R",0,"R",66489,"R",0,"R",140443,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",517487,"R",255243,"R",17653,"R",0,"R",0,"Z",0,"R",244591,"R",70095,"R",61913,"R",4968,"R",0,"R",0,"R",0,"R",3214,"R",1010064,"R",69681,"R",1945,"R",0,"R",44652,"R",0,"R",893786,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2589971,"R",1150059,"R",46737,"R",111141,"R",0,"R",1282034,"A",,"A",,-2
127839,"R",2487286,"R",0,"R",104969,"R",1404599,"R",1390213,"R",0,"R",1097073,"R",2487286,"R",0,"R",0,"R",332766,"R",0,"R",293519,"R",626285,"R",521316,"R",104969,"R",4937318,"R",5341767,"R",-100000,"R",-504449,"R",-3789674,"R",5125196,"R",266000,"R",1097073,"R",1492859,"R",22772,"R",153011,"R",153011,"R",0,"R",0,"R",1668642,"R",0,"R",0,"R",4820523,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",326,"Z",0,"R",16795,"A",,"R",99674,"R",4937318,"R",2587291,"R",1021691,"R",280000,"R",0,"R",48472,"Z",0,"R",1237128,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",1070518,"R",598500,"R",100000,"Z",0,"Z",0,"Z",0,"R",372018,"R",1083958,"R",658000,"R",121800,"Z",0,"Z",0,"Z",0,"R",304158,"R",598850,"R",415000,"R",93521,"Z",0,"Z",0,"Z",0,"R",90329,"R",1150,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1150,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5341767,"R",2693191,"R",595321,"R",48472,"R",0,"R",2004783,"R",0,"R",0, 3
